ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
20058,Maharashtra,Pune,Locality_92,Independent House,5,2080,12.03,0.01,1990,Semi-furnished,19,7,35,8,8,Medium,Yes,No,"Pool, Clubhouse, Playground, Garden",West,Owner,Under_Construction
20059,Chhattisgarh,Raipur,Locality_414,Villa,4,4993,472.85,0.09,2023,Semi-furnished,28,1,2,9,3,Low,No,Yes,Pool,North,Broker,Under_Construction
20060,Assam,Silchar,Locality_337,Independent House,3,1279,298.08,0.23,1997,Furnished,17,12,28,9,7,High,No,Yes,Gym,North,Builder,Ready_to_Move
20061,Jharkhand,Ranchi,Locality_301,Independent House,2,4749,226.65,0.05,2005,Furnished,18,17,20,8,8,Low,Yes,No,"Pool, Playground, Gym, Clubhouse, Garden",West,Builder,Under_Construction
20062,Kerala,Kochi,Locality_373,Independent House,4,4634,406.74,0.09,2022,Furnished,21,2,3,1,8,Low,No,Yes,"Gym, Clubhouse, Playground, Garden",North,Builder,Ready_to_Move
20063,Assam,Silchar,Locality_297,Apartment,4,2058,21.39,0.01,1996,Unfurnished,8,5,29,10,7,High,Yes,Yes,"Gym, Pool",East,Owner,Under_Construction
20064,Maharashtra,Pune,Locality_241,Villa,1,1752,44.12,0.03,2020,Unfurnished,18,3,5,6,1,High,Yes,No,"Playground, Clubhouse, Garden, Pool",West,Builder,Under_Construction
20065,Delhi,Dwarka,Locality_476,Villa,5,3955,349.26,0.09,2022,Unfurnished,12,2,3,1,6,High,Yes,No,"Garden, Gym, Playground, Pool",East,Builder,Under_Construction
20066,Chhattisgarh,Bilaspur,Locality_19,Independent House,2,3809,174.99,0.05,2018,Unfurnished,25,7,7,5,7,Medium,No,No,"Playground, Garden, Gym, Clubhouse",North,Broker,Ready_to_Move
20067,Andhra Pradesh,Vijayawada,Locality_210,Independent House,1,960,337.07,0.35,1991,Semi-furnished,3,21,34,4,7,Low,No,Yes,"Playground, Gym",South,Owner,Under_Construction
20068,Punjab,Amritsar,Locality_119,Villa,2,2999,257.88,0.09,2016,Unfurnished,24,19,9,3,7,Medium,No,Yes,Gym,West,Owner,Under_Construction
20069,Kerala,Kochi,Locality_426,Apartment,3,2773,431.15,0.16,2004,Furnished,19,18,21,6,5,High,Yes,Yes,"Playground, Gym, Pool, Garden, Clubhouse",North,Builder,Ready_to_Move
20070,Chhattisgarh,Raipur,Locality_193,Apartment,2,4217,63.79,0.02,2013,Unfurnished,11,16,12,8,4,Low,No,Yes,Playground,South,Builder,Ready_to_Move
20071,West Bengal,Durgapur,Locality_51,Apartment,5,4090,149.84,0.04,1998,Semi-furnished,3,21,27,5,4,Low,No,Yes,"Clubhouse, Playground, Gym, Pool, Garden",West,Broker,Under_Construction
20072,Gujarat,Surat,Locality_174,Apartment,4,2808,14.12,0.01,2002,Semi-furnished,16,9,23,5,10,Medium,No,Yes,"Playground, Clubhouse, Gym, Pool, Garden",East,Builder,Under_Construction
20073,Tamil Nadu,Chennai,Locality_52,Villa,2,1006,73.19,0.07,1993,Semi-furnished,10,25,32,6,2,High,No,No,"Playground, Pool, Garden",South,Builder,Ready_to_Move
20074,Bihar,Patna,Locality_330,Apartment,1,1135,340.46,0.3,1998,Furnished,1,23,27,7,2,Medium,Yes,Yes,"Pool, Garden",South,Owner,Ready_to_Move
20075,Madhya Pradesh,Indore,Locality_451,Independent House,5,1192,379.84,0.32,1993,Semi-furnished,18,20,32,3,7,Low,Yes,No,"Garden, Gym",South,Builder,Under_Construction
20076,Assam,Silchar,Locality_142,Independent House,5,4399,122.52,0.03,2023,Furnished,3,4,2,7,2,High,Yes,No,"Gym, Pool, Garden, Playground, Clubhouse",North,Builder,Under_Construction
20077,Assam,Silchar,Locality_199,Independent House,2,2374,321.41,0.14,2022,Furnished,9,7,3,10,1,High,No,Yes,"Gym, Pool",North,Builder,Under_Construction
20078,Rajasthan,Jodhpur,Locality_448,Apartment,1,2667,463.18,0.17,2017,Furnished,15,16,8,10,1,High,No,No,"Pool, Gym, Garden, Playground",North,Builder,Ready_to_Move
20079,Jharkhand,Ranchi,Locality_303,Independent House,2,3000,497.27,0.17,2012,Semi-furnished,2,6,13,6,7,Medium,No,Yes,"Clubhouse, Garden, Pool, Playground",West,Broker,Ready_to_Move
20080,Bihar,Patna,Locality_429,Apartment,1,4681,77.21,0.02,1999,Furnished,5,19,26,4,10,Medium,No,No,"Pool, Gym, Garden",North,Owner,Under_Construction
20081,Assam,Silchar,Locality_366,Villa,2,2563,132.53,0.05,2004,Furnished,25,21,21,7,8,Medium,Yes,Yes,"Pool, Playground, Garden, Gym",North,Broker,Under_Construction
20082,Madhya Pradesh,Bhopal,Locality_240,Apartment,1,4816,296.67,0.06,2016,Furnished,25,11,9,7,5,Low,No,No,"Clubhouse, Pool",North,Broker,Ready_to_Move
20083,Bihar,Patna,Locality_433,Apartment,5,582,448.12,0.77,2000,Semi-furnished,1,5,25,3,8,Low,No,No,"Pool, Clubhouse, Gym",East,Owner,Under_Construction
20084,Maharashtra,Pune,Locality_190,Villa,5,2673,129.15,0.05,1995,Unfurnished,24,14,30,3,5,Medium,No,No,"Pool, Garden, Gym, Clubhouse, Playground",East,Owner,Under_Construction
20085,Chhattisgarh,Raipur,Locality_11,Villa,2,2836,185.46,0.07,2018,Unfurnished,11,9,7,2,7,Medium,No,No,"Pool, Garden, Clubhouse",South,Owner,Under_Construction
20086,Gujarat,Surat,Locality_274,Apartment,2,1159,411.46,0.36,1995,Unfurnished,25,5,30,10,4,Medium,No,Yes,"Gym, Pool, Playground, Clubhouse, Garden",North,Owner,Under_Construction
20087,Karnataka,Mysore,Locality_310,Villa,2,3046,170.06,0.06,1992,Semi-furnished,16,29,33,7,3,High,No,No,Pool,North,Owner,Under_Construction
20088,Maharashtra,Nagpur,Locality_86,Villa,3,4665,18.2,0.0,2018,Unfurnished,16,29,7,9,10,High,Yes,Yes,"Gym, Pool, Playground",North,Builder,Under_Construction
20089,Punjab,Amritsar,Locality_332,Villa,2,1785,279.17,0.16,2023,Semi-furnished,23,2,2,8,8,Low,Yes,Yes,"Gym, Garden, Clubhouse, Playground",East,Builder,Under_Construction
20090,Chhattisgarh,Raipur,Locality_315,Independent House,3,4533,249.88,0.06,2022,Semi-furnished,0,30,3,7,10,High,No,No,"Clubhouse, Gym, Playground",East,Builder,Ready_to_Move
20091,Karnataka,Bangalore,Locality_401,Independent House,4,2668,187.42,0.07,2014,Semi-furnished,0,22,11,9,1,Medium,Yes,Yes,"Gym, Clubhouse, Playground, Pool, Garden",North,Builder,Ready_to_Move
20092,Telangana,Warangal,Locality_175,Independent House,3,769,347.64,0.45,1993,Semi-furnished,28,7,32,3,2,Medium,No,Yes,Garden,West,Owner,Under_Construction
20093,Odisha,Cuttack,Locality_31,Apartment,1,4266,455.2,0.11,2009,Unfurnished,24,9,16,2,7,Low,Yes,No,"Garden, Pool, Clubhouse, Playground",South,Owner,Ready_to_Move
20094,Haryana,Faridabad,Locality_427,Villa,2,4301,490.25,0.11,1991,Furnished,26,10,34,3,7,Low,Yes,No,"Clubhouse, Garden, Pool, Gym",East,Builder,Under_Construction
20095,Odisha,Bhubaneswar,Locality_64,Villa,3,1968,243.17,0.12,2012,Unfurnished,24,17,13,8,2,Medium,No,Yes,"Gym, Pool, Playground, Clubhouse, Garden",South,Owner,Ready_to_Move
20096,Delhi,Dwarka,Locality_5,Villa,3,1401,317.71,0.23,2011,Furnished,19,1,14,10,4,Medium,Yes,Yes,"Garden, Gym, Playground",East,Broker,Ready_to_Move
20097,Gujarat,Ahmedabad,Locality_492,Apartment,1,1522,131.02,0.09,2001,Furnished,22,9,24,10,4,Medium,Yes,Yes,"Garden, Pool, Playground, Gym, Clubhouse",North,Owner,Under_Construction
20098,Uttar Pradesh,Noida,Locality_304,Apartment,1,2853,295.17,0.1,2011,Semi-furnished,10,19,14,6,2,Low,Yes,Yes,"Pool, Gym, Garden, Playground, Clubhouse",North,Builder,Under_Construction
20099,Andhra Pradesh,Vishakhapatnam,Locality_427,Apartment,5,1964,270.27,0.14,1992,Semi-furnished,24,25,33,4,6,Low,No,Yes,"Playground, Pool, Clubhouse, Gym, Garden",East,Owner,Ready_to_Move
20100,Jharkhand,Jamshedpur,Locality_482,Villa,2,1533,144.68,0.09,1993,Furnished,11,28,32,6,1,Low,Yes,Yes,"Playground, Garden, Pool, Gym",South,Builder,Ready_to_Move
20101,Delhi,New Delhi,Locality_355,Independent House,3,4170,29.23,0.01,2017,Semi-furnished,5,27,8,8,9,High,No,Yes,Garden,South,Broker,Under_Construction
20102,Kerala,Kochi,Locality_21,Villa,4,3590,156.98,0.04,2000,Unfurnished,20,9,25,4,7,Medium,No,No,Gym,North,Broker,Under_Construction
20103,Uttarakhand,Haridwar,Locality_320,Villa,3,859,31.86,0.04,1992,Furnished,10,21,33,4,4,Low,No,Yes,"Gym, Playground, Pool, Clubhouse, Garden",West,Owner,Under_Construction
20104,Andhra Pradesh,Vishakhapatnam,Locality_139,Independent House,3,502,380.74,0.76,2003,Unfurnished,19,14,22,3,10,High,No,Yes,"Playground, Gym, Clubhouse, Pool, Garden",North,Owner,Under_Construction
20105,Delhi,New Delhi,Locality_363,Apartment,1,1307,422.75,0.32,1994,Furnished,8,13,31,8,5,Medium,No,No,"Playground, Pool, Garden, Clubhouse",West,Broker,Ready_to_Move
20106,Delhi,Dwarka,Locality_210,Apartment,5,3425,92.24,0.03,2016,Furnished,29,21,9,8,1,Low,No,Yes,"Clubhouse, Pool",West,Broker,Ready_to_Move
20107,Gujarat,Ahmedabad,Locality_140,Independent House,1,1084,19.68,0.02,1999,Furnished,5,6,26,9,1,Medium,Yes,Yes,"Gym, Garden, Clubhouse",West,Owner,Ready_to_Move
20108,Assam,Guwahati,Locality_318,Apartment,1,2309,470.63,0.2,2006,Semi-furnished,7,10,19,3,2,Medium,No,Yes,"Clubhouse, Playground, Pool",West,Owner,Ready_to_Move
20109,Odisha,Bhubaneswar,Locality_488,Independent House,2,4609,438.93,0.1,2016,Unfurnished,4,10,9,2,2,Medium,Yes,Yes,"Clubhouse, Garden, Pool, Gym, Playground",North,Builder,Under_Construction
20110,Jharkhand,Jamshedpur,Locality_193,Independent House,3,3194,489.82,0.15,2020,Semi-furnished,3,19,5,5,9,Medium,No,No,"Pool, Garden",North,Builder,Under_Construction
20111,Punjab,Ludhiana,Locality_499,Villa,4,4228,275.97,0.07,1998,Unfurnished,15,1,27,1,1,High,No,Yes,Clubhouse,North,Builder,Ready_to_Move
20112,Gujarat,Surat,Locality_320,Apartment,5,2926,399.13,0.14,2017,Unfurnished,27,5,8,5,2,Low,No,Yes,"Gym, Clubhouse, Pool",East,Owner,Ready_to_Move
20113,Uttarakhand,Dehradun,Locality_488,Independent House,4,4925,431.15,0.09,2023,Unfurnished,30,4,2,7,9,Low,No,No,"Pool, Clubhouse",West,Owner,Ready_to_Move
20114,Telangana,Warangal,Locality_351,Villa,4,4243,151.97,0.04,2017,Unfurnished,23,15,8,3,8,Low,Yes,No,"Gym, Garden, Clubhouse",East,Builder,Under_Construction
20115,Chhattisgarh,Bilaspur,Locality_108,Independent House,3,3738,106.12,0.03,2014,Unfurnished,22,30,11,7,10,Medium,No,No,Clubhouse,South,Broker,Under_Construction
20116,Assam,Guwahati,Locality_395,Apartment,3,4362,342.4,0.08,2003,Semi-furnished,19,2,22,5,4,Low,Yes,No,"Gym, Clubhouse",East,Owner,Ready_to_Move
20117,West Bengal,Durgapur,Locality_44,Independent House,1,3324,492.56,0.15,2019,Unfurnished,27,27,6,2,4,High,No,Yes,"Gym, Playground, Clubhouse",East,Builder,Under_Construction
20118,Bihar,Patna,Locality_68,Independent House,5,2968,430.24,0.14,1993,Unfurnished,17,24,32,9,2,Low,Yes,Yes,"Garden, Clubhouse, Pool",South,Broker,Ready_to_Move
20119,Andhra Pradesh,Vishakhapatnam,Locality_175,Villa,2,1978,116.13,0.06,1999,Furnished,24,18,26,10,1,High,No,Yes,"Gym, Pool, Playground, Clubhouse",South,Builder,Ready_to_Move
20120,Jharkhand,Jamshedpur,Locality_48,Independent House,3,2276,295.2,0.13,1993,Furnished,12,19,32,2,6,Low,Yes,No,"Playground, Gym, Garden, Clubhouse",South,Builder,Under_Construction
20121,Odisha,Cuttack,Locality_23,Villa,3,614,347.68,0.57,2011,Furnished,1,22,14,8,10,Medium,No,Yes,"Playground, Clubhouse",East,Broker,Under_Construction
20122,Karnataka,Mangalore,Locality_3,Apartment,2,2296,39.1,0.02,2000,Furnished,17,24,25,10,3,High,No,Yes,"Garden, Playground, Pool, Gym",West,Builder,Ready_to_Move
20123,Punjab,Amritsar,Locality_146,Apartment,5,4709,15.52,0.0,2012,Unfurnished,3,2,13,8,8,Medium,No,Yes,Garden,East,Owner,Under_Construction
20124,Karnataka,Mangalore,Locality_454,Villa,2,1477,451.98,0.31,2003,Semi-furnished,28,1,22,4,2,Low,No,Yes,Playground,East,Broker,Under_Construction
20125,Jharkhand,Ranchi,Locality_398,Villa,3,1205,457.46,0.38,2002,Semi-furnished,24,6,23,9,6,Medium,No,No,"Clubhouse, Playground, Gym, Garden, Pool",South,Builder,Ready_to_Move
20126,Madhya Pradesh,Indore,Locality_4,Apartment,4,4382,178.66,0.04,2017,Semi-furnished,0,13,8,9,5,High,No,Yes,Gym,East,Broker,Under_Construction
20127,Rajasthan,Jaipur,Locality_308,Villa,4,4300,270.0,0.06,1999,Furnished,14,20,26,9,3,High,No,Yes,Playground,South,Broker,Ready_to_Move
20128,Tamil Nadu,Chennai,Locality_54,Villa,4,4789,431.1,0.09,2022,Semi-furnished,19,6,3,1,9,High,No,Yes,"Gym, Pool, Garden, Playground",South,Builder,Ready_to_Move
20129,Punjab,Amritsar,Locality_207,Villa,3,782,299.86,0.38,2012,Furnished,7,22,13,8,3,Medium,Yes,No,"Clubhouse, Garden",North,Owner,Under_Construction
20130,Delhi,Dwarka,Locality_436,Independent House,5,1674,494.64,0.3,2016,Furnished,0,18,9,5,2,Low,No,Yes,Playground,North,Owner,Under_Construction
20131,Jharkhand,Jamshedpur,Locality_165,Apartment,5,2039,190.74,0.09,2006,Unfurnished,30,30,19,7,6,Medium,No,No,"Garden, Clubhouse, Pool, Playground",East,Owner,Under_Construction
20132,Telangana,Warangal,Locality_453,Apartment,1,4382,176.05,0.04,2019,Furnished,5,25,6,2,5,High,Yes,No,Clubhouse,West,Builder,Under_Construction
20133,Tamil Nadu,Chennai,Locality_12,Villa,5,2204,81.1,0.04,2003,Unfurnished,10,26,22,2,3,Medium,Yes,Yes,"Garden, Pool, Gym, Playground, Clubhouse",South,Broker,Ready_to_Move
20134,Madhya Pradesh,Indore,Locality_153,Villa,1,3880,210.44,0.05,2007,Unfurnished,23,26,18,7,9,Medium,No,Yes,Clubhouse,East,Builder,Ready_to_Move
20135,Telangana,Warangal,Locality_380,Villa,3,3266,91.58,0.03,2010,Unfurnished,9,12,15,4,1,Low,No,Yes,"Playground, Pool, Gym",West,Broker,Under_Construction
20136,Karnataka,Mysore,Locality_275,Apartment,5,4656,327.43,0.07,2015,Semi-furnished,19,14,10,4,7,Medium,Yes,Yes,"Clubhouse, Playground",East,Broker,Under_Construction
20137,Odisha,Bhubaneswar,Locality_476,Independent House,3,1782,303.38,0.17,2017,Semi-furnished,2,26,8,1,4,High,No,No,"Pool, Clubhouse",North,Builder,Under_Construction
20138,Chhattisgarh,Raipur,Locality_430,Independent House,2,3596,487.06,0.14,1997,Furnished,8,3,28,6,4,High,Yes,Yes,Gym,East,Builder,Ready_to_Move
20139,Rajasthan,Jaipur,Locality_230,Villa,1,2645,100.25,0.04,1993,Semi-furnished,15,20,32,10,10,Low,Yes,Yes,"Gym, Clubhouse, Pool, Garden",West,Broker,Under_Construction
20140,Gujarat,Surat,Locality_26,Independent House,2,3590,415.68,0.12,2002,Unfurnished,25,27,23,2,10,Medium,No,Yes,"Pool, Gym",South,Owner,Under_Construction
20141,Odisha,Bhubaneswar,Locality_307,Independent House,1,3518,366.99,0.1,2009,Unfurnished,20,30,16,2,3,Medium,No,No,"Pool, Garden",South,Broker,Under_Construction
20142,Kerala,Kochi,Locality_100,Apartment,2,3220,48.29,0.01,2011,Unfurnished,17,30,14,5,4,Medium,Yes,Yes,Clubhouse,East,Builder,Under_Construction
