ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
40012,Gujarat,Ahmedabad,Locality_202,Independent House,2,4068,398.22,0.1,2000,Unfurnished,2,3,25,10,4,Medium,No,Yes,Pool,West,Broker,Ready_to_Move
40013,Bihar,Patna,Locality_234,Apartment,2,3629,216.26,0.06,2016,Furnished,10,22,9,2,8,Low,No,Yes,"Playground, Gym, Garden",South,Owner,Under_Construction
40014,Chhattisgarh,Bilaspur,Locality_487,Apartment,3,4841,90.73,0.02,1992,Furnished,8,24,33,10,4,Low,Yes,No,"Gym, Playground, Garden, Pool",West,Broker,Under_Construction
40015,Telangana,Hyderabad,Locality_470,Apartment,5,1791,24.39,0.01,2007,Semi-furnished,29,15,18,6,3,High,No,Yes,"Pool, Playground, Clubhouse",South,Broker,Under_Construction
40016,Assam,Silchar,Locality_184,Apartment,2,4941,215.75,0.04,2023,Unfurnished,21,14,2,3,1,Medium,Yes,No,"Gym, Pool, Clubhouse",East,Broker,Ready_to_Move
40017,Maharashtra,Mumbai,Locality_17,Villa,4,4308,246.21,0.06,2023,Furnished,1,24,2,5,4,Low,Yes,Yes,"Playground, Pool, Clubhouse, Garden",South,Builder,Under_Construction
40018,Odisha,Cuttack,Locality_350,Independent House,4,4350,81.79,0.02,2015,Furnished,25,4,10,3,2,Medium,Yes,No,Pool,North,Owner,Ready_to_Move
40019,Karnataka,Mangalore,Locality_215,Independent House,5,2733,389.23,0.14,1999,Semi-furnished,18,17,26,5,10,Low,No,No,"Pool, Garden, Gym, Clubhouse",West,Broker,Under_Construction
40020,Punjab,Ludhiana,Locality_195,Villa,1,2465,138.94,0.06,2019,Semi-furnished,6,27,6,9,10,High,No,No,"Playground, Garden, Pool",South,Owner,Ready_to_Move
40021,Gujarat,Surat,Locality_345,Independent House,1,3988,298.81,0.07,2014,Semi-furnished,19,2,11,5,7,Low,No,Yes,"Garden, Clubhouse",South,Broker,Ready_to_Move
40022,Rajasthan,Jaipur,Locality_126,Independent House,5,1253,349.01,0.28,2002,Unfurnished,5,16,23,9,3,Medium,Yes,Yes,"Gym, Clubhouse, Garden, Pool",West,Owner,Ready_to_Move
40023,Madhya Pradesh,Indore,Locality_393,Apartment,2,1904,381.14,0.2,1991,Furnished,10,20,34,6,5,Medium,No,Yes,"Playground, Clubhouse, Gym, Garden, Pool",South,Owner,Ready_to_Move
40024,Bihar,Patna,Locality_20,Apartment,1,1636,418.11,0.26,1996,Unfurnished,16,18,29,3,1,Low,No,Yes,"Clubhouse, Playground",North,Builder,Ready_to_Move
40025,Rajasthan,Jodhpur,Locality_386,Independent House,5,3360,104.72,0.03,2010,Semi-furnished,22,13,15,1,6,Medium,No,No,"Gym, Playground, Clubhouse, Pool",North,Broker,Ready_to_Move
40026,Delhi,New Delhi,Locality_280,Villa,2,1642,137.32,0.08,2006,Furnished,17,26,19,9,1,High,Yes,Yes,"Pool, Clubhouse",South,Owner,Under_Construction
40027,Assam,Silchar,Locality_447,Apartment,3,4754,187.68,0.04,2021,Unfurnished,19,19,4,8,2,High,Yes,No,Garden,West,Builder,Ready_to_Move
40028,Uttarakhand,Haridwar,Locality_325,Villa,3,2776,426.5,0.15,1996,Semi-furnished,30,3,29,2,6,Medium,No,No,"Clubhouse, Playground, Gym, Garden",East,Broker,Under_Construction
40029,Uttarakhand,Dehradun,Locality_314,Independent House,5,3604,220.93,0.06,2015,Semi-furnished,21,24,10,10,3,Low,Yes,Yes,"Playground, Gym, Garden",East,Broker,Under_Construction
40030,Madhya Pradesh,Bhopal,Locality_500,Apartment,3,4015,453.14,0.11,2008,Semi-furnished,14,22,17,4,7,High,No,Yes,"Clubhouse, Gym, Garden, Playground",West,Broker,Under_Construction
40031,Jharkhand,Ranchi,Locality_328,Apartment,2,4963,83.47,0.02,2006,Semi-furnished,13,24,19,8,4,Low,Yes,No,Garden,East,Owner,Ready_to_Move
40032,Rajasthan,Jaipur,Locality_290,Independent House,1,4345,307.23,0.07,1991,Unfurnished,1,7,34,4,6,Medium,No,No,"Clubhouse, Garden, Pool",East,Builder,Ready_to_Move
40033,Delhi,New Delhi,Locality_224,Independent House,4,861,159.94,0.19,1995,Furnished,27,30,30,3,7,Low,No,No,Gym,West,Broker,Ready_to_Move
40034,Delhi,New Delhi,Locality_419,Apartment,1,1814,135.76,0.07,2020,Semi-furnished,22,7,5,5,1,Medium,No,No,"Gym, Pool",North,Broker,Ready_to_Move
40035,Telangana,Warangal,Locality_155,Villa,2,1507,318.87,0.21,2004,Unfurnished,7,15,21,6,1,Medium,Yes,Yes,"Playground, Garden, Clubhouse",West,Broker,Under_Construction
40036,Jharkhand,Jamshedpur,Locality_388,Apartment,2,4321,189.47,0.04,1997,Furnished,17,16,28,7,4,Medium,Yes,Yes,"Playground, Pool, Garden",West,Builder,Under_Construction
40037,Jharkhand,Jamshedpur,Locality_94,Villa,1,1185,207.02,0.17,1991,Semi-furnished,21,2,34,4,9,Low,No,No,"Playground, Pool, Garden, Clubhouse",North,Broker,Ready_to_Move
40038,Gujarat,Surat,Locality_495,Apartment,4,4850,457.61,0.09,2005,Furnished,23,30,20,8,2,High,Yes,Yes,"Garden, Clubhouse, Playground",North,Owner,Ready_to_Move
40039,Delhi,Dwarka,Locality_480,Villa,5,1700,22.27,0.01,1997,Unfurnished,15,29,28,7,10,High,No,No,"Clubhouse, Pool, Playground, Gym, Garden",East,Owner,Under_Construction
40040,Uttar Pradesh,Noida,Locality_389,Apartment,3,1539,22.81,0.01,1998,Semi-furnished,12,21,27,10,4,High,No,Yes,Clubhouse,North,Broker,Under_Construction
40041,Haryana,Faridabad,Locality_466,Villa,1,1589,148.69,0.09,2007,Unfurnished,16,9,18,4,10,High,Yes,No,"Gym, Pool",South,Broker,Under_Construction
40042,Rajasthan,Jaipur,Locality_171,Independent House,2,3736,207.41,0.06,2019,Furnished,4,22,6,3,5,High,Yes,Yes,"Playground, Pool, Clubhouse",South,Owner,Ready_to_Move
40043,Kerala,Kochi,Locality_65,Independent House,4,1113,489.15,0.44,1996,Furnished,12,27,29,4,8,High,No,Yes,Pool,South,Owner,Under_Construction
40044,Bihar,Patna,Locality_217,Apartment,5,2651,69.51,0.03,2015,Semi-furnished,11,2,10,3,3,High,No,Yes,"Playground, Garden, Gym, Clubhouse",West,Builder,Under_Construction
40045,Karnataka,Bangalore,Locality_359,Villa,5,4129,240.52,0.06,1999,Furnished,21,19,26,4,8,High,Yes,No,"Garden, Clubhouse, Gym, Pool, Playground",East,Owner,Ready_to_Move
40046,Madhya Pradesh,Bhopal,Locality_310,Independent House,3,2216,496.54,0.22,2012,Furnished,15,22,13,4,10,Medium,Yes,Yes,"Gym, Pool, Garden",South,Owner,Under_Construction
40047,Maharashtra,Pune,Locality_241,Villa,5,4641,314.28,0.07,1995,Semi-furnished,9,7,30,7,3,Medium,Yes,Yes,"Clubhouse, Playground, Garden, Pool",East,Builder,Under_Construction
40048,Odisha,Cuttack,Locality_113,Apartment,5,3708,348.08,0.09,1995,Furnished,21,9,30,2,2,Medium,No,Yes,"Gym, Garden, Clubhouse, Playground, Pool",South,Builder,Under_Construction
40049,Maharashtra,Pune,Locality_123,Apartment,4,4853,40.17,0.01,2021,Furnished,23,3,4,6,8,High,Yes,Yes,Playground,East,Owner,Ready_to_Move
40050,Odisha,Cuttack,Locality_224,Independent House,1,1713,80.78,0.05,1992,Semi-furnished,27,16,33,10,1,Low,No,No,"Gym, Playground",South,Broker,Under_Construction
40051,Odisha,Bhubaneswar,Locality_296,Apartment,3,3093,154.0,0.05,2023,Unfurnished,20,18,2,5,7,Medium,No,Yes,"Pool, Garden, Gym",North,Owner,Under_Construction
40052,Madhya Pradesh,Bhopal,Locality_17,Independent House,4,1635,420.79,0.26,2014,Semi-furnished,30,26,11,3,8,Medium,No,No,"Clubhouse, Playground, Gym, Garden",East,Owner,Under_Construction
40053,Maharashtra,Pune,Locality_384,Independent House,5,1184,357.24,0.3,2014,Unfurnished,7,10,11,6,9,Low,No,No,"Gym, Playground, Garden, Clubhouse, Pool",East,Builder,Under_Construction
40054,Chhattisgarh,Raipur,Locality_168,Apartment,3,1328,158.6,0.12,2010,Unfurnished,13,5,15,6,5,Medium,Yes,Yes,"Gym, Clubhouse, Garden, Playground, Pool",North,Builder,Ready_to_Move
40055,Chhattisgarh,Bilaspur,Locality_427,Apartment,5,2375,182.06,0.08,2023,Unfurnished,0,11,2,7,3,Medium,No,No,"Pool, Clubhouse, Gym",East,Builder,Under_Construction
40056,Kerala,Trivandrum,Locality_395,Apartment,3,4569,71.05,0.02,2019,Furnished,22,26,6,6,5,Medium,No,Yes,Garden,West,Broker,Ready_to_Move
40057,Jharkhand,Ranchi,Locality_102,Independent House,5,3480,356.48,0.1,1997,Furnished,8,7,28,3,1,High,No,No,"Clubhouse, Gym",North,Broker,Ready_to_Move
40058,Kerala,Kochi,Locality_267,Independent House,5,4236,350.15,0.08,2005,Unfurnished,29,20,20,3,7,High,No,Yes,Playground,East,Builder,Under_Construction
40059,Jharkhand,Jamshedpur,Locality_53,Apartment,4,2035,324.72,0.16,2009,Furnished,26,7,16,2,3,Medium,No,Yes,"Pool, Garden, Playground",South,Broker,Under_Construction
40060,Uttarakhand,Dehradun,Locality_318,Apartment,2,1572,353.59,0.22,2009,Unfurnished,30,25,16,3,3,Low,Yes,Yes,"Garden, Pool, Clubhouse, Playground, Gym",West,Broker,Under_Construction
40061,Uttarakhand,Dehradun,Locality_276,Apartment,1,746,280.53,0.38,2016,Furnished,0,8,9,4,4,Medium,Yes,Yes,Gym,North,Owner,Under_Construction
40062,Andhra Pradesh,Vijayawada,Locality_348,Apartment,3,4863,35.02,0.01,2014,Unfurnished,25,18,11,1,3,Medium,No,Yes,"Pool, Playground, Clubhouse",South,Owner,Ready_to_Move
40063,Uttar Pradesh,Lucknow,Locality_351,Apartment,4,3488,282.99,0.08,2018,Furnished,17,22,7,2,7,Low,Yes,Yes,"Garden, Clubhouse, Playground",North,Owner,Ready_to_Move
40064,Madhya Pradesh,Bhopal,Locality_368,Independent House,4,2657,357.45,0.13,2010,Furnished,16,5,15,3,6,High,No,No,"Playground, Garden",South,Broker,Ready_to_Move
40065,Bihar,Patna,Locality_267,Villa,4,3809,34.32,0.01,2023,Furnished,6,11,2,7,2,Medium,Yes,Yes,"Pool, Garden",South,Owner,Under_Construction
40066,Andhra Pradesh,Vishakhapatnam,Locality_239,Villa,3,3319,110.17,0.03,2021,Unfurnished,2,22,4,3,6,Medium,Yes,No,"Pool, Playground, Garden, Gym",North,Owner,Ready_to_Move
40067,Assam,Guwahati,Locality_385,Apartment,5,3389,282.33,0.08,2002,Semi-furnished,22,3,23,10,3,High,No,No,Clubhouse,East,Builder,Ready_to_Move
40068,Telangana,Hyderabad,Locality_245,Independent House,5,3981,155.12,0.04,1995,Semi-furnished,1,3,30,10,3,Medium,No,Yes,"Playground, Clubhouse, Garden, Pool, Gym",West,Builder,Under_Construction
40069,Telangana,Hyderabad,Locality_487,Apartment,4,4358,34.19,0.01,1998,Semi-furnished,19,2,27,3,1,Low,Yes,No,"Pool, Playground, Clubhouse, Garden, Gym",West,Broker,Ready_to_Move
40070,West Bengal,Durgapur,Locality_45,Independent House,5,3255,179.31,0.06,2006,Unfurnished,23,18,19,1,8,Low,Yes,Yes,Gym,East,Owner,Under_Construction
40071,Delhi,Dwarka,Locality_205,Villa,3,4204,418.96,0.1,2003,Semi-furnished,9,8,22,7,3,Medium,No,Yes,Clubhouse,South,Builder,Ready_to_Move
40072,Rajasthan,Jaipur,Locality_164,Independent House,1,1269,487.75,0.38,2000,Furnished,28,18,25,5,1,Low,Yes,Yes,"Pool, Garden, Clubhouse, Playground, Gym",South,Broker,Ready_to_Move
40073,Chhattisgarh,Raipur,Locality_346,Villa,2,3078,109.96,0.04,2014,Semi-furnished,7,4,11,4,7,High,No,No,"Clubhouse, Gym, Garden, Playground",East,Broker,Ready_to_Move
40074,Maharashtra,Nagpur,Locality_101,Apartment,2,1084,57.06,0.05,2012,Semi-furnished,6,25,13,10,5,Medium,No,No,"Pool, Garden, Playground, Gym",North,Broker,Ready_to_Move
40075,Haryana,Gurgaon,Locality_88,Apartment,1,4681,381.83,0.08,1994,Unfurnished,11,24,31,6,3,High,Yes,No,"Garden, Gym, Playground, Pool, Clubhouse",East,Builder,Under_Construction
40076,Jharkhand,Jamshedpur,Locality_239,Villa,3,1849,187.7,0.1,1994,Furnished,3,8,31,7,8,Medium,Yes,Yes,"Garden, Pool, Gym",South,Broker,Under_Construction
40077,Madhya Pradesh,Indore,Locality_101,Independent House,3,1987,302.23,0.15,1990,Unfurnished,27,12,35,4,8,Low,No,Yes,"Clubhouse, Garden, Playground, Gym, Pool",North,Owner,Under_Construction
40078,Delhi,New Delhi,Locality_181,Apartment,4,1403,36.79,0.03,2015,Furnished,14,12,10,2,1,Low,No,No,Clubhouse,South,Owner,Under_Construction
40079,Uttarakhand,Haridwar,Locality_343,Villa,4,1944,276.52,0.14,2012,Furnished,1,26,13,6,4,High,Yes,No,Clubhouse,South,Builder,Ready_to_Move
40080,Punjab,Ludhiana,Locality_283,Independent House,3,1100,165.41,0.15,1999,Semi-furnished,10,5,26,7,10,High,Yes,Yes,"Clubhouse, Playground",South,Builder,Under_Construction
40081,Chhattisgarh,Raipur,Locality_161,Villa,4,1421,317.38,0.22,2023,Furnished,20,4,2,7,5,High,No,No,Gym,North,Builder,Ready_to_Move
40082,Punjab,Ludhiana,Locality_87,Villa,1,3332,74.78,0.02,2007,Unfurnished,7,25,18,10,8,Medium,No,No,"Gym, Garden, Clubhouse, Playground, Pool",West,Broker,Ready_to_Move
40083,Madhya Pradesh,Bhopal,Locality_310,Apartment,1,3286,251.49,0.08,1994,Furnished,23,29,31,5,10,High,Yes,Yes,"Clubhouse, Gym",East,Owner,Under_Construction
40084,Punjab,Ludhiana,Locality_347,Apartment,2,539,130.46,0.24,1996,Furnished,11,27,29,1,3,Medium,Yes,Yes,"Garden, Gym",North,Builder,Under_Construction
40085,Gujarat,Surat,Locality_497,Apartment,5,3057,152.8,0.05,2022,Unfurnished,24,29,3,8,1,High,No,No,"Garden, Playground, Gym, Pool, Clubhouse",North,Owner,Under_Construction
40086,Gujarat,Ahmedabad,Locality_344,Independent House,4,2483,250.61,0.1,1994,Unfurnished,20,4,31,6,5,High,No,Yes,Clubhouse,South,Builder,Under_Construction
40087,Madhya Pradesh,Bhopal,Locality_309,Villa,4,2579,343.09,0.13,2019,Unfurnished,15,12,6,2,6,Medium,No,Yes,"Clubhouse, Garden",North,Broker,Under_Construction
40088,Jharkhand,Ranchi,Locality_16,Apartment,5,4610,404.37,0.09,2016,Unfurnished,11,5,9,3,8,High,No,Yes,"Pool, Clubhouse, Garden, Playground, Gym",North,Broker,Under_Construction
40089,Haryana,Faridabad,Locality_1,Villa,3,3653,175.98,0.05,2016,Furnished,16,4,9,8,2,Low,No,Yes,Garden,North,Broker,Under_Construction
40090,Haryana,Faridabad,Locality_241,Villa,1,1190,188.71,0.16,1995,Furnished,9,6,30,3,8,High,Yes,Yes,"Gym, Garden, Clubhouse",South,Owner,Under_Construction
40091,Tamil Nadu,Coimbatore,Locality_334,Independent House,5,4042,157.52,0.04,2020,Unfurnished,0,11,5,7,10,High,No,No,"Garden, Pool, Playground, Gym",East,Broker,Under_Construction
40092,Uttar Pradesh,Lucknow,Locality_220,Independent House,2,2431,248.53,0.1,1998,Unfurnished,6,3,27,1,3,Low,Yes,No,"Playground, Gym",North,Builder,Ready_to_Move
40093,Uttar Pradesh,Lucknow,Locality_362,Villa,3,2685,488.89,0.18,2017,Semi-furnished,22,30,8,1,9,High,Yes,Yes,"Garden, Gym, Pool, Playground, Clubhouse",South,Builder,Under_Construction
40094,Karnataka,Mysore,Locality_192,Independent House,3,2053,119.83,0.06,1996,Semi-furnished,25,22,29,6,5,Medium,No,No,Gym,East,Builder,Ready_to_Move
40095,Haryana,Gurgaon,Locality_303,Villa,4,1141,28.13,0.02,2009,Furnished,24,21,16,5,9,High,No,Yes,"Garden, Playground, Pool, Clubhouse",South,Broker,Under_Construction
40096,Uttarakhand,Dehradun,Locality_358,Apartment,5,753,478.58,0.64,2002,Unfurnished,25,8,23,10,8,Low,No,No,"Garden, Pool, Clubhouse",West,Broker,Under_Construction
40097,Delhi,Dwarka,Locality_251,Independent House,2,3245,125.38,0.04,2021,Unfurnished,3,10,4,8,9,Low,Yes,Yes,"Playground, Pool, Gym, Clubhouse",South,Broker,Ready_to_Move
40098,Madhya Pradesh,Indore,Locality_78,Villa,5,2497,79.3,0.03,2022,Furnished,20,3,3,5,3,Medium,No,Yes,"Garden, Pool",East,Broker,Ready_to_Move
40099,Kerala,Kochi,Locality_359,Villa,4,3001,276.43,0.09,2009,Furnished,10,3,16,1,2,High,No,No,"Playground, Pool, Clubhouse",South,Owner,Under_Construction
40100,Tamil Nadu,Coimbatore,Locality_114,Villa,1,1769,188.51,0.11,1993,Furnished,0,27,32,7,5,Medium,No,No,"Gym, Playground",East,Broker,Ready_to_Move
40101,Jharkhand,Ranchi,Locality_359,Independent House,1,516,304.52,0.59,1991,Semi-furnished,19,11,34,3,5,Low,Yes,Yes,"Clubhouse, Gym, Pool",South,Builder,Ready_to_Move
40102,Telangana,Hyderabad,Locality_149,Independent House,4,563,176.67,0.31,2001,Unfurnished,22,26,24,1,3,Low,Yes,No,Pool,North,Owner,Under_Construction
40103,Uttar Pradesh,Lucknow,Locality_111,Apartment,1,4713,127.19,0.03,2018,Unfurnished,23,19,7,1,4,Medium,No,Yes,"Pool, Clubhouse, Playground",West,Builder,Under_Construction
40104,Madhya Pradesh,Indore,Locality_299,Independent House,4,4286,232.96,0.05,2023,Unfurnished,0,15,2,7,3,High,Yes,No,"Clubhouse, Gym, Pool",East,Broker,Under_Construction
40105,Tamil Nadu,Coimbatore,Locality_19,Apartment,1,2864,351.25,0.12,2016,Semi-furnished,24,30,9,2,6,Low,No,Yes,"Garden, Pool, Gym, Clubhouse",East,Owner,Ready_to_Move
40106,Tamil Nadu,Coimbatore,Locality_231,Apartment,5,3610,151.85,0.04,2003,Furnished,27,26,22,3,5,Medium,Yes,Yes,"Gym, Clubhouse, Garden, Pool",North,Broker,Under_Construction
40107,Maharashtra,Nagpur,Locality_367,Villa,4,2069,111.87,0.05,2019,Furnished,28,4,6,5,1,Low,No,Yes,Gym,North,Broker,Under_Construction
40108,Uttarakhand,Dehradun,Locality_183,Independent House,3,1228,115.29,0.09,1990,Unfurnished,22,6,35,2,9,Medium,Yes,No,Gym,North,Builder,Ready_to_Move
40109,Telangana,Warangal,Locality_345,Apartment,5,1133,60.36,0.05,2010,Unfurnished,23,29,15,10,7,Medium,No,No,"Pool, Playground, Garden, Gym, Clubhouse",East,Owner,Under_Construction
40110,Odisha,Cuttack,Locality_385,Apartment,5,1402,153.74,0.11,2005,Unfurnished,11,28,20,2,8,Medium,No,No,Clubhouse,North,Builder,Ready_to_Move
40111,Kerala,Trivandrum,Locality_94,Independent House,3,2098,348.64,0.17,1995,Unfurnished,25,5,30,3,2,Medium,No,No,"Garden, Playground, Pool, Clubhouse, Gym",East,Broker,Ready_to_Move
40112,Haryana,Faridabad,Locality_267,Apartment,5,4811,148.95,0.03,2015,Furnished,10,21,10,1,1,Low,No,No,"Garden, Clubhouse, Pool, Playground",West,Builder,Under_Construction
40113,Tamil Nadu,Coimbatore,Locality_198,Villa,2,4801,27.5,0.01,2013,Furnished,2,12,12,7,6,Low,No,No,"Gym, Pool, Garden",South,Owner,Ready_to_Move
40114,Rajasthan,Jaipur,Locality_310,Independent House,4,3704,63.69,0.02,2019,Unfurnished,10,12,6,9,7,Medium,Yes,Yes,"Pool, Playground, Clubhouse, Garden",West,Owner,Under_Construction
40115,Telangana,Hyderabad,Locality_459,Villa,2,1140,410.76,0.36,2002,Semi-furnished,1,5,23,2,7,Low,No,Yes,Garden,West,Builder,Under_Construction
40116,Rajasthan,Jodhpur,Locality_90,Independent House,4,4845,235.31,0.05,2014,Semi-furnished,12,6,11,6,5,High,Yes,No,"Pool, Playground, Gym, Clubhouse",East,Builder,Ready_to_Move
40117,Andhra Pradesh,Vijayawada,Locality_338,Villa,3,1940,153.53,0.08,2021,Furnished,9,26,4,3,7,Medium,No,Yes,"Pool, Gym, Clubhouse, Playground",East,Owner,Under_Construction
40118,Madhya Pradesh,Bhopal,Locality_166,Independent House,2,4852,209.88,0.04,2019,Unfurnished,13,17,6,8,4,Low,Yes,No,"Pool, Clubhouse, Gym",East,Builder,Under_Construction
40119,Uttarakhand,Dehradun,Locality_461,Villa,2,3406,381.23,0.11,1992,Furnished,30,1,33,8,2,High,No,Yes,"Pool, Clubhouse, Playground, Garden, Gym",West,Broker,Under_Construction
40120,Maharashtra,Nagpur,Locality_14,Apartment,1,1539,11.21,0.01,1995,Semi-furnished,30,16,30,1,10,Low,No,No,"Playground, Gym, Garden, Pool",North,Owner,Ready_to_Move
40121,Haryana,Gurgaon,Locality_39,Apartment,2,2683,130.89,0.05,2001,Unfurnished,14,15,24,10,4,High,Yes,Yes,"Pool, Clubhouse, Garden, Playground, Gym",East,Broker,Ready_to_Move
40122,Maharashtra,Pune,Locality_387,Villa,1,717,385.98,0.54,2000,Semi-furnished,17,30,25,1,1,Low,No,Yes,"Clubhouse, Pool, Gym, Playground, Garden",North,Broker,Under_Construction
40123,Punjab,Amritsar,Locality_213,Apartment,2,4955,252.83,0.05,1990,Furnished,18,25,35,5,8,High,Yes,Yes,Clubhouse,East,Broker,Ready_to_Move
40124,Delhi,New Delhi,Locality_185,Villa,4,1271,147.17,0.12,2018,Furnished,0,28,7,3,4,Medium,No,Yes,"Gym, Clubhouse",East,Broker,Ready_to_Move
40125,Odisha,Cuttack,Locality_70,Independent House,4,3550,434.82,0.12,2015,Furnished,15,25,10,10,4,Medium,No,No,"Garden, Gym",West,Broker,Under_Construction
40126,Rajasthan,Jodhpur,Locality_359,Independent House,5,4004,338.5,0.08,2005,Semi-furnished,4,9,20,8,10,High,Yes,No,"Garden, Gym, Clubhouse, Pool, Playground",East,Owner,Ready_to_Move
40127,Odisha,Cuttack,Locality_380,Villa,5,2782,364.5,0.13,1994,Furnished,20,21,31,7,10,Medium,No,No,"Clubhouse, Playground, Pool, Garden, Gym",South,Broker,Ready_to_Move
40128,West Bengal,Kolkata,Locality_191,Independent House,5,950,45.26,0.05,2019,Unfurnished,2,30,6,2,8,Low,Yes,Yes,"Clubhouse, Garden, Gym, Pool, Playground",North,Broker,Under_Construction
40129,West Bengal,Durgapur,Locality_210,Villa,2,2439,77.19,0.03,2012,Semi-furnished,21,11,13,2,7,Low,No,No,Gym,North,Builder,Under_Construction
40130,Rajasthan,Jaipur,Locality_128,Villa,2,4703,330.84,0.07,2022,Unfurnished,8,12,3,9,4,Low,Yes,No,"Clubhouse, Gym, Garden, Playground, Pool",East,Builder,Under_Construction
40131,Punjab,Ludhiana,Locality_192,Apartment,3,2298,97.72,0.04,1995,Furnished,7,4,30,7,8,Low,No,No,"Clubhouse, Pool, Gym, Playground, Garden",North,Broker,Ready_to_Move
40132,West Bengal,Durgapur,Locality_347,Independent House,5,1540,239.82,0.16,2006,Unfurnished,9,21,19,3,1,Low,No,No,"Gym, Pool",West,Owner,Under_Construction
40133,Telangana,Warangal,Locality_405,Apartment,5,1589,93.61,0.06,2020,Semi-furnished,6,13,5,9,5,Low,No,Yes,"Playground, Clubhouse, Garden",East,Broker,Ready_to_Move
40134,Odisha,Bhubaneswar,Locality_497,Apartment,5,4580,316.56,0.07,2015,Furnished,24,30,10,4,2,High,Yes,Yes,"Garden, Clubhouse, Pool",North,Builder,Under_Construction
40135,Assam,Guwahati,Locality_30,Independent House,4,4857,485.64,0.1,2022,Furnished,2,22,3,2,7,Low,No,No,"Garden, Pool, Playground",South,Owner,Under_Construction
40136,Bihar,Gaya,Locality_197,Apartment,5,2032,458.95,0.23,1993,Unfurnished,23,14,32,2,5,Low,No,No,"Clubhouse, Gym",North,Broker,Under_Construction
40137,Karnataka,Mysore,Locality_335,Independent House,5,2884,87.46,0.03,1990,Unfurnished,7,29,35,10,2,Low,Yes,No,"Clubhouse, Pool, Garden",East,Broker,Under_Construction
40138,Uttar Pradesh,Lucknow,Locality_400,Villa,3,4777,174.19,0.04,2019,Unfurnished,26,21,6,9,3,Medium,No,Yes,"Playground, Pool, Clubhouse",South,Builder,Ready_to_Move
40139,Gujarat,Surat,Locality_62,Villa,5,692,167.96,0.24,1996,Semi-furnished,14,14,29,10,9,High,Yes,No,"Playground, Clubhouse, Garden, Gym, Pool",South,Broker,Ready_to_Move
40140,Uttar Pradesh,Noida,Locality_361,Villa,1,658,468.3,0.71,2003,Furnished,19,29,22,1,3,Medium,No,No,"Playground, Garden, Clubhouse, Pool",East,Builder,Ready_to_Move
40141,Chhattisgarh,Raipur,Locality_92,Independent House,5,2103,14.62,0.01,2017,Unfurnished,12,9,8,7,9,Medium,Yes,Yes,"Playground, Pool",West,Builder,Ready_to_Move
40142,Tamil Nadu,Coimbatore,Locality_403,Independent House,5,1923,144.5,0.08,1998,Unfurnished,23,3,27,1,1,Medium,Yes,No,"Gym, Garden, Playground",West,Broker,Under_Construction
