ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
160078,West Bengal,Durgapur,Locality_26,Villa,5,4094,126.07,0.03,1999,Furnished,27,27,26,10,10,Medium,No,Yes,"Clubhouse, Playground, Gym, Pool",East,Broker,Under_Construction
160079,Telangana,Hyderabad,Locality_195,Independent House,4,1053,138.0,0.13,2015,Furnished,16,18,10,8,6,Low,No,No,"Playground, Gym, Garden",South,Builder,Under_Construction
160080,Bihar,Patna,Locality_128,Independent House,4,4627,120.47,0.03,2019,Furnished,2,25,6,1,3,Medium,Yes,No,"Garden, Gym, Clubhouse, Pool",West,Broker,Under_Construction
160081,Chhattisgarh,Bilaspur,Locality_218,Independent House,5,933,450.72,0.48,2014,Unfurnished,0,1,11,6,8,High,Yes,Yes,"Pool, Gym, Garden, Playground",West,Builder,Ready_to_Move
160082,Assam,Silchar,Locality_47,Independent House,5,4643,311.94,0.07,2007,Semi-furnished,14,30,18,2,3,Low,Yes,No,"Clubhouse, Playground, Gym, Garden, Pool",South,Owner,Ready_to_Move
160083,Delhi,New Delhi,Locality_91,Independent House,4,2136,236.24,0.11,1993,Furnished,15,29,32,2,8,High,Yes,Yes,"Playground, Garden, Gym",West,Owner,Under_Construction
160084,Andhra Pradesh,Vijayawada,Locality_424,Villa,1,4673,361.74,0.08,2001,Furnished,13,14,24,5,6,High,No,Yes,"Garden, Clubhouse, Pool, Gym",South,Builder,Ready_to_Move
160085,Madhya Pradesh,Bhopal,Locality_70,Apartment,4,3734,19.52,0.01,1990,Semi-furnished,18,19,35,3,8,High,Yes,No,"Clubhouse, Gym",West,Builder,Ready_to_Move
160086,Gujarat,Ahmedabad,Locality_312,Independent House,2,2837,407.62,0.14,1990,Semi-furnished,18,24,35,6,4,Low,No,Yes,"Gym, Playground, Garden",South,Owner,Ready_to_Move
160087,Kerala,Kochi,Locality_331,Villa,5,4932,12.02,0.0,1993,Furnished,1,7,32,2,6,Low,Yes,Yes,"Garden, Playground, Gym",North,Broker,Ready_to_Move
160088,Bihar,Patna,Locality_457,Independent House,4,1571,43.86,0.03,2017,Semi-furnished,14,8,8,1,4,Low,No,Yes,"Gym, Garden, Clubhouse, Pool",North,Builder,Ready_to_Move
160089,Uttar Pradesh,Noida,Locality_421,Apartment,1,3745,138.86,0.04,2021,Unfurnished,8,16,4,4,3,Low,No,Yes,"Garden, Gym, Clubhouse, Playground",South,Broker,Ready_to_Move
160090,Madhya Pradesh,Indore,Locality_490,Apartment,5,2284,342.08,0.15,1991,Furnished,30,10,34,8,1,Medium,No,No,"Gym, Garden, Clubhouse, Playground",East,Broker,Ready_to_Move
160091,Assam,Guwahati,Locality_184,Villa,2,4006,99.99,0.02,1996,Unfurnished,28,25,29,5,7,Medium,No,No,Pool,South,Broker,Under_Construction
160092,Uttar Pradesh,Noida,Locality_450,Villa,2,4991,195.0,0.04,1999,Semi-furnished,20,18,26,5,8,Low,No,No,"Gym, Playground",West,Owner,Under_Construction
160093,Rajasthan,Jodhpur,Locality_34,Villa,4,1263,65.57,0.05,1999,Unfurnished,24,18,26,7,2,Low,Yes,No,"Clubhouse, Pool, Gym, Playground",West,Owner,Ready_to_Move
160094,West Bengal,Kolkata,Locality_11,Independent House,3,3917,247.8,0.06,2020,Semi-furnished,3,1,5,3,8,Medium,Yes,Yes,Garden,East,Broker,Ready_to_Move
160095,Bihar,Patna,Locality_367,Apartment,4,4924,273.15,0.06,2010,Furnished,6,2,15,3,3,Low,No,No,"Garden, Playground, Pool, Clubhouse",North,Broker,Ready_to_Move
160096,Punjab,Ludhiana,Locality_67,Apartment,2,714,51.61,0.07,2016,Semi-furnished,18,23,9,9,5,Medium,Yes,No,"Pool, Garden, Clubhouse, Playground",South,Builder,Under_Construction
160097,Kerala,Kochi,Locality_442,Independent House,5,1367,68.03,0.05,2017,Furnished,30,25,8,1,5,Medium,No,No,"Playground, Pool, Garden, Clubhouse, Gym",West,Owner,Ready_to_Move
160098,Assam,Guwahati,Locality_458,Independent House,4,4339,105.51,0.02,1995,Unfurnished,1,17,30,1,4,Medium,Yes,No,"Garden, Playground, Gym, Pool",West,Owner,Under_Construction
160099,Bihar,Patna,Locality_425,Villa,1,4847,84.53,0.02,2023,Semi-furnished,24,29,2,10,5,High,Yes,Yes,"Garden, Clubhouse, Pool",South,Broker,Under_Construction
160100,Odisha,Cuttack,Locality_45,Villa,4,514,188.73,0.37,2018,Unfurnished,13,10,7,3,9,High,Yes,No,Garden,South,Builder,Ready_to_Move
160101,Tamil Nadu,Chennai,Locality_173,Independent House,5,1054,396.64,0.38,2015,Semi-furnished,3,22,10,5,2,High,No,No,Gym,East,Broker,Under_Construction
160102,Karnataka,Bangalore,Locality_85,Apartment,3,1054,329.36,0.31,2006,Furnished,20,23,19,6,1,Low,Yes,Yes,Garden,East,Owner,Ready_to_Move
160103,West Bengal,Kolkata,Locality_111,Villa,2,4068,431.32,0.11,1995,Semi-furnished,15,9,30,2,10,High,No,No,"Garden, Clubhouse",North,Broker,Under_Construction
160104,West Bengal,Kolkata,Locality_462,Villa,3,4375,338.73,0.08,2014,Semi-furnished,2,8,11,7,3,High,Yes,No,"Playground, Clubhouse, Garden, Pool",South,Owner,Under_Construction
160105,Assam,Guwahati,Locality_74,Independent House,2,3353,185.87,0.06,2013,Furnished,2,18,12,9,7,Low,Yes,No,"Pool, Clubhouse, Gym, Playground, Garden",West,Owner,Under_Construction
160106,Delhi,Dwarka,Locality_362,Independent House,4,1361,216.11,0.16,1995,Furnished,7,1,30,2,5,Medium,No,Yes,"Garden, Playground, Gym, Clubhouse",East,Builder,Ready_to_Move
160107,Assam,Silchar,Locality_23,Apartment,1,2729,237.8,0.09,1998,Furnished,19,17,27,5,8,High,Yes,Yes,"Gym, Pool, Garden, Clubhouse, Playground",South,Builder,Ready_to_Move
160108,Uttar Pradesh,Lucknow,Locality_43,Villa,1,3220,366.68,0.11,1998,Furnished,11,13,27,9,10,High,No,No,"Clubhouse, Gym, Pool",West,Builder,Under_Construction
160109,Kerala,Trivandrum,Locality_325,Villa,2,3518,82.4,0.02,2015,Semi-furnished,24,19,10,6,10,Medium,No,No,"Clubhouse, Gym",North,Broker,Under_Construction
160110,Gujarat,Surat,Locality_74,Apartment,4,1078,118.01,0.11,2005,Furnished,16,11,20,8,10,High,Yes,No,"Gym, Pool, Garden, Clubhouse",East,Broker,Under_Construction
160111,Tamil Nadu,Chennai,Locality_354,Apartment,4,2049,447.44,0.22,2012,Furnished,30,16,13,7,10,Low,Yes,Yes,"Playground, Gym, Garden",West,Owner,Ready_to_Move
160112,Rajasthan,Jodhpur,Locality_432,Villa,1,565,305.35,0.54,1993,Semi-furnished,14,20,32,4,1,Medium,No,No,"Garden, Playground, Clubhouse, Gym, Pool",North,Builder,Under_Construction
160113,Uttar Pradesh,Noida,Locality_311,Villa,3,1681,119.92,0.07,1990,Unfurnished,25,28,35,3,2,Medium,No,Yes,"Playground, Garden, Pool",South,Builder,Ready_to_Move
160114,Rajasthan,Jaipur,Locality_101,Independent House,2,1052,141.24,0.13,2017,Semi-furnished,16,15,8,7,2,Low,Yes,Yes,"Pool, Clubhouse, Playground",South,Broker,Ready_to_Move
160115,Odisha,Cuttack,Locality_172,Independent House,5,4659,263.49,0.06,2018,Semi-furnished,14,24,7,7,8,Medium,Yes,No,"Pool, Clubhouse",East,Builder,Under_Construction
160116,Haryana,Faridabad,Locality_188,Villa,3,1698,239.55,0.14,2002,Semi-furnished,12,11,23,2,2,Low,No,Yes,"Gym, Pool, Clubhouse, Garden",South,Owner,Ready_to_Move
160117,Tamil Nadu,Chennai,Locality_337,Independent House,5,759,368.93,0.49,1991,Furnished,25,12,34,7,7,Low,No,No,"Gym, Clubhouse, Playground",North,Builder,Under_Construction
160118,Chhattisgarh,Bilaspur,Locality_222,Independent House,1,1734,414.95,0.24,2002,Unfurnished,8,16,23,2,2,High,Yes,Yes,"Garden, Playground",East,Broker,Under_Construction
160119,Bihar,Patna,Locality_244,Villa,2,1017,219.38,0.22,2010,Furnished,11,18,15,1,1,High,No,No,"Playground, Clubhouse, Gym",South,Broker,Ready_to_Move
160120,Jharkhand,Jamshedpur,Locality_95,Villa,5,3607,439.68,0.12,1990,Unfurnished,10,15,35,5,4,Low,No,Yes,"Pool, Gym",South,Builder,Under_Construction
160121,Rajasthan,Jaipur,Locality_180,Villa,5,3841,376.68,0.1,2012,Semi-furnished,16,10,13,2,8,Medium,No,No,"Clubhouse, Pool, Garden, Gym, Playground",East,Broker,Ready_to_Move
160122,Gujarat,Ahmedabad,Locality_229,Villa,2,4802,76.15,0.02,2003,Semi-furnished,8,6,22,6,2,Medium,Yes,Yes,"Playground, Clubhouse, Pool, Garden, Gym",South,Owner,Ready_to_Move
160123,Rajasthan,Jodhpur,Locality_105,Independent House,4,1675,206.92,0.12,1996,Semi-furnished,9,18,29,4,4,Medium,Yes,Yes,"Gym, Pool, Garden, Playground, Clubhouse",East,Broker,Under_Construction
160124,Maharashtra,Pune,Locality_115,Apartment,1,1107,283.39,0.26,2000,Semi-furnished,11,24,25,6,1,Low,Yes,Yes,"Garden, Pool, Gym",North,Owner,Under_Construction
160125,Odisha,Cuttack,Locality_284,Apartment,4,2102,381.75,0.18,2007,Furnished,0,8,18,3,8,High,No,No,"Pool, Gym, Clubhouse",South,Builder,Under_Construction
160126,West Bengal,Kolkata,Locality_380,Independent House,3,658,238.54,0.36,1991,Furnished,20,23,34,3,9,Medium,Yes,No,"Clubhouse, Gym",South,Broker,Ready_to_Move
160127,Karnataka,Mysore,Locality_141,Apartment,4,3272,248.94,0.08,2007,Unfurnished,5,10,18,2,10,Low,No,Yes,Gym,West,Builder,Ready_to_Move
160128,Gujarat,Surat,Locality_462,Villa,3,1857,346.67,0.19,2007,Unfurnished,17,7,18,7,7,Low,Yes,No,"Gym, Garden",West,Builder,Ready_to_Move
160129,Tamil Nadu,Coimbatore,Locality_126,Villa,5,3588,76.87,0.02,1994,Semi-furnished,16,22,31,2,3,High,No,No,"Gym, Pool, Garden, Playground, Clubhouse",South,Broker,Ready_to_Move
160130,Assam,Silchar,Locality_107,Villa,2,989,218.23,0.22,1998,Semi-furnished,10,29,27,4,7,Low,Yes,Yes,"Clubhouse, Gym",South,Builder,Ready_to_Move
160131,Delhi,New Delhi,Locality_409,Apartment,2,639,380.85,0.6,1998,Unfurnished,29,20,27,6,5,Low,No,Yes,"Playground, Gym, Clubhouse, Pool, Garden",South,Broker,Ready_to_Move
160132,Maharashtra,Nagpur,Locality_85,Apartment,3,1282,303.63,0.24,2023,Furnished,6,20,2,6,6,High,No,Yes,"Clubhouse, Playground, Gym",North,Builder,Ready_to_Move
160133,Bihar,Patna,Locality_393,Apartment,1,4012,25.54,0.01,2011,Unfurnished,11,25,14,8,9,Low,Yes,No,"Pool, Gym, Playground, Clubhouse, Garden",South,Builder,Ready_to_Move
160134,Tamil Nadu,Coimbatore,Locality_310,Apartment,5,4003,364.29,0.09,2009,Semi-furnished,11,26,16,4,9,High,No,Yes,"Garden, Gym, Playground, Pool",South,Owner,Ready_to_Move
160135,Assam,Guwahati,Locality_481,Independent House,4,3613,341.4,0.09,2003,Furnished,0,3,22,8,6,High,Yes,Yes,"Clubhouse, Playground, Gym, Garden",West,Builder,Under_Construction
160136,Jharkhand,Jamshedpur,Locality_262,Villa,5,4054,149.62,0.04,2021,Unfurnished,3,17,4,10,3,Medium,Yes,No,"Clubhouse, Playground, Gym, Garden",South,Owner,Ready_to_Move
160137,Assam,Silchar,Locality_275,Villa,4,3719,397.48,0.11,2006,Furnished,12,5,19,6,8,Medium,Yes,Yes,"Pool, Gym",East,Builder,Under_Construction
160138,Punjab,Ludhiana,Locality_234,Villa,4,3954,265.78,0.07,2004,Semi-furnished,23,6,21,4,9,Low,Yes,Yes,"Pool, Gym, Garden",East,Owner,Under_Construction
160139,Gujarat,Ahmedabad,Locality_163,Apartment,5,2196,253.1,0.12,2005,Furnished,25,21,20,6,2,Low,No,Yes,"Garden, Playground, Pool, Gym",East,Builder,Under_Construction
160140,Kerala,Trivandrum,Locality_271,Independent House,4,3894,98.52,0.03,2013,Semi-furnished,21,15,12,8,5,High,No,No,"Gym, Playground, Garden",South,Builder,Ready_to_Move
160141,Uttarakhand,Dehradun,Locality_297,Villa,3,1841,484.23,0.26,2023,Unfurnished,0,28,2,7,4,High,Yes,Yes,"Garden, Gym, Clubhouse",South,Broker,Ready_to_Move
