ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
120038,Gujarat,Ahmedabad,Locality_87,Villa,1,3454,432.49,0.13,2002,Unfurnished,24,23,23,2,4,Medium,Yes,No,"Pool, Clubhouse, Garden",West,Builder,Under_Construction
120039,Chhattisgarh,Raipur,Locality_207,Apartment,4,2996,176.51,0.06,2003,Furnished,0,13,22,8,2,Medium,No,No,"Clubhouse, Gym, Pool, Garden, Playground",West,Builder,Under_Construction
120040,Odisha,Bhubaneswar,Locality_17,Villa,5,1041,375.38,0.36,2008,Unfurnished,16,21,17,2,10,High,No,No,Clubhouse,South,Builder,Under_Construction
120041,West Bengal,Durgapur,Locality_208,Independent House,3,4627,12.21,0.0,2021,Unfurnished,5,8,4,10,5,High,No,Yes,Playground,West,Broker,Ready_to_Move
120042,Uttarakhand,Haridwar,Locality_382,Villa,4,2685,461.92,0.17,2022,Semi-furnished,6,17,3,3,9,Medium,No,No,"Pool, Clubhouse, Playground",East,Builder,Under_Construction
120043,Delhi,New Delhi,Locality_397,Independent House,5,4836,418.18,0.09,2000,Furnished,25,16,25,4,10,Low,Yes,Yes,Clubhouse,East,Broker,Ready_to_Move
120044,Rajasthan,Jaipur,Locality_278,Apartment,1,2741,105.48,0.04,2019,Semi-furnished,7,10,6,2,5,Low,No,No,"Clubhouse, Pool, Gym",East,Builder,Under_Construction
120045,Tamil Nadu,Coimbatore,Locality_480,Independent House,5,2240,198.83,0.09,2003,Furnished,7,28,22,6,3,High,No,No,"Gym, Playground, Pool, Garden",North,Builder,Ready_to_Move
120046,Karnataka,Bangalore,Locality_404,Independent House,1,922,401.04,0.43,2005,Furnished,0,15,20,2,1,Medium,Yes,Yes,"Playground, Clubhouse",North,Broker,Under_Construction
120047,Rajasthan,Jaipur,Locality_99,Apartment,5,1420,205.97,0.15,1991,Furnished,4,23,34,3,5,Low,No,No,Pool,West,Broker,Ready_to_Move
120048,Delhi,Dwarka,Locality_114,Villa,4,3244,285.08,0.09,2010,Semi-furnished,19,16,15,4,9,High,Yes,No,"Clubhouse, Pool, Garden, Gym, Playground",West,Broker,Under_Construction
120049,Andhra Pradesh,Vishakhapatnam,Locality_407,Independent House,4,3828,313.0,0.08,1993,Semi-furnished,21,15,32,3,6,High,No,Yes,Gym,West,Owner,Under_Construction
120050,Uttar Pradesh,Noida,Locality_347,Apartment,2,2894,107.7,0.04,2016,Furnished,0,30,9,9,2,Low,No,No,"Gym, Playground",East,Builder,Under_Construction
120051,Maharashtra,Pune,Locality_311,Independent House,5,2918,132.2,0.05,2010,Semi-furnished,2,15,15,4,8,High,Yes,Yes,"Playground, Garden, Pool, Clubhouse, Gym",South,Builder,Under_Construction
120052,Uttarakhand,Dehradun,Locality_388,Independent House,5,794,365.63,0.46,2007,Furnished,11,9,18,9,1,High,No,No,Pool,South,Owner,Under_Construction
120053,Chhattisgarh,Bilaspur,Locality_4,Independent House,5,2950,18.76,0.01,2022,Unfurnished,4,20,3,8,6,Medium,No,Yes,"Playground, Gym, Clubhouse",West,Broker,Ready_to_Move
120054,Kerala,Kochi,Locality_316,Villa,3,3838,443.63,0.12,2016,Semi-furnished,29,20,9,2,6,Medium,No,Yes,"Garden, Gym, Pool, Playground",South,Owner,Ready_to_Move
120055,Karnataka,Mangalore,Locality_353,Villa,5,3461,79.0,0.02,2007,Unfurnished,19,29,18,5,3,Low,No,No,"Gym, Garden, Playground, Pool",North,Broker,Under_Construction
120056,Assam,Silchar,Locality_393,Villa,3,3141,173.97,0.06,2017,Unfurnished,16,2,8,10,8,Low,No,Yes,"Playground, Clubhouse, Gym",North,Builder,Under_Construction
120057,Telangana,Warangal,Locality_442,Villa,4,4314,129.46,0.03,2004,Semi-furnished,15,21,21,3,9,Low,Yes,Yes,"Playground, Gym",West,Owner,Under_Construction
120058,Uttar Pradesh,Noida,Locality_17,Villa,2,3720,459.47,0.12,2010,Semi-furnished,19,18,15,9,1,High,Yes,Yes,"Pool, Clubhouse, Gym, Playground",South,Builder,Ready_to_Move
120059,Karnataka,Mangalore,Locality_243,Apartment,4,2952,289.27,0.1,1996,Unfurnished,4,26,29,2,8,Low,No,Yes,Garden,South,Owner,Ready_to_Move
120060,Uttarakhand,Haridwar,Locality_488,Apartment,2,3574,447.55,0.13,1998,Semi-furnished,22,16,27,7,7,High,No,No,"Pool, Clubhouse, Playground, Garden, Gym",East,Broker,Under_Construction
120061,Rajasthan,Jodhpur,Locality_281,Villa,4,1513,34.17,0.02,2018,Unfurnished,1,21,7,1,1,Low,No,Yes,"Playground, Clubhouse, Gym, Garden",South,Owner,Ready_to_Move
120062,Andhra Pradesh,Vishakhapatnam,Locality_22,Apartment,5,529,469.67,0.89,2007,Furnished,30,16,18,3,1,High,No,Yes,"Clubhouse, Gym, Pool, Garden, Playground",North,Builder,Under_Construction
120063,Kerala,Kochi,Locality_29,Villa,4,4902,357.58,0.07,1990,Semi-furnished,6,13,35,4,4,Low,No,No,"Clubhouse, Garden, Gym, Playground, Pool",North,Broker,Ready_to_Move
120064,Haryana,Faridabad,Locality_255,Apartment,5,1302,183.66,0.14,2001,Unfurnished,20,11,24,5,10,Medium,Yes,No,Gym,North,Broker,Under_Construction
120065,Chhattisgarh,Raipur,Locality_54,Apartment,2,891,402.61,0.45,1998,Semi-furnished,17,6,27,10,6,High,No,Yes,Gym,North,Builder,Ready_to_Move
120066,Chhattisgarh,Raipur,Locality_343,Independent House,2,1084,131.24,0.12,1997,Furnished,24,30,28,2,2,High,No,Yes,"Gym, Playground, Garden, Clubhouse",North,Builder,Ready_to_Move
120067,Haryana,Faridabad,Locality_200,Apartment,3,2347,393.89,0.17,2004,Semi-furnished,20,21,21,8,1,High,No,Yes,Playground,North,Broker,Under_Construction
120068,Telangana,Hyderabad,Locality_146,Apartment,1,2743,87.72,0.03,1998,Furnished,26,14,27,3,8,Medium,Yes,Yes,"Pool, Playground, Gym",South,Owner,Under_Construction
120069,Jharkhand,Ranchi,Locality_109,Villa,2,1369,265.33,0.19,1992,Unfurnished,23,18,33,10,5,High,Yes,Yes,Playground,East,Owner,Ready_to_Move
120070,Uttar Pradesh,Noida,Locality_246,Villa,1,4923,18.29,0.0,2019,Furnished,5,1,6,8,2,Medium,Yes,No,"Pool, Gym, Clubhouse",South,Owner,Ready_to_Move
120071,Punjab,Ludhiana,Locality_319,Apartment,1,4541,157.32,0.03,2006,Furnished,1,28,19,8,2,Low,No,Yes,"Playground, Pool, Gym, Garden, Clubhouse",North,Broker,Under_Construction
120072,Punjab,Ludhiana,Locality_284,Apartment,1,4929,111.07,0.02,2014,Semi-furnished,19,17,11,9,3,High,Yes,Yes,"Gym, Clubhouse, Garden, Pool",West,Broker,Under_Construction
120073,Karnataka,Mangalore,Locality_267,Independent House,1,1287,478.69,0.37,2014,Unfurnished,0,4,11,5,10,High,Yes,No,Clubhouse,South,Builder,Under_Construction
120074,Bihar,Patna,Locality_245,Independent House,1,3193,308.71,0.1,2013,Semi-furnished,1,14,12,10,6,Low,No,Yes,"Playground, Gym, Garden",South,Owner,Ready_to_Move
120075,Assam,Guwahati,Locality_128,Villa,4,4737,429.93,0.09,2001,Semi-furnished,0,27,24,5,8,Low,Yes,Yes,Gym,North,Owner,Ready_to_Move
120076,Chhattisgarh,Bilaspur,Locality_105,Villa,2,1725,151.2,0.09,2013,Furnished,15,17,12,1,3,High,No,No,"Playground, Clubhouse, Gym, Pool, Garden",South,Broker,Ready_to_Move
120077,Haryana,Faridabad,Locality_55,Independent House,4,1348,495.58,0.37,2020,Unfurnished,3,2,5,3,9,High,No,No,"Playground, Pool, Gym, Garden",West,Broker,Ready_to_Move
120078,Chhattisgarh,Bilaspur,Locality_347,Villa,4,1114,147.3,0.13,1995,Furnished,25,23,30,1,2,High,Yes,Yes,"Pool, Garden, Clubhouse, Playground",West,Owner,Ready_to_Move
120079,Telangana,Warangal,Locality_194,Independent House,3,3619,369.19,0.1,1993,Furnished,22,3,32,1,10,High,No,Yes,"Playground, Pool, Clubhouse, Garden",South,Builder,Under_Construction
120080,Tamil Nadu,Chennai,Locality_145,Apartment,1,4725,58.79,0.01,2015,Furnished,5,5,10,3,5,Low,Yes,Yes,"Playground, Clubhouse, Gym",South,Owner,Ready_to_Move
120081,Chhattisgarh,Raipur,Locality_82,Independent House,2,586,419.2,0.72,2007,Furnished,18,29,18,1,9,High,No,No,"Gym, Clubhouse, Garden, Playground, Pool",North,Owner,Ready_to_Move
120082,Uttarakhand,Haridwar,Locality_71,Apartment,5,3817,69.49,0.02,2023,Semi-furnished,28,13,2,7,8,High,No,No,Pool,West,Owner,Under_Construction
120083,Rajasthan,Jodhpur,Locality_450,Apartment,4,548,193.65,0.35,2001,Unfurnished,6,26,24,8,3,High,No,Yes,"Pool, Clubhouse",East,Broker,Under_Construction
120084,Tamil Nadu,Coimbatore,Locality_242,Independent House,4,1616,111.85,0.07,1998,Furnished,5,20,27,9,6,Medium,Yes,Yes,Playground,West,Builder,Ready_to_Move
120085,Jharkhand,Jamshedpur,Locality_21,Independent House,3,1274,65.24,0.05,2015,Furnished,3,15,10,10,1,Medium,No,No,"Gym, Clubhouse",South,Builder,Under_Construction
120086,West Bengal,Durgapur,Locality_352,Villa,1,3820,62.66,0.02,2013,Semi-furnished,27,9,12,2,4,Medium,Yes,Yes,"Pool, Gym, Garden, Clubhouse",South,Owner,Ready_to_Move
120087,Jharkhand,Jamshedpur,Locality_305,Independent House,4,797,378.29,0.47,2017,Furnished,4,4,8,2,9,High,No,Yes,"Garden, Clubhouse",West,Broker,Under_Construction
120088,Uttar Pradesh,Noida,Locality_121,Apartment,3,1788,173.85,0.1,1997,Unfurnished,18,6,28,3,6,Low,Yes,No,Gym,North,Owner,Ready_to_Move
120089,Delhi,New Delhi,Locality_107,Independent House,4,1434,444.57,0.31,1999,Furnished,16,4,26,7,1,Medium,Yes,Yes,"Gym, Pool, Garden, Playground",North,Broker,Ready_to_Move
120090,Jharkhand,Ranchi,Locality_18,Independent House,3,1379,248.53,0.18,2003,Unfurnished,8,12,22,8,3,Medium,Yes,No,"Clubhouse, Garden",West,Builder,Ready_to_Move
120091,Assam,Silchar,Locality_206,Apartment,2,3413,467.6,0.14,2012,Semi-furnished,9,4,13,3,2,Medium,Yes,No,Gym,East,Owner,Ready_to_Move
120092,West Bengal,Kolkata,Locality_76,Apartment,1,2160,229.24,0.11,2004,Semi-furnished,13,1,21,10,9,Low,Yes,Yes,Gym,South,Broker,Under_Construction
120093,Telangana,Hyderabad,Locality_468,Villa,5,1419,166.01,0.12,2004,Furnished,21,14,21,3,6,High,Yes,No,"Clubhouse, Pool, Garden",North,Owner,Ready_to_Move
120094,Uttar Pradesh,Noida,Locality_416,Independent House,4,2307,251.86,0.11,2010,Furnished,3,9,15,4,2,High,Yes,Yes,"Clubhouse, Pool, Garden",East,Broker,Under_Construction
120095,Karnataka,Bangalore,Locality_203,Apartment,3,4356,400.07,0.09,2006,Semi-furnished,17,6,19,2,7,Medium,No,Yes,Garden,South,Owner,Under_Construction
120096,Uttar Pradesh,Lucknow,Locality_235,Apartment,1,1490,186.23,0.12,2008,Semi-furnished,19,8,17,3,4,Low,No,No,"Pool, Playground, Gym, Garden, Clubhouse",East,Broker,Ready_to_Move
120097,Haryana,Gurgaon,Locality_498,Apartment,1,538,418.63,0.78,1994,Furnished,26,25,31,8,3,Medium,No,No,"Garden, Pool, Playground, Clubhouse",North,Broker,Ready_to_Move
120098,Uttarakhand,Dehradun,Locality_85,Villa,2,2170,195.62,0.09,2016,Unfurnished,19,15,9,7,1,Medium,No,No,Pool,West,Owner,Ready_to_Move
120099,Jharkhand,Ranchi,Locality_372,Independent House,4,3382,83.59,0.02,2017,Semi-furnished,24,1,8,4,6,Medium,Yes,No,"Pool, Playground",East,Owner,Ready_to_Move
120100,Punjab,Amritsar,Locality_330,Independent House,1,1668,234.95,0.14,2000,Semi-furnished,2,22,25,4,2,Low,Yes,Yes,"Playground, Gym, Pool, Clubhouse, Garden",West,Broker,Under_Construction
120101,Maharashtra,Mumbai,Locality_177,Independent House,2,1496,479.59,0.32,2004,Semi-furnished,30,13,21,4,5,Medium,Yes,No,"Playground, Clubhouse, Pool",West,Builder,Under_Construction
120102,Tamil Nadu,Chennai,Locality_487,Villa,1,1571,386.24,0.25,2015,Furnished,20,26,10,7,4,Low,No,Yes,Clubhouse,North,Builder,Under_Construction
120103,West Bengal,Kolkata,Locality_159,Villa,5,923,120.15,0.13,2023,Semi-furnished,29,14,2,10,5,High,No,Yes,"Garden, Clubhouse",West,Owner,Under_Construction
120104,Rajasthan,Jaipur,Locality_275,Villa,2,2179,23.65,0.01,1996,Semi-furnished,7,8,29,8,8,High,No,Yes,"Pool, Garden",East,Builder,Under_Construction
120105,Telangana,Hyderabad,Locality_400,Independent House,5,2199,14.14,0.01,2023,Furnished,3,4,2,9,10,High,Yes,Yes,"Playground, Garden, Clubhouse",East,Builder,Under_Construction
120106,Tamil Nadu,Chennai,Locality_244,Villa,5,4496,81.29,0.02,2007,Furnished,29,4,18,5,5,High,Yes,No,"Pool, Garden",North,Owner,Ready_to_Move
120107,Telangana,Hyderabad,Locality_286,Independent House,4,4060,353.07,0.09,2017,Furnished,13,25,8,10,3,Medium,No,No,"Garden, Clubhouse, Playground",North,Builder,Under_Construction
120108,Andhra Pradesh,Vishakhapatnam,Locality_230,Villa,5,2064,248.29,0.12,2016,Furnished,14,29,9,2,2,High,No,No,Clubhouse,North,Broker,Ready_to_Move
120109,Karnataka,Bangalore,Locality_385,Apartment,2,4028,405.7,0.1,2016,Unfurnished,4,25,9,1,1,High,No,Yes,"Gym, Clubhouse, Playground",North,Broker,Under_Construction
120110,Uttar Pradesh,Noida,Locality_61,Villa,3,1341,141.07,0.11,2019,Furnished,11,30,6,10,3,Medium,No,Yes,Gym,West,Broker,Under_Construction
120111,Rajasthan,Jodhpur,Locality_174,Independent House,1,4635,17.64,0.0,2007,Furnished,24,24,18,5,4,Medium,Yes,Yes,"Garden, Clubhouse, Playground, Pool, Gym",West,Broker,Ready_to_Move
120112,Rajasthan,Jodhpur,Locality_93,Villa,1,2988,498.92,0.17,2016,Semi-furnished,13,27,9,4,5,High,Yes,Yes,"Playground, Garden, Gym",South,Builder,Ready_to_Move
120113,Jharkhand,Jamshedpur,Locality_427,Villa,1,2835,24.72,0.01,1996,Furnished,13,12,29,6,6,Medium,Yes,No,Playground,East,Owner,Ready_to_Move
120114,Bihar,Gaya,Locality_38,Apartment,1,3492,160.34,0.05,2013,Semi-furnished,26,30,12,3,10,Medium,Yes,No,"Garden, Gym",North,Broker,Under_Construction
120115,Jharkhand,Ranchi,Locality_332,Villa,1,3276,320.68,0.1,1996,Semi-furnished,27,3,29,2,5,Low,No,No,"Playground, Clubhouse",South,Owner,Under_Construction
120116,Maharashtra,Mumbai,Locality_398,Apartment,3,3735,267.61,0.07,2014,Semi-furnished,22,30,11,3,1,Medium,Yes,No,"Garden, Playground, Clubhouse, Gym",West,Owner,Under_Construction
120117,Haryana,Faridabad,Locality_207,Independent House,2,4185,71.55,0.02,1999,Furnished,17,21,26,7,8,High,No,No,"Gym, Pool, Garden, Playground, Clubhouse",East,Owner,Ready_to_Move
120118,Assam,Guwahati,Locality_488,Villa,5,974,367.62,0.38,2020,Semi-furnished,21,19,5,2,5,High,No,Yes,"Pool, Garden",East,Broker,Under_Construction
120119,Assam,Guwahati,Locality_491,Independent House,1,1629,149.75,0.09,2002,Furnished,20,1,23,1,2,Medium,No,No,"Gym, Garden, Clubhouse, Playground, Pool",West,Broker,Ready_to_Move
120120,Telangana,Warangal,Locality_268,Apartment,5,4624,484.12,0.1,2008,Furnished,8,26,17,5,5,Low,Yes,Yes,"Playground, Garden, Gym",East,Builder,Under_Construction
120121,Delhi,Dwarka,Locality_474,Apartment,5,3916,166.6,0.04,2023,Unfurnished,17,8,2,7,7,High,No,Yes,"Playground, Garden, Gym",East,Builder,Ready_to_Move
120122,Haryana,Faridabad,Locality_484,Apartment,2,4856,344.59,0.07,1997,Unfurnished,9,6,28,3,7,Low,Yes,Yes,"Playground, Clubhouse",East,Broker,Under_Construction
120123,Telangana,Hyderabad,Locality_476,Independent House,5,2861,24.6,0.01,2016,Furnished,3,10,9,7,9,High,No,Yes,"Playground, Gym, Garden",North,Builder,Ready_to_Move
120124,Haryana,Gurgaon,Locality_325,Apartment,3,1102,432.16,0.39,2014,Semi-furnished,17,20,11,10,10,Low,No,Yes,"Clubhouse, Playground, Pool",South,Owner,Under_Construction
120125,Uttar Pradesh,Lucknow,Locality_148,Independent House,2,841,307.15,0.37,2003,Unfurnished,26,27,22,9,3,Low,Yes,No,"Playground, Gym",West,Owner,Ready_to_Move
120126,Tamil Nadu,Chennai,Locality_372,Apartment,2,2388,73.02,0.03,1991,Semi-furnished,12,1,34,9,7,High,No,Yes,Garden,West,Owner,Ready_to_Move
120127,West Bengal,Durgapur,Locality_169,Villa,2,3774,219.02,0.06,1990,Semi-furnished,18,13,35,9,10,Medium,No,No,Gym,West,Owner,Ready_to_Move
120128,Uttar Pradesh,Noida,Locality_272,Villa,3,3795,399.9,0.11,2011,Furnished,21,27,14,4,8,Low,Yes,Yes,"Clubhouse, Garden, Gym, Playground",North,Broker,Ready_to_Move
120129,Kerala,Kochi,Locality_242,Independent House,5,2382,120.38,0.05,2023,Semi-furnished,0,22,2,8,6,Low,Yes,Yes,"Clubhouse, Gym",North,Owner,Ready_to_Move
120130,Delhi,Dwarka,Locality_190,Villa,1,2740,111.43,0.04,2021,Unfurnished,29,30,4,6,2,Low,No,No,"Gym, Clubhouse, Garden, Pool, Playground",West,Builder,Ready_to_Move
120131,Haryana,Gurgaon,Locality_35,Independent House,1,2956,196.17,0.07,1994,Unfurnished,26,22,31,9,8,Medium,No,No,"Playground, Clubhouse",South,Builder,Ready_to_Move
120132,Odisha,Cuttack,Locality_25,Villa,2,1443,437.08,0.3,1995,Unfurnished,8,19,30,4,8,High,Yes,No,"Garden, Clubhouse, Pool, Gym, Playground",East,Broker,Ready_to_Move
120133,Odisha,Bhubaneswar,Locality_80,Villa,2,2020,406.69,0.2,2023,Unfurnished,5,27,2,10,1,High,No,No,"Clubhouse, Garden, Playground",North,Builder,Ready_to_Move
120134,Haryana,Gurgaon,Locality_320,Independent House,5,3455,62.75,0.02,2020,Furnished,2,25,5,1,5,High,No,Yes,Clubhouse,West,Builder,Under_Construction
120135,Maharashtra,Nagpur,Locality_240,Independent House,1,2961,276.42,0.09,2022,Semi-furnished,18,2,3,5,10,High,No,Yes,"Clubhouse, Gym",East,Owner,Under_Construction
120136,Tamil Nadu,Chennai,Locality_51,Independent House,4,2512,330.58,0.13,1997,Furnished,19,18,28,2,5,Low,No,Yes,"Garden, Playground, Clubhouse",West,Builder,Under_Construction
120137,Punjab,Amritsar,Locality_482,Apartment,3,1251,64.87,0.05,2015,Semi-furnished,8,25,10,4,10,Low,No,Yes,"Pool, Clubhouse, Garden, Gym",South,Builder,Ready_to_Move
120138,Punjab,Amritsar,Locality_499,Apartment,2,4402,486.5,0.11,2000,Semi-furnished,23,20,25,7,6,Medium,Yes,Yes,"Pool, Clubhouse, Playground, Gym",South,Broker,Ready_to_Move
120139,Tamil Nadu,Chennai,Locality_226,Independent House,3,1943,199.62,0.1,2009,Unfurnished,27,21,16,6,4,Low,Yes,No,"Playground, Pool, Garden, Clubhouse, Gym",West,Broker,Under_Construction
120140,Telangana,Warangal,Locality_71,Apartment,3,1005,201.76,0.2,2015,Semi-furnished,14,18,10,2,1,Low,No,No,"Garden, Playground, Gym, Clubhouse, Pool",North,Builder,Under_Construction
120141,Jharkhand,Jamshedpur,Locality_397,Apartment,1,3460,100.31,0.03,2000,Unfurnished,23,12,25,1,1,Low,No,Yes,Clubhouse,South,Broker,Under_Construction
120142,Jharkhand,Ranchi,Locality_92,Apartment,5,3131,448.62,0.14,2018,Unfurnished,10,11,7,10,8,High,No,Yes,Playground,West,Broker,Ready_to_Move
