ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
80011,Maharashtra,Nagpur,Locality_400,Independent House,4,4977,310.38,0.06,2013,Furnished,7,16,12,9,8,Low,No,No,"Gym, Pool, Garden, Clubhouse",South,Builder,Under_Construction
80012,Uttar Pradesh,Lucknow,Locality_13,Villa,4,2673,239.32,0.09,2013,Semi-furnished,7,16,12,4,7,High,Yes,No,"Playground, Clubhouse, Pool, Garden",West,Builder,Ready_to_Move
80013,Odisha,Cuttack,Locality_375,Villa,4,2340,272.98,0.12,2009,Furnished,6,16,16,4,2,Low,Yes,Yes,"Playground, Clubhouse",East,Builder,Ready_to_Move
80014,Uttar Pradesh,Noida,Locality_178,Apartment,2,3387,239.37,0.07,1997,Furnished,18,21,28,10,10,Low,No,No,"Gym, Playground, Clubhouse, Garden, Pool",North,Builder,Ready_to_Move
80015,Bihar,Gaya,Locality_474,Villa,2,2240,368.7,0.16,2007,Furnished,20,14,18,1,4,Medium,Yes,No,"Garden, Clubhouse, Playground, Gym, Pool",North,Owner,Ready_to_Move
80016,Jharkhand,Jamshedpur,Locality_3,Villa,1,4725,15.05,0.0,2011,Furnished,21,7,14,1,4,Medium,No,No,Pool,East,Builder,Under_Construction
80017,Andhra Pradesh,Vishakhapatnam,Locality_355,Independent House,4,2185,311.66,0.14,2023,Unfurnished,5,19,2,6,3,Medium,Yes,No,"Pool, Clubhouse, Garden, Gym, Playground",East,Builder,Ready_to_Move
80018,Odisha,Cuttack,Locality_133,Villa,1,1280,247.66,0.19,2008,Furnished,0,7,17,1,10,Low,No,No,"Gym, Playground",North,Owner,Ready_to_Move
80019,West Bengal,Kolkata,Locality_298,Villa,3,3462,360.28,0.1,1999,Unfurnished,1,23,26,1,5,High,No,Yes,Clubhouse,South,Owner,Under_Construction
80020,Chhattisgarh,Raipur,Locality_11,Villa,4,589,494.8,0.84,2005,Semi-furnished,5,29,20,9,6,Medium,Yes,No,"Garden, Playground, Gym",East,Builder,Ready_to_Move
80021,Karnataka,Mysore,Locality_450,Apartment,5,1837,72.62,0.04,2018,Unfurnished,22,28,7,3,3,High,Yes,Yes,"Playground, Clubhouse, Garden",North,Broker,Ready_to_Move
80022,Uttar Pradesh,Noida,Locality_334,Apartment,3,2214,454.76,0.21,1997,Semi-furnished,18,17,28,7,1,Low,No,Yes,"Gym, Playground, Garden, Pool, Clubhouse",South,Broker,Under_Construction
80023,Telangana,Hyderabad,Locality_232,Villa,5,1503,390.16,0.26,1993,Semi-furnished,1,3,32,9,6,Low,No,Yes,"Gym, Clubhouse, Playground, Pool, Garden",South,Builder,Ready_to_Move
80024,Bihar,Gaya,Locality_482,Villa,2,1627,342.6,0.21,1993,Semi-furnished,29,5,32,5,4,Low,No,Yes,"Clubhouse, Gym, Playground, Pool",North,Owner,Ready_to_Move
80025,Tamil Nadu,Chennai,Locality_346,Villa,4,4772,115.29,0.02,1990,Semi-furnished,14,6,35,3,3,High,No,Yes,"Gym, Clubhouse, Playground, Garden",West,Builder,Ready_to_Move
80026,Jharkhand,Ranchi,Locality_245,Apartment,2,1484,454.43,0.31,2017,Unfurnished,29,13,8,3,4,Medium,No,Yes,Gym,South,Owner,Ready_to_Move
80027,Jharkhand,Ranchi,Locality_346,Villa,5,4430,118.45,0.03,1992,Furnished,19,1,33,3,2,High,Yes,Yes,"Playground, Garden, Gym, Pool",West,Broker,Ready_to_Move
80028,Jharkhand,Ranchi,Locality_447,Villa,5,4043,469.98,0.12,2010,Semi-furnished,10,21,15,5,7,High,No,No,"Pool, Garden, Clubhouse, Gym",West,Broker,Ready_to_Move
80029,Punjab,Amritsar,Locality_399,Villa,1,3274,170.87,0.05,2021,Furnished,23,12,4,9,10,Medium,No,No,"Pool, Playground, Clubhouse, Gym",North,Broker,Ready_to_Move
80030,Andhra Pradesh,Vijayawada,Locality_375,Villa,4,2545,381.28,0.15,2004,Furnished,27,7,21,6,9,High,Yes,Yes,Pool,North,Owner,Ready_to_Move
80031,Madhya Pradesh,Indore,Locality_247,Independent House,1,3123,29.65,0.01,1992,Furnished,15,11,33,3,2,Medium,No,No,"Playground, Clubhouse, Garden, Gym, Pool",South,Broker,Under_Construction
80032,Karnataka,Mangalore,Locality_333,Independent House,2,4220,223.34,0.05,1999,Furnished,15,6,26,10,4,High,No,Yes,Garden,West,Owner,Under_Construction
80033,Delhi,Dwarka,Locality_241,Apartment,5,4228,288.66,0.07,2010,Unfurnished,4,22,15,2,9,High,No,Yes,"Gym, Clubhouse, Playground, Pool",North,Owner,Ready_to_Move
80034,Gujarat,Surat,Locality_353,Independent House,3,1476,425.05,0.29,2020,Unfurnished,15,26,5,7,8,High,No,Yes,"Playground, Gym",North,Builder,Ready_to_Move
80035,Uttar Pradesh,Lucknow,Locality_323,Apartment,4,864,461.96,0.53,2003,Unfurnished,0,13,22,4,1,Low,No,Yes,"Gym, Pool, Clubhouse, Playground, Garden",East,Broker,Ready_to_Move
80036,Haryana,Gurgaon,Locality_323,Independent House,3,3116,81.78,0.03,1997,Semi-furnished,7,3,28,7,1,High,No,Yes,"Pool, Clubhouse, Garden, Gym, Playground",West,Builder,Under_Construction
80037,Odisha,Bhubaneswar,Locality_158,Villa,5,3834,54.18,0.01,2006,Unfurnished,19,16,19,8,8,Medium,Yes,No,"Gym, Garden, Clubhouse, Playground, Pool",South,Builder,Ready_to_Move
80038,Assam,Guwahati,Locality_100,Apartment,5,1261,422.21,0.33,2019,Unfurnished,13,6,6,7,10,Low,No,No,"Clubhouse, Playground, Gym",West,Owner,Ready_to_Move
80039,West Bengal,Durgapur,Locality_170,Apartment,4,4118,292.44,0.07,2004,Semi-furnished,6,5,21,2,6,High,No,Yes,"Gym, Clubhouse, Garden",North,Broker,Ready_to_Move
80040,Gujarat,Ahmedabad,Locality_482,Independent House,1,1590,320.8,0.2,2022,Furnished,13,9,3,7,4,Medium,Yes,No,"Clubhouse, Playground, Gym, Garden",West,Owner,Ready_to_Move
80041,Uttar Pradesh,Noida,Locality_438,Villa,5,4760,185.25,0.04,2003,Semi-furnished,15,14,22,6,7,High,No,Yes,"Pool, Garden",West,Owner,Ready_to_Move
80042,Uttarakhand,Dehradun,Locality_273,Apartment,5,4769,423.05,0.09,2009,Furnished,12,21,16,1,10,Low,No,No,"Pool, Gym, Clubhouse, Playground",North,Owner,Under_Construction
80043,Punjab,Amritsar,Locality_382,Villa,3,1056,404.57,0.38,2008,Unfurnished,5,15,17,7,7,Low,No,Yes,"Gym, Pool, Garden, Playground, Clubhouse",North,Broker,Under_Construction
80044,Uttarakhand,Haridwar,Locality_158,Villa,2,4947,166.8,0.03,1999,Furnished,1,5,26,9,7,High,Yes,Yes,"Pool, Garden",South,Broker,Ready_to_Move
80045,Bihar,Gaya,Locality_23,Independent House,3,3193,379.03,0.12,2007,Unfurnished,7,6,18,9,9,High,Yes,Yes,"Gym, Playground, Clubhouse",East,Owner,Ready_to_Move
80046,Karnataka,Bangalore,Locality_118,Villa,4,3406,356.08,0.1,2001,Unfurnished,19,16,24,1,8,Medium,No,Yes,"Playground, Garden, Clubhouse, Pool",North,Broker,Ready_to_Move
80047,Chhattisgarh,Bilaspur,Locality_80,Villa,2,2799,459.33,0.16,1998,Semi-furnished,0,27,27,3,2,Low,No,No,"Gym, Playground, Clubhouse",West,Builder,Ready_to_Move
80048,Rajasthan,Jaipur,Locality_211,Apartment,4,3695,476.15,0.13,2020,Furnished,11,5,5,10,7,High,Yes,Yes,"Clubhouse, Pool, Playground, Garden",East,Broker,Under_Construction
80049,Kerala,Kochi,Locality_452,Villa,1,2090,488.93,0.23,2009,Furnished,9,17,16,3,8,High,No,No,"Clubhouse, Gym",North,Builder,Under_Construction
80050,Karnataka,Mysore,Locality_299,Apartment,5,4438,21.68,0.0,2014,Semi-furnished,11,2,11,1,9,High,No,No,"Gym, Pool",South,Broker,Under_Construction
80051,Telangana,Hyderabad,Locality_208,Villa,3,2045,65.48,0.03,2002,Semi-furnished,12,3,23,9,8,Medium,No,Yes,"Garden, Clubhouse, Gym, Playground, Pool",East,Owner,Under_Construction
80052,West Bengal,Durgapur,Locality_358,Independent House,4,2973,419.93,0.14,1997,Semi-furnished,12,6,28,2,8,Medium,Yes,No,"Garden, Playground, Pool, Clubhouse, Gym",South,Broker,Under_Construction
80053,Andhra Pradesh,Vishakhapatnam,Locality_260,Apartment,2,2113,182.72,0.09,1994,Unfurnished,7,15,31,8,5,Medium,No,Yes,"Gym, Clubhouse",South,Broker,Under_Construction
80054,West Bengal,Durgapur,Locality_28,Independent House,3,1665,338.07,0.2,2019,Semi-furnished,17,22,6,2,3,Medium,No,Yes,"Gym, Playground",West,Broker,Ready_to_Move
80055,Uttarakhand,Dehradun,Locality_324,Villa,2,1153,478.12,0.41,2012,Unfurnished,19,14,13,7,5,High,Yes,No,"Pool, Playground",South,Owner,Ready_to_Move
80056,Madhya Pradesh,Indore,Locality_409,Apartment,3,4883,259.49,0.05,2016,Furnished,26,14,9,10,1,Medium,Yes,Yes,"Playground, Garden, Pool, Clubhouse, Gym",West,Broker,Ready_to_Move
80057,Rajasthan,Jodhpur,Locality_31,Independent House,1,2761,131.3,0.05,2021,Semi-furnished,9,8,4,8,1,High,Yes,Yes,"Pool, Garden, Gym, Playground",West,Owner,Under_Construction
80058,Andhra Pradesh,Vishakhapatnam,Locality_95,Apartment,1,4536,386.5,0.09,1995,Furnished,2,22,30,5,2,Low,Yes,Yes,Clubhouse,West,Broker,Ready_to_Move
80059,Kerala,Trivandrum,Locality_161,Independent House,1,2270,326.17,0.14,2011,Semi-furnished,5,7,14,7,7,Medium,Yes,Yes,"Clubhouse, Gym",East,Builder,Under_Construction
80060,Kerala,Trivandrum,Locality_325,Independent House,3,4032,314.6,0.08,1992,Semi-furnished,16,12,33,9,5,Medium,Yes,Yes,Gym,West,Broker,Under_Construction
80061,Delhi,Dwarka,Locality_406,Villa,4,3036,154.69,0.05,2012,Unfurnished,17,26,13,5,8,Low,No,Yes,"Pool, Garden, Gym, Playground, Clubhouse",South,Broker,Ready_to_Move
80062,Punjab,Ludhiana,Locality_280,Apartment,4,2443,392.3,0.16,2001,Furnished,20,22,24,4,2,Medium,No,Yes,"Playground, Gym",North,Owner,Ready_to_Move
80063,Chhattisgarh,Raipur,Locality_238,Villa,4,2032,155.95,0.08,2014,Furnished,30,17,11,2,5,High,Yes,No,"Gym, Playground, Garden, Clubhouse",South,Owner,Under_Construction
80064,Odisha,Bhubaneswar,Locality_428,Villa,5,4164,382.0,0.09,2017,Furnished,13,2,8,8,10,Low,No,Yes,"Pool, Playground, Garden",East,Owner,Ready_to_Move
80065,Odisha,Bhubaneswar,Locality_427,Apartment,5,2597,366.31,0.14,1999,Furnished,26,12,26,5,7,High,No,Yes,Garden,East,Owner,Ready_to_Move
80066,Bihar,Patna,Locality_21,Villa,5,2701,355.32,0.13,2008,Unfurnished,27,27,17,9,2,High,Yes,Yes,"Playground, Clubhouse, Pool, Gym",East,Owner,Under_Construction
80067,Kerala,Trivandrum,Locality_115,Apartment,2,1612,108.89,0.07,2016,Unfurnished,8,7,9,3,9,Low,No,No,"Gym, Pool, Clubhouse",West,Builder,Ready_to_Move
80068,Haryana,Gurgaon,Locality_11,Independent House,1,1253,201.38,0.16,2006,Unfurnished,19,7,19,5,6,Low,Yes,No,"Playground, Garden, Clubhouse, Gym, Pool",North,Builder,Ready_to_Move
80069,Jharkhand,Ranchi,Locality_383,Independent House,3,2448,285.75,0.12,2017,Semi-furnished,2,1,8,6,2,Medium,Yes,No,Garden,North,Owner,Under_Construction
80070,Jharkhand,Jamshedpur,Locality_245,Independent House,2,3969,166.46,0.04,2007,Unfurnished,6,1,18,6,7,Medium,Yes,No,Pool,East,Builder,Ready_to_Move
80071,Punjab,Amritsar,Locality_434,Independent House,3,3404,366.35,0.11,2014,Semi-furnished,2,26,11,1,5,Low,Yes,Yes,"Gym, Garden, Playground, Pool, Clubhouse",West,Broker,Ready_to_Move
80072,Tamil Nadu,Chennai,Locality_172,Apartment,2,4497,395.69,0.09,1998,Unfurnished,25,29,27,3,7,Low,Yes,No,"Garden, Playground",West,Owner,Ready_to_Move
80073,Assam,Guwahati,Locality_97,Apartment,1,763,476.83,0.62,2023,Semi-furnished,7,20,2,4,3,Low,Yes,No,"Pool, Gym, Playground, Clubhouse, Garden",West,Owner,Ready_to_Move
80074,Chhattisgarh,Raipur,Locality_215,Apartment,1,3755,241.06,0.06,2010,Furnished,4,30,15,5,6,Medium,No,Yes,"Clubhouse, Playground, Pool, Garden, Gym",South,Builder,Under_Construction
80075,Rajasthan,Jodhpur,Locality_30,Apartment,2,3782,377.33,0.1,2016,Unfurnished,11,23,9,1,1,Low,Yes,Yes,"Pool, Gym, Clubhouse, Playground, Garden",North,Builder,Under_Construction
80076,Andhra Pradesh,Vishakhapatnam,Locality_430,Apartment,1,4985,390.37,0.08,2011,Semi-furnished,30,25,14,8,9,Medium,No,No,"Garden, Pool, Gym, Clubhouse, Playground",East,Owner,Ready_to_Move
80077,Assam,Silchar,Locality_322,Villa,3,4544,336.82,0.07,2010,Furnished,17,30,15,5,7,Low,No,Yes,"Gym, Garden",East,Broker,Under_Construction
80078,Maharashtra,Nagpur,Locality_250,Apartment,3,944,259.4,0.27,2020,Unfurnished,3,28,5,3,3,Low,No,Yes,"Clubhouse, Pool",East,Builder,Under_Construction
80079,Chhattisgarh,Bilaspur,Locality_434,Independent House,1,4307,297.78,0.07,2000,Unfurnished,8,12,25,2,7,Medium,Yes,Yes,"Pool, Garden, Clubhouse",East,Broker,Ready_to_Move
80080,Jharkhand,Jamshedpur,Locality_496,Villa,1,2043,222.9,0.11,1993,Semi-furnished,3,13,32,4,8,Low,No,Yes,"Playground, Pool, Garden, Gym",North,Owner,Under_Construction
80081,Assam,Guwahati,Locality_346,Independent House,2,4278,326.96,0.08,2014,Semi-furnished,20,12,11,10,10,High,Yes,Yes,"Pool, Clubhouse, Playground",East,Builder,Under_Construction
80082,Assam,Guwahati,Locality_193,Apartment,4,968,102.12,0.11,2021,Unfurnished,18,21,4,3,10,Medium,No,Yes,"Gym, Garden, Clubhouse",West,Builder,Ready_to_Move
80083,Karnataka,Mysore,Locality_152,Villa,1,4883,230.63,0.05,2002,Unfurnished,6,29,23,10,1,Low,No,No,"Gym, Garden, Clubhouse",West,Owner,Under_Construction
80084,Jharkhand,Ranchi,Locality_432,Independent House,3,1944,140.47,0.07,2016,Semi-furnished,20,16,9,2,2,High,Yes,No,"Pool, Clubhouse, Garden, Gym",West,Owner,Ready_to_Move
80085,Uttar Pradesh,Noida,Locality_180,Apartment,5,3476,476.88,0.14,2016,Unfurnished,29,10,9,6,10,High,Yes,No,"Garden, Playground, Clubhouse, Pool, Gym",South,Broker,Ready_to_Move
80086,Gujarat,Ahmedabad,Locality_79,Apartment,2,1565,198.67,0.13,1995,Semi-furnished,19,8,30,9,3,Low,Yes,Yes,"Clubhouse, Gym, Pool",South,Builder,Under_Construction
80087,Maharashtra,Mumbai,Locality_236,Villa,4,3445,194.92,0.06,2019,Semi-furnished,20,22,6,1,7,Medium,No,Yes,"Gym, Pool, Playground",South,Builder,Ready_to_Move
80088,Bihar,Gaya,Locality_415,Villa,4,2028,489.35,0.24,2000,Unfurnished,2,10,25,10,3,Low,Yes,Yes,"Gym, Clubhouse",East,Owner,Ready_to_Move
80089,Uttarakhand,Haridwar,Locality_499,Villa,2,1233,423.81,0.34,2015,Semi-furnished,22,22,10,8,5,High,No,No,"Gym, Garden",North,Broker,Ready_to_Move
80090,Andhra Pradesh,Vijayawada,Locality_311,Villa,5,2461,393.07,0.16,2014,Semi-furnished,20,4,11,3,8,High,Yes,Yes,"Playground, Gym, Garden, Pool, Clubhouse",North,Broker,Under_Construction
80091,Kerala,Trivandrum,Locality_414,Apartment,2,2057,210.26,0.1,2011,Semi-furnished,9,2,14,7,7,Medium,Yes,Yes,Gym,West,Owner,Ready_to_Move
80092,Kerala,Kochi,Locality_7,Villa,3,1683,361.99,0.22,1995,Furnished,13,21,30,6,10,High,Yes,No,"Playground, Gym",West,Builder,Under_Construction
80093,Assam,Guwahati,Locality_367,Villa,1,4810,238.89,0.05,1998,Furnished,22,14,27,1,6,Medium,Yes,Yes,"Gym, Clubhouse, Garden",South,Owner,Ready_to_Move
80094,Delhi,New Delhi,Locality_139,Apartment,1,3275,487.55,0.15,2011,Furnished,25,28,14,9,2,Low,Yes,Yes,"Clubhouse, Garden, Gym, Playground",North,Broker,Under_Construction
80095,Odisha,Bhubaneswar,Locality_344,Apartment,1,1161,158.37,0.14,1995,Unfurnished,17,18,30,6,8,Low,No,No,Pool,East,Owner,Under_Construction
80096,Madhya Pradesh,Bhopal,Locality_258,Villa,4,3484,354.33,0.1,1990,Semi-furnished,10,22,35,8,4,Low,No,Yes,Pool,East,Broker,Under_Construction
80097,Madhya Pradesh,Indore,Locality_168,Villa,5,867,46.67,0.05,2015,Furnished,17,14,10,7,4,Medium,No,Yes,"Pool, Clubhouse, Gym",North,Builder,Under_Construction
80098,West Bengal,Durgapur,Locality_182,Villa,1,2409,402.88,0.17,2015,Unfurnished,16,28,10,9,3,Medium,Yes,No,Pool,South,Owner,Ready_to_Move
80099,Haryana,Gurgaon,Locality_146,Villa,4,3623,135.71,0.04,2019,Unfurnished,16,9,6,8,2,High,No,No,"Pool, Gym, Playground, Garden",East,Builder,Ready_to_Move
80100,Rajasthan,Jodhpur,Locality_25,Villa,2,4707,250.6,0.05,2013,Furnished,17,30,12,5,1,Low,Yes,Yes,"Garden, Pool, Playground, Gym",East,Builder,Ready_to_Move
80101,Uttarakhand,Haridwar,Locality_4,Apartment,1,1489,137.92,0.09,2015,Furnished,14,21,10,2,4,High,No,No,"Gym, Playground, Garden",South,Builder,Ready_to_Move
80102,Delhi,New Delhi,Locality_498,Apartment,1,1282,221.39,0.17,2005,Unfurnished,6,14,20,10,2,High,No,No,Pool,West,Builder,Ready_to_Move
80103,Gujarat,Surat,Locality_297,Independent House,4,666,379.44,0.57,2000,Furnished,9,17,25,8,10,High,No,No,"Playground, Pool, Garden, Clubhouse",West,Owner,Under_Construction
80104,Madhya Pradesh,Bhopal,Locality_230,Villa,2,3717,126.07,0.03,2006,Semi-furnished,16,9,19,10,3,Low,No,No,Garden,North,Owner,Under_Construction
80105,Haryana,Gurgaon,Locality_90,Independent House,1,1801,129.24,0.07,2019,Unfurnished,21,28,6,3,10,Low,No,No,"Pool, Playground, Garden, Clubhouse, Gym",West,Owner,Ready_to_Move
80106,West Bengal,Kolkata,Locality_379,Apartment,1,2118,379.49,0.18,2002,Furnished,27,22,23,8,6,Low,No,No,"Garden, Playground, Gym, Clubhouse, Pool",East,Builder,Ready_to_Move
80107,Haryana,Gurgaon,Locality_279,Apartment,4,2519,363.31,0.14,2006,Furnished,7,9,19,4,5,High,Yes,Yes,"Pool, Playground, Gym, Clubhouse",East,Broker,Under_Construction
80108,Maharashtra,Mumbai,Locality_87,Apartment,1,530,387.1,0.73,2017,Unfurnished,7,10,8,10,6,Low,Yes,Yes,"Garden, Pool",South,Broker,Under_Construction
80109,Maharashtra,Mumbai,Locality_61,Independent House,5,2070,70.07,0.03,1994,Unfurnished,14,16,31,10,7,Medium,Yes,Yes,Pool,South,Broker,Ready_to_Move
80110,Uttar Pradesh,Noida,Locality_239,Villa,3,1642,171.0,0.1,2009,Semi-furnished,27,28,16,2,9,Medium,No,Yes,"Pool, Clubhouse",North,Broker,Ready_to_Move
80111,Karnataka,Mysore,Locality_198,Independent House,2,4022,336.41,0.08,2006,Semi-furnished,20,3,19,3,2,High,Yes,No,Clubhouse,South,Broker,Under_Construction
80112,Chhattisgarh,Raipur,Locality_311,Independent House,5,767,422.71,0.55,1996,Unfurnished,22,15,29,9,5,Medium,No,Yes,"Playground, Pool",South,Owner,Under_Construction
80113,Jharkhand,Ranchi,Locality_234,Apartment,4,635,491.01,0.77,2000,Furnished,1,16,25,7,9,Low,No,No,Playground,North,Builder,Under_Construction
80114,Bihar,Gaya,Locality_266,Independent House,1,1883,272.51,0.14,1995,Semi-furnished,3,27,30,3,9,Low,No,No,"Playground, Gym, Garden",South,Builder,Under_Construction
80115,Uttar Pradesh,Lucknow,Locality_172,Apartment,4,2525,214.58,0.08,2018,Unfurnished,17,13,7,7,8,Medium,No,No,Pool,South,Builder,Ready_to_Move
80116,Odisha,Cuttack,Locality_170,Independent House,4,4786,318.56,0.07,2022,Semi-furnished,12,12,3,1,1,Medium,No,Yes,"Playground, Gym, Pool, Garden, Clubhouse",East,Owner,Ready_to_Move
80117,Telangana,Warangal,Locality_292,Independent House,1,4190,418.21,0.1,2021,Unfurnished,21,14,4,5,3,Low,Yes,No,"Clubhouse, Pool",East,Builder,Under_Construction
80118,Karnataka,Mangalore,Locality_44,Apartment,4,4465,206.19,0.05,2008,Semi-furnished,24,18,17,2,6,High,No,No,Gym,East,Owner,Under_Construction
80119,Gujarat,Surat,Locality_318,Apartment,1,2914,73.47,0.03,1992,Unfurnished,20,24,33,5,3,High,Yes,Yes,Playground,South,Builder,Ready_to_Move
80120,Odisha,Bhubaneswar,Locality_429,Villa,3,3561,447.43,0.13,1996,Unfurnished,15,27,29,3,9,Medium,No,No,"Clubhouse, Playground",South,Builder,Under_Construction
80121,Assam,Silchar,Locality_113,Apartment,1,569,91.79,0.16,2016,Semi-furnished,16,14,9,1,9,High,Yes,Yes,"Gym, Clubhouse, Playground, Pool, Garden",East,Owner,Ready_to_Move
80122,Odisha,Cuttack,Locality_321,Independent House,4,2573,269.13,0.1,2017,Semi-furnished,28,30,8,3,7,High,No,No,"Garden, Pool, Gym, Clubhouse, Playground",North,Builder,Under_Construction
80123,Karnataka,Bangalore,Locality_168,Villa,4,2217,120.66,0.05,2013,Semi-furnished,0,29,12,8,7,High,No,No,"Gym, Clubhouse, Garden",North,Builder,Ready_to_Move
80124,Uttar Pradesh,Lucknow,Locality_34,Independent House,3,3631,165.66,0.05,2017,Semi-furnished,20,4,8,3,10,High,No,Yes,"Gym, Playground, Clubhouse, Garden",East,Broker,Under_Construction
80125,Rajasthan,Jodhpur,Locality_330,Independent House,3,2801,224.19,0.08,2023,Unfurnished,13,9,2,3,5,Low,Yes,No,"Garden, Clubhouse",South,Owner,Ready_to_Move
80126,West Bengal,Durgapur,Locality_74,Apartment,3,2081,127.17,0.06,1996,Unfurnished,17,9,29,10,2,Low,No,Yes,Pool,South,Broker,Ready_to_Move
80127,Tamil Nadu,Chennai,Locality_243,Independent House,5,1339,214.56,0.16,2023,Unfurnished,13,13,2,1,2,Low,No,No,Playground,South,Builder,Under_Construction
80128,Haryana,Faridabad,Locality_66,Independent House,3,801,203.08,0.25,2006,Furnished,26,29,19,9,6,Medium,Yes,Yes,Clubhouse,South,Owner,Under_Construction
80129,Assam,Silchar,Locality_218,Villa,2,1847,95.5,0.05,1992,Unfurnished,3,21,33,3,3,Medium,No,No,"Garden, Pool, Playground, Clubhouse",West,Builder,Ready_to_Move
80130,Uttar Pradesh,Lucknow,Locality_380,Independent House,1,2550,460.58,0.18,1991,Semi-furnished,6,26,34,5,1,Medium,No,No,"Gym, Garden, Pool, Clubhouse, Playground",North,Builder,Under_Construction
80131,Andhra Pradesh,Vishakhapatnam,Locality_61,Apartment,4,726,459.07,0.63,2022,Furnished,30,9,3,10,10,Low,Yes,No,"Playground, Clubhouse, Garden, Pool, Gym",East,Builder,Under_Construction
80132,Uttar Pradesh,Noida,Locality_89,Independent House,5,2744,464.11,0.17,2009,Semi-furnished,21,14,16,9,5,Medium,Yes,No,Playground,West,Builder,Ready_to_Move
80133,Karnataka,Mangalore,Locality_424,Apartment,1,1706,403.59,0.24,2011,Semi-furnished,6,26,14,6,4,High,Yes,No,"Gym, Pool, Playground, Clubhouse",West,Owner,Ready_to_Move
80134,Uttar Pradesh,Noida,Locality_256,Villa,3,3751,420.15,0.11,2011,Furnished,10,6,14,4,5,Medium,No,Yes,"Clubhouse, Playground, Gym, Pool, Garden",North,Owner,Under_Construction
80135,Uttarakhand,Haridwar,Locality_15,Villa,4,3030,70.1,0.02,1998,Semi-furnished,9,26,27,9,2,Low,No,No,"Playground, Garden, Pool, Gym",West,Broker,Under_Construction
80136,West Bengal,Kolkata,Locality_131,Apartment,1,2363,237.71,0.1,2003,Semi-furnished,30,2,22,7,1,Medium,No,Yes,"Playground, Pool, Gym, Garden",East,Builder,Ready_to_Move
80137,Assam,Silchar,Locality_149,Apartment,3,883,430.17,0.49,1995,Unfurnished,13,29,30,7,4,Low,Yes,No,"Playground, Clubhouse, Pool, Gym",West,Builder,Under_Construction
80138,Madhya Pradesh,Indore,Locality_328,Villa,1,2406,280.5,0.12,1990,Unfurnished,6,15,35,3,6,Low,No,No,"Pool, Gym, Clubhouse",North,Builder,Ready_to_Move
80139,Assam,Guwahati,Locality_68,Villa,4,4820,425.45,0.09,2003,Furnished,16,22,22,9,5,Low,Yes,No,Pool,West,Owner,Ready_to_Move
80140,Telangana,Warangal,Locality_142,Independent House,5,4689,248.09,0.05,2017,Furnished,10,10,8,8,3,Medium,Yes,No,"Clubhouse, Garden, Playground",South,Broker,Under_Construction
