ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
220030,Chhattisgarh,Raipur,Locality_454,Independent House,2,3302,155.19,0.05,2014,Unfurnished,8,6,11,8,4,High,Yes,No,"Clubhouse, Garden, Playground, Pool, Gym",North,Builder,Ready_to_Move
220031,Tamil Nadu,Chennai,Locality_58,Villa,3,1696,142.89,0.08,2015,Unfurnished,26,26,10,5,10,Medium,Yes,Yes,"Garden, Playground, Gym",West,Broker,Under_Construction
220032,Madhya Pradesh,Bhopal,Locality_290,Apartment,2,2072,387.24,0.19,2018,Unfurnished,21,11,7,5,2,Low,No,Yes,"Gym, Garden, Playground, Pool",South,Broker,Ready_to_Move
220033,Tamil Nadu,Coimbatore,Locality_415,Apartment,2,2921,466.24,0.16,2000,Unfurnished,25,9,25,1,9,High,Yes,Yes,"Playground, Garden",East,Builder,Under_Construction
220034,Delhi,Dwarka,Locality_416,Villa,1,2238,351.21,0.16,1999,Furnished,4,25,26,5,6,Medium,Yes,Yes,Gym,West,Broker,Under_Construction
220035,Chhattisgarh,Bilaspur,Locality_207,Independent House,2,1308,178.61,0.14,2019,Unfurnished,1,14,6,9,9,High,Yes,Yes,"Garden, Gym",South,Builder,Under_Construction
220036,Rajasthan,Jodhpur,Locality_313,Independent House,5,3831,109.27,0.03,1997,Unfurnished,12,17,28,4,5,Medium,No,Yes,"Pool, Clubhouse",North,Broker,Ready_to_Move
220037,Karnataka,Mangalore,Locality_232,Villa,4,1548,57.18,0.04,1995,Semi-furnished,25,22,30,4,2,High,Yes,Yes,"Clubhouse, Gym",South,Builder,Under_Construction
220038,Gujarat,Surat,Locality_22,Independent House,2,1345,21.45,0.02,2002,Furnished,16,8,23,2,5,Medium,No,Yes,"Pool, Garden",East,Builder,Under_Construction
220039,Karnataka,Mysore,Locality_233,Independent House,3,1775,11.37,0.01,1994,Unfurnished,14,16,31,3,5,High,Yes,Yes,"Gym, Garden, Playground, Pool",South,Builder,Ready_to_Move
220040,Uttarakhand,Dehradun,Locality_348,Apartment,2,620,80.21,0.13,2021,Unfurnished,27,4,4,9,2,Medium,No,No,"Playground, Gym",North,Broker,Ready_to_Move
220041,Bihar,Patna,Locality_288,Apartment,4,1585,292.12,0.18,2000,Semi-furnished,20,12,25,4,7,Medium,No,Yes,"Playground, Garden, Pool",West,Broker,Ready_to_Move
220042,Uttarakhand,Dehradun,Locality_417,Villa,4,1675,87.03,0.05,2004,Furnished,14,8,21,8,6,Low,Yes,Yes,"Playground, Clubhouse, Gym, Garden, Pool",West,Broker,Under_Construction
220043,Maharashtra,Nagpur,Locality_185,Villa,2,1065,321.6,0.3,2021,Unfurnished,17,8,4,9,4,Medium,No,Yes,"Clubhouse, Gym",North,Owner,Ready_to_Move
220044,Rajasthan,Jaipur,Locality_276,Apartment,1,4850,32.63,0.01,2008,Furnished,14,27,17,1,2,High,No,No,"Garden, Playground, Pool, Clubhouse, Gym",East,Broker,Ready_to_Move
220045,Uttar Pradesh,Lucknow,Locality_366,Villa,1,3039,437.39,0.14,2023,Furnished,9,22,2,3,10,Low,No,Yes,"Playground, Garden",South,Broker,Under_Construction
220046,Punjab,Ludhiana,Locality_210,Apartment,3,745,170.63,0.23,2008,Unfurnished,19,22,17,8,7,Medium,No,Yes,"Playground, Gym",South,Builder,Under_Construction
220047,Punjab,Ludhiana,Locality_364,Apartment,4,3487,61.01,0.02,2005,Semi-furnished,23,13,20,4,8,Low,No,No,Pool,West,Builder,Ready_to_Move
220048,Assam,Silchar,Locality_499,Independent House,1,2024,496.19,0.25,2006,Unfurnished,4,26,19,10,9,High,Yes,Yes,"Clubhouse, Gym, Garden, Pool, Playground",East,Builder,Under_Construction
220049,Kerala,Trivandrum,Locality_79,Villa,4,1754,390.06,0.22,2019,Furnished,11,30,6,3,3,High,Yes,No,Clubhouse,East,Owner,Ready_to_Move
220050,Tamil Nadu,Coimbatore,Locality_356,Independent House,5,3058,368.17,0.12,1994,Unfurnished,4,5,31,4,4,Low,No,Yes,Garden,West,Owner,Ready_to_Move
220051,Uttarakhand,Dehradun,Locality_271,Independent House,4,4870,154.12,0.03,1992,Furnished,14,29,33,10,3,High,No,Yes,"Clubhouse, Playground, Gym, Pool",East,Broker,Under_Construction
220052,Madhya Pradesh,Bhopal,Locality_402,Villa,4,4826,181.03,0.04,2009,Furnished,1,20,16,8,1,Medium,Yes,Yes,"Clubhouse, Garden, Pool",North,Builder,Ready_to_Move
220053,Telangana,Hyderabad,Locality_352,Independent House,5,4958,439.88,0.09,2016,Semi-furnished,6,23,9,3,8,High,No,Yes,"Clubhouse, Gym",West,Owner,Under_Construction
220054,Jharkhand,Jamshedpur,Locality_311,Villa,1,4575,82.65,0.02,2009,Unfurnished,22,28,16,5,9,Low,Yes,Yes,"Pool, Clubhouse, Gym, Playground",East,Owner,Under_Construction
220055,Haryana,Gurgaon,Locality_113,Villa,5,4484,245.01,0.05,2012,Furnished,21,25,13,4,5,Medium,Yes,Yes,"Gym, Garden, Clubhouse, Pool",North,Builder,Ready_to_Move
220056,Chhattisgarh,Raipur,Locality_94,Apartment,5,3704,109.11,0.03,1996,Semi-furnished,6,13,29,1,2,Low,Yes,No,"Gym, Garden, Playground, Pool",North,Broker,Ready_to_Move
220057,Chhattisgarh,Raipur,Locality_60,Villa,5,2791,245.57,0.09,2006,Unfurnished,21,16,19,4,4,Medium,No,No,"Gym, Pool, Playground, Clubhouse, Garden",West,Owner,Under_Construction
220058,Chhattisgarh,Bilaspur,Locality_47,Villa,3,2327,247.08,0.11,1993,Unfurnished,15,14,32,6,7,High,No,Yes,"Gym, Pool, Playground",South,Broker,Ready_to_Move
220059,Jharkhand,Ranchi,Locality_359,Apartment,2,1888,295.07,0.16,1999,Semi-furnished,12,13,26,9,1,Low,No,Yes,Garden,South,Owner,Ready_to_Move
220060,Uttar Pradesh,Noida,Locality_205,Villa,5,1950,86.71,0.04,2017,Unfurnished,7,30,8,1,6,Medium,No,Yes,Playground,South,Builder,Under_Construction
220061,Andhra Pradesh,Vishakhapatnam,Locality_118,Independent House,1,678,472.08,0.7,2006,Semi-furnished,12,26,19,2,7,Low,Yes,Yes,"Gym, Playground",North,Owner,Under_Construction
220062,Telangana,Warangal,Locality_178,Apartment,5,3115,362.17,0.12,2009,Furnished,7,30,16,5,8,Medium,No,Yes,Clubhouse,East,Broker,Ready_to_Move
220063,Kerala,Kochi,Locality_213,Independent House,1,3650,442.03,0.12,1997,Furnished,3,9,28,3,10,Medium,No,No,"Pool, Clubhouse",East,Owner,Under_Construction
220064,Bihar,Patna,Locality_381,Independent House,2,2020,455.42,0.23,2008,Semi-furnished,1,29,17,6,7,Medium,No,No,"Garden, Pool, Gym, Clubhouse",West,Broker,Under_Construction
220065,Telangana,Hyderabad,Locality_199,Independent House,2,4412,382.95,0.09,2009,Furnished,12,4,16,10,9,Low,No,Yes,"Pool, Garden, Playground",South,Owner,Ready_to_Move
220066,Uttarakhand,Haridwar,Locality_108,Independent House,4,2226,175.83,0.08,2005,Unfurnished,30,20,20,2,9,Low,Yes,No,"Playground, Garden, Gym",South,Owner,Under_Construction
220067,Tamil Nadu,Coimbatore,Locality_1,Villa,4,2189,201.31,0.09,1993,Furnished,24,30,32,9,8,High,Yes,No,Pool,North,Owner,Under_Construction
220068,Assam,Silchar,Locality_270,Independent House,3,4096,237.52,0.06,1993,Semi-furnished,30,12,32,1,7,High,Yes,No,"Garden, Playground, Gym",North,Builder,Under_Construction
220069,Madhya Pradesh,Bhopal,Locality_76,Villa,3,3633,223.31,0.06,2010,Furnished,22,22,15,7,4,High,No,Yes,"Pool, Garden, Clubhouse, Gym",North,Builder,Ready_to_Move
220070,Kerala,Kochi,Locality_254,Villa,4,3608,13.68,0.0,1996,Semi-furnished,9,14,29,3,4,Low,Yes,Yes,"Clubhouse, Gym, Pool, Garden",East,Owner,Under_Construction
220071,Maharashtra,Nagpur,Locality_107,Villa,3,4985,399.65,0.08,1990,Furnished,1,2,35,2,5,High,No,Yes,"Pool, Gym",South,Builder,Under_Construction
220072,Rajasthan,Jodhpur,Locality_408,Apartment,1,4687,116.56,0.02,1994,Furnished,5,7,31,4,2,High,No,Yes,"Garden, Pool, Clubhouse",East,Builder,Ready_to_Move
220073,Delhi,Dwarka,Locality_161,Independent House,3,830,494.38,0.6,1995,Semi-furnished,29,6,30,10,4,High,Yes,Yes,"Clubhouse, Playground, Garden, Pool",North,Broker,Ready_to_Move
220074,Chhattisgarh,Raipur,Locality_327,Villa,4,3198,98.39,0.03,2007,Unfurnished,10,24,18,4,10,Medium,Yes,Yes,Pool,South,Builder,Under_Construction
220075,Jharkhand,Jamshedpur,Locality_431,Independent House,4,3719,236.58,0.06,2014,Semi-furnished,10,2,11,1,4,High,No,Yes,"Gym, Clubhouse, Pool, Playground",South,Builder,Ready_to_Move
220076,Madhya Pradesh,Indore,Locality_355,Villa,3,1554,323.95,0.21,2016,Semi-furnished,19,20,9,2,1,Low,No,Yes,"Pool, Garden, Gym, Playground, Clubhouse",East,Builder,Ready_to_Move
220077,Punjab,Ludhiana,Locality_84,Villa,1,4761,332.18,0.07,1995,Furnished,10,7,30,8,1,High,Yes,Yes,"Pool, Playground, Gym",West,Builder,Under_Construction
220078,Punjab,Amritsar,Locality_304,Villa,1,2880,74.62,0.03,2019,Furnished,1,12,6,2,3,Medium,No,Yes,"Garden, Clubhouse",South,Builder,Under_Construction
220079,Rajasthan,Jaipur,Locality_444,Apartment,1,3654,467.53,0.13,2011,Furnished,21,4,14,5,9,Medium,No,No,"Garden, Pool, Gym",East,Broker,Ready_to_Move
220080,Delhi,New Delhi,Locality_331,Apartment,2,4038,95.62,0.02,1991,Unfurnished,12,28,34,7,10,High,No,Yes,"Playground, Pool, Gym",North,Broker,Ready_to_Move
220081,Gujarat,Surat,Locality_163,Apartment,4,3241,462.98,0.14,2015,Furnished,21,21,10,2,7,Low,No,No,"Clubhouse, Gym, Garden, Playground, Pool",South,Broker,Under_Construction
220082,Uttarakhand,Haridwar,Locality_126,Independent House,1,2289,466.46,0.2,1993,Unfurnished,29,12,32,8,7,Low,Yes,No,"Garden, Pool",West,Builder,Under_Construction
220083,Karnataka,Bangalore,Locality_231,Villa,4,2750,81.24,0.03,2011,Furnished,22,19,14,10,7,Medium,Yes,No,"Pool, Gym",East,Broker,Ready_to_Move
220084,Bihar,Patna,Locality_172,Apartment,5,1518,494.89,0.33,1996,Unfurnished,15,2,29,1,3,High,Yes,Yes,"Gym, Playground, Garden, Pool, Clubhouse",South,Builder,Ready_to_Move
220085,Telangana,Warangal,Locality_400,Villa,1,2452,198.1,0.08,2021,Unfurnished,14,17,4,5,6,Low,No,No,"Garden, Playground, Gym",West,Builder,Ready_to_Move
220086,Tamil Nadu,Chennai,Locality_104,Villa,4,3270,395.82,0.12,1998,Semi-furnished,21,2,27,8,4,Medium,No,No,"Pool, Clubhouse, Gym, Garden, Playground",East,Builder,Ready_to_Move
220087,Andhra Pradesh,Vijayawada,Locality_237,Independent House,1,2927,237.49,0.08,2002,Unfurnished,30,19,23,6,10,High,Yes,No,"Garden, Gym, Clubhouse",South,Builder,Ready_to_Move
220088,Assam,Guwahati,Locality_378,Independent House,2,2157,296.68,0.14,1992,Furnished,22,25,33,7,9,High,No,Yes,"Gym, Playground, Clubhouse, Pool, Garden",East,Builder,Ready_to_Move
220089,Assam,Guwahati,Locality_124,Independent House,5,1431,198.25,0.14,2001,Furnished,16,2,24,7,2,Medium,Yes,No,Garden,West,Owner,Under_Construction
220090,Uttar Pradesh,Noida,Locality_4,Independent House,4,3235,226.68,0.07,2006,Furnished,29,11,19,10,9,High,No,Yes,"Playground, Garden",South,Broker,Under_Construction
220091,West Bengal,Durgapur,Locality_347,Independent House,4,3462,292.95,0.08,2014,Semi-furnished,26,23,11,9,3,High,No,No,"Garden, Pool, Playground, Gym, Clubhouse",South,Broker,Under_Construction
220092,Haryana,Faridabad,Locality_144,Independent House,3,4062,86.93,0.02,2022,Furnished,16,8,3,1,6,Medium,Yes,Yes,"Gym, Playground, Garden, Clubhouse, Pool",West,Builder,Ready_to_Move
220093,Jharkhand,Jamshedpur,Locality_364,Villa,3,4446,169.21,0.04,1992,Semi-furnished,5,18,33,3,10,Low,No,No,"Pool, Clubhouse",East,Builder,Under_Construction
220094,Odisha,Bhubaneswar,Locality_216,Independent House,5,2806,403.12,0.14,2019,Furnished,20,30,6,4,7,High,No,Yes,"Garden, Clubhouse, Pool, Playground, Gym",East,Broker,Ready_to_Move
220095,Karnataka,Mysore,Locality_258,Villa,2,2814,165.14,0.06,2018,Furnished,2,23,7,8,10,Low,Yes,Yes,"Gym, Garden, Playground",West,Owner,Under_Construction
220096,Madhya Pradesh,Bhopal,Locality_33,Villa,3,3360,191.63,0.06,1992,Unfurnished,5,3,33,5,2,Medium,No,Yes,"Gym, Pool, Playground, Clubhouse, Garden",North,Builder,Under_Construction
220097,Haryana,Faridabad,Locality_234,Independent House,2,2294,435.23,0.19,1998,Semi-furnished,15,16,27,3,4,High,No,Yes,"Clubhouse, Pool, Playground, Gym",North,Builder,Under_Construction
220098,Karnataka,Mysore,Locality_484,Independent House,3,608,250.06,0.41,2014,Unfurnished,26,15,11,8,5,Low,No,Yes,"Playground, Gym, Clubhouse, Garden",South,Builder,Ready_to_Move
220099,Rajasthan,Jaipur,Locality_40,Villa,4,520,155.82,0.3,2003,Unfurnished,5,29,22,8,8,High,No,No,"Playground, Garden",South,Broker,Ready_to_Move
220100,Uttarakhand,Haridwar,Locality_443,Independent House,5,2514,186.58,0.07,2022,Semi-furnished,14,28,3,10,9,Medium,Yes,No,"Gym, Clubhouse, Garden, Playground",East,Builder,Ready_to_Move
220101,Karnataka,Mangalore,Locality_408,Apartment,2,2830,390.04,0.14,2012,Unfurnished,7,7,13,10,3,Low,Yes,Yes,"Garden, Pool, Playground, Clubhouse",North,Broker,Under_Construction
220102,Andhra Pradesh,Vijayawada,Locality_494,Villa,2,2133,30.04,0.01,1998,Furnished,4,12,27,3,1,Medium,Yes,Yes,"Garden, Pool, Gym, Clubhouse",West,Builder,Ready_to_Move
220103,Telangana,Hyderabad,Locality_160,Villa,1,3492,107.33,0.03,1992,Furnished,28,19,33,6,7,Medium,Yes,No,"Pool, Gym, Playground, Garden, Clubhouse",West,Builder,Ready_to_Move
220104,Maharashtra,Pune,Locality_289,Independent House,2,587,33.83,0.06,2005,Furnished,26,23,20,4,2,High,No,Yes,"Playground, Clubhouse, Pool",West,Builder,Under_Construction
220105,Gujarat,Surat,Locality_4,Villa,5,1131,442.1,0.39,2003,Semi-furnished,28,4,22,10,1,Low,No,Yes,"Clubhouse, Gym, Pool, Garden",East,Builder,Ready_to_Move
220106,Delhi,Dwarka,Locality_498,Apartment,3,2391,418.7,0.18,2012,Unfurnished,21,5,13,1,7,Medium,Yes,Yes,"Gym, Clubhouse, Playground",North,Owner,Under_Construction
220107,Jharkhand,Ranchi,Locality_392,Apartment,1,2628,18.79,0.01,2009,Semi-furnished,30,24,16,3,5,Low,No,Yes,"Playground, Pool, Clubhouse, Gym",North,Builder,Under_Construction
220108,Uttarakhand,Dehradun,Locality_386,Independent House,5,2262,397.6,0.18,1996,Unfurnished,16,27,29,7,10,High,Yes,Yes,"Pool, Playground, Garden",West,Builder,Under_Construction
220109,Gujarat,Ahmedabad,Locality_300,Apartment,5,4125,280.88,0.07,2003,Semi-furnished,7,12,22,10,6,Medium,No,No,"Gym, Garden, Playground, Clubhouse, Pool",North,Builder,Under_Construction
220110,Odisha,Cuttack,Locality_62,Independent House,4,3609,56.16,0.02,2009,Furnished,14,23,16,5,1,Low,No,No,"Playground, Pool",South,Owner,Ready_to_Move
220111,Rajasthan,Jodhpur,Locality_342,Independent House,3,3610,75.6,0.02,2005,Unfurnished,17,19,20,4,5,Medium,No,Yes,Gym,South,Builder,Ready_to_Move
220112,Gujarat,Surat,Locality_49,Villa,3,1651,207.34,0.13,2005,Unfurnished,21,19,20,9,8,Low,No,Yes,"Garden, Pool, Gym, Clubhouse, Playground",East,Broker,Ready_to_Move
220113,Karnataka,Mangalore,Locality_125,Apartment,3,4244,336.69,0.08,2015,Semi-furnished,10,1,10,10,10,Medium,Yes,Yes,"Playground, Clubhouse, Gym",West,Builder,Ready_to_Move
220114,Jharkhand,Ranchi,Locality_18,Villa,2,1149,359.73,0.31,2012,Furnished,7,30,13,8,3,Low,Yes,No,"Clubhouse, Pool",South,Broker,Under_Construction
220115,Punjab,Amritsar,Locality_423,Apartment,1,1448,110.04,0.08,2019,Unfurnished,27,21,6,9,4,Medium,Yes,Yes,"Gym, Clubhouse",South,Broker,Under_Construction
220116,Bihar,Patna,Locality_155,Villa,2,4885,72.58,0.01,2014,Semi-furnished,23,14,11,8,5,Low,No,Yes,"Gym, Clubhouse, Playground",South,Owner,Under_Construction
220117,Andhra Pradesh,Vishakhapatnam,Locality_63,Apartment,2,551,455.59,0.83,2015,Unfurnished,20,5,10,8,2,Low,No,Yes,"Gym, Clubhouse, Pool",South,Owner,Ready_to_Move
220118,Karnataka,Bangalore,Locality_348,Independent House,5,4381,280.22,0.06,2022,Semi-furnished,7,24,3,4,7,High,Yes,Yes,"Pool, Garden",South,Broker,Under_Construction
220119,Assam,Silchar,Locality_143,Apartment,4,2541,82.56,0.03,1992,Semi-furnished,16,29,33,5,2,Medium,No,No,"Clubhouse, Gym, Playground, Pool, Garden",East,Builder,Ready_to_Move
220120,Rajasthan,Jaipur,Locality_454,Independent House,2,3847,414.28,0.11,2007,Semi-furnished,27,28,18,2,5,Low,Yes,Yes,"Pool, Gym",North,Builder,Ready_to_Move
220121,Maharashtra,Pune,Locality_187,Villa,1,3557,137.28,0.04,2005,Semi-furnished,24,2,20,9,9,Low,No,No,"Pool, Garden, Playground, Gym, Clubhouse",West,Owner,Under_Construction
220122,Assam,Guwahati,Locality_140,Villa,2,1366,302.85,0.22,1993,Unfurnished,2,10,32,3,6,High,Yes,No,"Gym, Garden, Pool, Clubhouse, Playground",South,Owner,Ready_to_Move
220123,Assam,Guwahati,Locality_467,Villa,3,3336,497.48,0.15,2002,Furnished,7,30,23,3,1,High,No,No,"Clubhouse, Gym, Playground, Pool, Garden",North,Broker,Ready_to_Move
220124,Assam,Silchar,Locality_210,Apartment,3,2798,432.32,0.15,2013,Furnished,6,26,12,5,2,Low,Yes,No,Pool,West,Owner,Under_Construction
220125,Maharashtra,Mumbai,Locality_354,Apartment,1,4996,51.31,0.01,2006,Semi-furnished,1,14,19,10,1,High,No,Yes,"Gym, Pool, Garden",East,Builder,Ready_to_Move
220126,Telangana,Hyderabad,Locality_165,Villa,3,2249,49.24,0.02,2023,Semi-furnished,2,20,2,9,4,Low,No,No,"Playground, Clubhouse, Pool, Gym",East,Builder,Under_Construction
220127,Kerala,Kochi,Locality_42,Independent House,3,4438,128.37,0.03,1993,Furnished,14,4,32,4,10,High,No,No,"Playground, Pool, Clubhouse, Gym",West,Broker,Under_Construction
220128,Jharkhand,Ranchi,Locality_440,Villa,5,2633,368.84,0.14,2009,Semi-furnished,1,24,16,3,6,Medium,No,No,"Gym, Pool",East,Broker,Under_Construction
220129,Tamil Nadu,Coimbatore,Locality_491,Villa,2,3169,157.51,0.05,2007,Furnished,3,23,18,1,9,High,No,No,"Gym, Clubhouse",North,Owner,Under_Construction
220130,Telangana,Warangal,Locality_467,Villa,4,1144,168.11,0.15,2004,Unfurnished,17,10,21,9,7,Low,No,Yes,"Pool, Garden, Playground, Clubhouse",West,Builder,Ready_to_Move
220131,Bihar,Gaya,Locality_160,Apartment,1,802,350.37,0.44,1997,Semi-furnished,15,21,28,3,9,Medium,No,No,Playground,North,Owner,Under_Construction
220132,Haryana,Faridabad,Locality_31,Independent House,4,3390,252.58,0.07,2007,Unfurnished,7,18,18,7,7,High,No,Yes,"Pool, Clubhouse, Garden",South,Builder,Ready_to_Move
220133,Gujarat,Ahmedabad,Locality_311,Apartment,1,3024,235.36,0.08,2002,Furnished,28,9,23,3,3,Medium,No,No,"Gym, Playground, Pool, Clubhouse, Garden",South,Builder,Ready_to_Move
220134,Madhya Pradesh,Indore,Locality_75,Independent House,3,3073,195.95,0.06,1994,Semi-furnished,21,30,31,9,3,High,Yes,No,"Gym, Clubhouse, Playground",North,Builder,Under_Construction
220135,Tamil Nadu,Chennai,Locality_43,Villa,3,3095,436.01,0.14,2001,Semi-furnished,29,19,24,1,3,High,Yes,Yes,"Playground, Garden, Clubhouse, Pool",West,Builder,Ready_to_Move
220136,Uttar Pradesh,Lucknow,Locality_112,Villa,2,1338,317.12,0.24,1990,Unfurnished,12,12,35,8,3,High,No,Yes,"Garden, Pool, Playground",South,Broker,Ready_to_Move
220137,West Bengal,Kolkata,Locality_433,Villa,3,2702,60.12,0.02,2015,Semi-furnished,12,10,10,10,7,Medium,No,Yes,"Playground, Clubhouse, Pool, Gym",South,Broker,Under_Construction
220138,Tamil Nadu,Coimbatore,Locality_295,Independent House,5,4794,130.62,0.03,1999,Unfurnished,4,7,26,5,7,Medium,Yes,Yes,"Pool, Gym",East,Owner,Under_Construction
220139,Uttar Pradesh,Noida,Locality_140,Apartment,3,4309,361.36,0.08,2016,Furnished,7,10,9,2,10,High,No,No,"Playground, Clubhouse, Garden",South,Broker,Under_Construction
220140,Chhattisgarh,Bilaspur,Locality_437,Apartment,3,1971,474.11,0.24,1995,Furnished,16,17,30,8,1,High,Yes,No,"Playground, Clubhouse, Pool, Gym, Garden",West,Builder,Under_Construction
220141,Bihar,Patna,Locality_408,Villa,4,1298,312.35,0.24,2002,Semi-furnished,24,1,23,4,1,High,No,No,"Gym, Garden",North,Owner,Ready_to_Move
