ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
60016,Gujarat,Ahmedabad,Locality_424,Independent House,5,3323,36.45,0.01,1999,Furnished,2,7,26,8,5,Low,Yes,No,Playground,South,Builder,Ready_to_Move
60017,Punjab,Amritsar,Locality_357,Villa,1,1988,298.88,0.15,2003,Furnished,22,26,22,5,5,High,No,No,"Playground, Clubhouse, Garden",South,Builder,Under_Construction
60018,Bihar,Gaya,Locality_125,Apartment,2,4045,315.83,0.08,2006,Furnished,17,29,19,9,6,Medium,Yes,Yes,Pool,East,Broker,Ready_to_Move
60019,Andhra Pradesh,Vijayawada,Locality_259,Villa,5,4085,367.24,0.09,2008,Unfurnished,23,23,17,1,10,High,No,No,"Garden, Clubhouse, Playground, Gym",East,Builder,Under_Construction
60020,Uttar Pradesh,Noida,Locality_110,Independent House,2,4793,167.06,0.03,2015,Unfurnished,27,26,10,1,2,Low,Yes,No,"Pool, Clubhouse, Garden, Playground, Gym",East,Owner,Under_Construction
60021,Uttarakhand,Haridwar,Locality_428,Villa,1,1078,442.05,0.41,2018,Furnished,8,3,7,4,5,Low,No,Yes,"Garden, Playground, Pool, Clubhouse",South,Owner,Ready_to_Move
60022,Chhattisgarh,Bilaspur,Locality_30,Villa,3,3834,23.05,0.01,2022,Semi-furnished,9,22,3,1,8,Low,Yes,Yes,"Gym, Pool, Garden, Clubhouse, Playground",North,Builder,Ready_to_Move
60023,Madhya Pradesh,Indore,Locality_299,Villa,3,3899,142.86,0.04,2005,Semi-furnished,25,15,20,4,5,Medium,No,Yes,"Clubhouse, Gym, Garden, Pool",South,Broker,Ready_to_Move
60024,Odisha,Bhubaneswar,Locality_219,Apartment,3,2504,64.07,0.03,1992,Furnished,11,10,33,7,7,High,No,Yes,"Clubhouse, Garden",East,Builder,Ready_to_Move
60025,West Bengal,Kolkata,Locality_200,Independent House,3,3084,462.81,0.15,2021,Semi-furnished,27,3,4,1,3,Low,No,Yes,"Garden, Clubhouse, Gym",East,Builder,Under_Construction
60026,Andhra Pradesh,Vijayawada,Locality_23,Independent House,5,2855,454.64,0.16,2017,Furnished,18,17,8,2,8,Medium,Yes,Yes,"Playground, Pool, Gym, Clubhouse, Garden",South,Builder,Under_Construction
60027,Assam,Guwahati,Locality_64,Villa,4,1415,50.52,0.04,1993,Furnished,24,4,32,3,10,Medium,Yes,No,Garden,North,Owner,Under_Construction
60028,Haryana,Gurgaon,Locality_297,Independent House,5,4611,199.99,0.04,1997,Furnished,6,30,28,3,10,High,Yes,No,Garden,West,Builder,Under_Construction
60029,Karnataka,Bangalore,Locality_313,Independent House,2,2779,326.43,0.12,1997,Unfurnished,24,29,28,4,3,Medium,Yes,No,Playground,East,Builder,Under_Construction
60030,Maharashtra,Nagpur,Locality_59,Apartment,1,2732,163.15,0.06,2015,Unfurnished,4,21,10,10,9,Medium,No,Yes,"Garden, Playground",West,Builder,Under_Construction
60031,Bihar,Patna,Locality_248,Apartment,5,578,209.26,0.36,1998,Semi-furnished,22,24,27,1,6,High,Yes,No,"Gym, Garden, Playground, Pool, Clubhouse",North,Owner,Ready_to_Move
60032,West Bengal,Durgapur,Locality_185,Independent House,4,3712,48.36,0.01,2001,Unfurnished,21,18,24,10,7,High,No,No,"Playground, Garden, Clubhouse, Pool, Gym",North,Owner,Ready_to_Move
60033,Chhattisgarh,Raipur,Locality_307,Villa,5,3045,309.96,0.1,2013,Semi-furnished,14,5,12,1,4,High,No,Yes,"Gym, Garden, Pool",West,Owner,Ready_to_Move
60034,Kerala,Trivandrum,Locality_262,Villa,3,3421,279.64,0.08,2015,Unfurnished,14,4,10,5,1,Low,Yes,Yes,"Playground, Gym, Garden",North,Broker,Under_Construction
60035,Rajasthan,Jodhpur,Locality_321,Independent House,5,888,170.79,0.19,1992,Furnished,22,29,33,3,1,High,No,Yes,Playground,South,Builder,Ready_to_Move
60036,Assam,Silchar,Locality_21,Villa,3,1375,435.05,0.32,1997,Furnished,23,10,28,6,3,High,No,No,"Clubhouse, Garden, Pool, Playground, Gym",South,Owner,Under_Construction
60037,Madhya Pradesh,Indore,Locality_190,Independent House,4,953,196.4,0.21,2022,Unfurnished,19,26,3,8,5,Medium,Yes,Yes,"Playground, Clubhouse, Pool",West,Builder,Ready_to_Move
60038,Assam,Silchar,Locality_467,Villa,3,1597,149.24,0.09,2014,Semi-furnished,21,22,11,3,4,Low,Yes,Yes,"Gym, Garden, Playground, Clubhouse, Pool",North,Broker,Under_Construction
60039,Maharashtra,Pune,Locality_479,Independent House,3,1634,426.36,0.26,2002,Semi-furnished,13,22,23,8,8,Medium,Yes,No,"Clubhouse, Pool, Garden, Playground, Gym",East,Builder,Ready_to_Move
60040,Maharashtra,Mumbai,Locality_377,Apartment,5,2365,394.98,0.17,2018,Furnished,22,2,7,8,3,High,Yes,No,"Playground, Pool, Gym, Garden",North,Owner,Ready_to_Move
60041,Jharkhand,Ranchi,Locality_285,Apartment,1,3447,74.16,0.02,1997,Furnished,22,8,28,4,2,Medium,Yes,No,Pool,West,Owner,Under_Construction
60042,Uttarakhand,Haridwar,Locality_373,Villa,2,712,228.83,0.32,2022,Furnished,17,26,3,5,1,High,Yes,Yes,"Garden, Gym, Playground, Clubhouse",East,Owner,Under_Construction
60043,Jharkhand,Ranchi,Locality_242,Apartment,1,1282,458.68,0.36,2002,Semi-furnished,30,16,23,9,5,High,Yes,Yes,"Pool, Clubhouse, Gym",North,Broker,Ready_to_Move
60044,Assam,Guwahati,Locality_41,Independent House,3,869,309.99,0.36,1998,Unfurnished,18,20,27,7,8,Low,Yes,No,Playground,West,Broker,Ready_to_Move
60045,Telangana,Warangal,Locality_192,Independent House,5,1205,146.66,0.12,2000,Unfurnished,19,18,25,6,8,Low,Yes,Yes,"Garden, Gym, Playground, Pool, Clubhouse",West,Broker,Ready_to_Move
60046,Telangana,Hyderabad,Locality_147,Apartment,5,1658,274.49,0.17,2018,Unfurnished,8,23,7,6,10,High,Yes,Yes,Gym,South,Broker,Under_Construction
60047,Jharkhand,Ranchi,Locality_300,Villa,3,887,364.66,0.41,1991,Furnished,29,2,34,3,7,Medium,No,Yes,"Gym, Clubhouse, Pool, Garden, Playground",West,Builder,Ready_to_Move
60048,Gujarat,Surat,Locality_161,Apartment,2,3182,22.8,0.01,2004,Semi-furnished,2,20,21,8,6,Low,No,Yes,"Clubhouse, Gym, Garden, Pool, Playground",North,Builder,Under_Construction
60049,Punjab,Amritsar,Locality_454,Apartment,1,2146,326.56,0.15,1999,Unfurnished,14,1,26,8,4,High,No,No,"Playground, Clubhouse, Pool, Gym, Garden",North,Builder,Under_Construction
60050,Haryana,Gurgaon,Locality_240,Independent House,5,4827,331.43,0.07,2007,Furnished,3,18,18,5,8,Low,Yes,Yes,Clubhouse,East,Broker,Under_Construction
60051,Maharashtra,Mumbai,Locality_357,Villa,1,2089,174.39,0.08,2013,Semi-furnished,18,14,12,7,9,High,No,No,"Pool, Playground",East,Broker,Under_Construction
60052,Haryana,Gurgaon,Locality_188,Independent House,4,4961,385.42,0.08,2004,Unfurnished,11,23,21,2,8,High,Yes,No,"Playground, Garden",South,Broker,Under_Construction
60053,Delhi,New Delhi,Locality_418,Villa,3,2726,60.48,0.02,2012,Semi-furnished,4,5,13,7,6,Medium,No,Yes,"Gym, Clubhouse, Garden",East,Builder,Under_Construction
60054,Punjab,Amritsar,Locality_476,Villa,2,535,156.56,0.29,2012,Furnished,18,16,13,8,5,Medium,Yes,Yes,"Garden, Pool, Playground, Gym",South,Broker,Ready_to_Move
60055,Uttarakhand,Dehradun,Locality_103,Independent House,3,518,90.79,0.18,2022,Unfurnished,28,14,3,6,4,Medium,No,Yes,"Gym, Garden, Playground",East,Owner,Ready_to_Move
60056,Maharashtra,Mumbai,Locality_383,Independent House,2,2928,347.9,0.12,2019,Unfurnished,30,24,6,3,3,Low,Yes,No,"Gym, Garden, Pool",South,Builder,Ready_to_Move
60057,Kerala,Trivandrum,Locality_432,Villa,3,2712,429.19,0.16,2002,Semi-furnished,3,9,23,3,1,Low,Yes,Yes,"Playground, Gym",South,Builder,Under_Construction
60058,Assam,Guwahati,Locality_209,Independent House,4,3711,419.82,0.11,2004,Furnished,29,11,21,5,10,Low,Yes,No,"Pool, Garden, Playground, Clubhouse, Gym",North,Builder,Ready_to_Move
60059,Bihar,Gaya,Locality_483,Villa,1,4794,372.62,0.08,2005,Semi-furnished,19,1,20,7,5,Low,Yes,No,Playground,East,Owner,Ready_to_Move
60060,Rajasthan,Jaipur,Locality_430,Independent House,3,4578,321.34,0.07,2003,Furnished,12,28,22,3,5,Medium,No,No,"Clubhouse, Pool, Gym, Garden",West,Broker,Ready_to_Move
60061,Madhya Pradesh,Indore,Locality_5,Villa,3,2152,172.06,0.08,2010,Semi-furnished,23,27,15,6,2,Low,Yes,No,"Pool, Playground, Gym, Garden, Clubhouse",East,Owner,Under_Construction
60062,Uttarakhand,Dehradun,Locality_191,Apartment,2,3342,372.13,0.11,2020,Furnished,16,27,5,9,6,Low,No,No,"Clubhouse, Playground, Garden",West,Builder,Under_Construction
60063,Odisha,Cuttack,Locality_386,Independent House,1,3540,365.15,0.1,2017,Unfurnished,1,5,8,4,9,Low,Yes,No,Gym,East,Builder,Under_Construction
60064,Madhya Pradesh,Bhopal,Locality_359,Apartment,1,3542,173.25,0.05,2011,Semi-furnished,29,2,14,8,2,High,Yes,No,"Playground, Pool, Clubhouse, Garden",East,Owner,Ready_to_Move
60065,Punjab,Ludhiana,Locality_228,Independent House,2,2465,471.66,0.19,1994,Unfurnished,11,28,31,9,1,Low,Yes,Yes,"Playground, Clubhouse, Gym, Garden, Pool",South,Owner,Ready_to_Move
60066,Rajasthan,Jaipur,Locality_232,Villa,2,2703,241.42,0.09,2019,Unfurnished,21,17,6,3,4,High,Yes,No,"Playground, Clubhouse",North,Builder,Ready_to_Move
60067,Kerala,Kochi,Locality_345,Apartment,4,2049,96.08,0.05,2022,Unfurnished,2,29,3,9,2,Low,No,No,"Gym, Clubhouse, Playground, Pool",South,Builder,Under_Construction
60068,Haryana,Faridabad,Locality_203,Villa,3,4325,304.29,0.07,2011,Unfurnished,0,8,14,5,8,Medium,No,No,"Clubhouse, Playground",West,Owner,Under_Construction
60069,Rajasthan,Jodhpur,Locality_312,Independent House,3,4957,385.44,0.08,1990,Furnished,8,19,35,4,5,High,No,Yes,"Gym, Clubhouse, Pool, Playground, Garden",West,Broker,Under_Construction
60070,Andhra Pradesh,Vishakhapatnam,Locality_312,Villa,1,2862,208.67,0.07,2017,Unfurnished,8,26,8,8,5,Low,No,Yes,"Pool, Playground, Clubhouse",West,Broker,Ready_to_Move
60071,Kerala,Trivandrum,Locality_228,Independent House,5,2597,304.45,0.12,2006,Furnished,6,29,19,1,10,Medium,Yes,Yes,"Pool, Garden, Playground, Gym",East,Builder,Under_Construction
60072,Uttarakhand,Dehradun,Locality_62,Independent House,5,2548,72.69,0.03,1992,Unfurnished,11,27,33,4,6,Low,No,Yes,"Playground, Pool, Clubhouse, Gym",South,Owner,Ready_to_Move
60073,Jharkhand,Jamshedpur,Locality_304,Apartment,1,1118,182.09,0.16,2009,Semi-furnished,14,28,16,9,4,Medium,No,Yes,"Pool, Playground, Gym, Garden",West,Builder,Ready_to_Move
60074,Andhra Pradesh,Vijayawada,Locality_7,Villa,4,3463,248.36,0.07,2018,Semi-furnished,25,21,7,2,2,High,No,Yes,"Gym, Playground",East,Builder,Under_Construction
60075,Tamil Nadu,Coimbatore,Locality_98,Villa,3,3302,122.04,0.04,2018,Furnished,29,3,7,6,2,Medium,No,No,"Pool, Playground",North,Broker,Ready_to_Move
60076,Karnataka,Mysore,Locality_357,Villa,3,2138,372.32,0.17,2008,Semi-furnished,1,22,17,9,8,High,Yes,No,"Playground, Garden",West,Builder,Under_Construction
60077,Odisha,Cuttack,Locality_480,Independent House,2,3478,71.84,0.02,1998,Unfurnished,28,23,27,6,6,Low,Yes,Yes,Playground,East,Broker,Under_Construction
60078,Odisha,Cuttack,Locality_105,Apartment,3,2239,463.45,0.21,2017,Semi-furnished,23,3,8,5,9,Medium,No,Yes,Clubhouse,East,Broker,Ready_to_Move
60079,Jharkhand,Ranchi,Locality_442,Villa,5,4264,101.44,0.02,1995,Semi-furnished,4,2,30,5,5,Low,No,Yes,"Garden, Playground, Gym, Clubhouse",West,Builder,Under_Construction
60080,Uttarakhand,Haridwar,Locality_338,Independent House,2,2968,296.12,0.1,2005,Furnished,30,25,20,9,10,Medium,Yes,No,"Clubhouse, Gym, Playground",East,Broker,Ready_to_Move
60081,Bihar,Gaya,Locality_364,Apartment,5,4569,320.8,0.07,1999,Furnished,0,6,26,5,4,Medium,Yes,Yes,Garden,South,Builder,Under_Construction
60082,Bihar,Patna,Locality_195,Independent House,3,3362,119.72,0.04,2010,Unfurnished,28,21,15,2,10,High,No,No,Clubhouse,South,Builder,Ready_to_Move
60083,West Bengal,Durgapur,Locality_473,Independent House,2,911,362.6,0.4,2012,Furnished,26,1,13,4,1,Low,Yes,No,"Clubhouse, Gym, Pool, Playground",East,Broker,Under_Construction
60084,West Bengal,Kolkata,Locality_218,Independent House,3,2037,291.39,0.14,1994,Semi-furnished,25,17,31,7,9,Low,Yes,Yes,"Garden, Playground, Pool",South,Owner,Under_Construction
60085,Gujarat,Ahmedabad,Locality_471,Independent House,5,1997,92.66,0.05,2017,Furnished,6,24,8,9,4,Medium,Yes,No,Pool,South,Owner,Under_Construction
60086,West Bengal,Durgapur,Locality_219,Apartment,2,3409,364.23,0.11,1996,Semi-furnished,9,16,29,6,6,High,Yes,No,"Garden, Clubhouse, Gym, Pool, Playground",East,Owner,Ready_to_Move
60087,Telangana,Hyderabad,Locality_288,Independent House,5,3651,23.39,0.01,2022,Semi-furnished,1,28,3,4,5,Low,No,Yes,"Garden, Pool, Gym, Playground",South,Owner,Ready_to_Move
60088,Kerala,Kochi,Locality_368,Villa,5,3961,484.18,0.12,2012,Unfurnished,8,16,13,3,1,Low,No,Yes,"Gym, Clubhouse, Garden, Pool, Playground",North,Owner,Ready_to_Move
60089,Andhra Pradesh,Vishakhapatnam,Locality_393,Independent House,4,4841,49.13,0.01,2001,Semi-furnished,11,5,24,2,2,Medium,Yes,No,"Pool, Playground, Gym, Clubhouse",North,Builder,Ready_to_Move
60090,Delhi,New Delhi,Locality_156,Apartment,1,1720,108.19,0.06,2014,Unfurnished,5,29,11,7,9,Low,Yes,No,Clubhouse,South,Owner,Ready_to_Move
60091,Haryana,Gurgaon,Locality_327,Independent House,1,4380,498.52,0.11,1998,Furnished,7,13,27,1,10,Medium,Yes,No,"Garden, Clubhouse, Gym, Pool",North,Builder,Ready_to_Move
60092,Rajasthan,Jaipur,Locality_403,Apartment,5,1128,451.32,0.4,2006,Unfurnished,19,21,19,2,10,Low,No,No,"Clubhouse, Pool, Garden, Gym",West,Builder,Ready_to_Move
60093,Rajasthan,Jaipur,Locality_299,Apartment,2,3540,260.27,0.07,2003,Furnished,29,16,22,7,7,Medium,Yes,Yes,Garden,West,Broker,Under_Construction
60094,Karnataka,Bangalore,Locality_361,Independent House,1,1889,394.03,0.21,1998,Unfurnished,21,11,27,8,4,Medium,No,Yes,"Garden, Gym, Pool, Clubhouse, Playground",North,Builder,Under_Construction
60095,Maharashtra,Pune,Locality_460,Independent House,2,972,469.49,0.48,2009,Unfurnished,1,19,16,5,10,Medium,Yes,Yes,"Playground, Garden, Gym",West,Owner,Under_Construction
60096,West Bengal,Durgapur,Locality_58,Apartment,1,3561,447.76,0.13,2003,Furnished,10,13,22,2,1,Medium,No,No,Gym,North,Broker,Under_Construction
60097,Odisha,Cuttack,Locality_42,Apartment,3,2862,156.09,0.05,2009,Furnished,10,29,16,2,4,Medium,No,Yes,"Pool, Playground, Clubhouse, Garden, Gym",West,Owner,Under_Construction
60098,Maharashtra,Pune,Locality_144,Villa,4,1531,431.62,0.28,2003,Furnished,24,23,22,8,2,Low,No,Yes,"Gym, Garden, Clubhouse, Playground, Pool",West,Broker,Under_Construction
60099,West Bengal,Durgapur,Locality_454,Independent House,4,4322,48.24,0.01,2016,Semi-furnished,29,17,9,2,5,High,Yes,Yes,"Playground, Gym, Pool",South,Builder,Under_Construction
60100,Bihar,Gaya,Locality_399,Independent House,1,1625,76.83,0.05,2009,Unfurnished,24,17,16,5,6,High,No,Yes,Pool,North,Builder,Under_Construction
60101,Madhya Pradesh,Indore,Locality_270,Apartment,1,4316,262.29,0.06,1990,Semi-furnished,9,20,35,3,2,Medium,Yes,No,"Pool, Gym, Playground, Clubhouse, Garden",East,Builder,Under_Construction
60102,Karnataka,Bangalore,Locality_226,Independent House,2,971,115.84,0.12,2016,Semi-furnished,13,28,9,5,9,High,No,No,"Playground, Gym, Clubhouse, Garden",West,Owner,Ready_to_Move
60103,Odisha,Bhubaneswar,Locality_386,Apartment,3,1067,314.03,0.29,2017,Furnished,29,7,8,2,3,Medium,No,No,"Playground, Pool, Clubhouse, Garden, Gym",East,Owner,Under_Construction
60104,Telangana,Hyderabad,Locality_191,Apartment,3,3868,63.77,0.02,2014,Furnished,1,1,11,5,8,Low,No,No,"Garden, Playground, Gym, Clubhouse, Pool",South,Builder,Under_Construction
60105,Uttarakhand,Dehradun,Locality_380,Villa,3,3152,495.98,0.16,1995,Unfurnished,16,13,30,3,4,Low,No,No,"Clubhouse, Gym",North,Owner,Under_Construction
60106,Odisha,Bhubaneswar,Locality_6,Villa,4,644,72.73,0.11,2009,Semi-furnished,18,27,16,10,5,Low,Yes,Yes,"Pool, Playground, Clubhouse",West,Owner,Under_Construction
60107,Telangana,Warangal,Locality_421,Villa,2,793,334.19,0.42,2018,Semi-furnished,21,27,7,4,9,High,Yes,Yes,Garden,South,Broker,Ready_to_Move
60108,Jharkhand,Jamshedpur,Locality_335,Villa,3,3394,43.34,0.01,2001,Semi-furnished,4,20,24,4,6,Low,No,No,Gym,South,Builder,Ready_to_Move
60109,Rajasthan,Jodhpur,Locality_51,Independent House,2,627,158.78,0.25,2005,Furnished,17,9,20,3,2,Low,Yes,Yes,"Playground, Gym, Pool, Garden, Clubhouse",South,Owner,Under_Construction
60110,Chhattisgarh,Raipur,Locality_122,Villa,3,1995,409.65,0.21,2011,Semi-furnished,30,13,14,7,9,Low,Yes,Yes,"Garden, Clubhouse, Pool",East,Builder,Under_Construction
60111,Karnataka,Bangalore,Locality_460,Apartment,4,2940,190.96,0.06,1999,Semi-furnished,20,10,26,6,3,Low,Yes,Yes,"Garden, Gym, Clubhouse, Playground, Pool",South,Broker,Under_Construction
60112,Haryana,Faridabad,Locality_324,Independent House,2,1084,131.0,0.12,1994,Unfurnished,10,1,31,9,7,Low,Yes,No,"Gym, Pool, Clubhouse",East,Builder,Under_Construction
60113,Tamil Nadu,Chennai,Locality_376,Apartment,1,777,274.0,0.35,2006,Unfurnished,11,10,19,7,5,High,Yes,No,"Gym, Clubhouse, Garden",East,Builder,Ready_to_Move
60114,Punjab,Ludhiana,Locality_325,Independent House,2,3347,398.55,0.12,1998,Unfurnished,3,27,27,9,6,Low,Yes,Yes,Clubhouse,East,Owner,Under_Construction
60115,Madhya Pradesh,Bhopal,Locality_424,Villa,5,2945,383.29,0.13,2011,Furnished,12,5,14,1,8,Medium,No,No,"Playground, Garden, Pool",West,Builder,Ready_to_Move
60116,Rajasthan,Jodhpur,Locality_396,Apartment,3,2130,463.64,0.22,1992,Unfurnished,3,23,33,9,4,Low,No,No,"Garden, Clubhouse, Playground, Pool, Gym",West,Owner,Ready_to_Move
60117,Chhattisgarh,Bilaspur,Locality_208,Villa,5,1847,259.66,0.14,2006,Furnished,14,18,19,8,8,High,Yes,Yes,"Garden, Gym, Pool, Clubhouse",East,Broker,Ready_to_Move
60118,Andhra Pradesh,Vishakhapatnam,Locality_38,Independent House,2,1110,129.38,0.12,1991,Semi-furnished,17,6,34,9,1,Low,Yes,Yes,"Pool, Garden, Clubhouse",East,Owner,Ready_to_Move
60119,Uttarakhand,Dehradun,Locality_355,Villa,4,4885,440.81,0.09,2001,Semi-furnished,12,4,24,1,6,Medium,No,No,"Garden, Pool",West,Builder,Ready_to_Move
60120,Maharashtra,Nagpur,Locality_310,Villa,3,1395,339.87,0.24,1999,Unfurnished,1,4,26,5,1,High,Yes,Yes,Playground,South,Builder,Under_Construction
60121,Tamil Nadu,Coimbatore,Locality_346,Apartment,2,1669,224.28,0.13,2005,Furnished,5,13,20,6,2,Medium,No,Yes,Playground,North,Broker,Under_Construction
60122,Telangana,Hyderabad,Locality_90,Independent House,4,3935,254.12,0.06,2019,Unfurnished,29,8,6,10,2,Medium,Yes,No,"Garden, Pool",East,Owner,Under_Construction
60123,Assam,Guwahati,Locality_338,Apartment,3,1014,416.23,0.41,2010,Furnished,14,13,15,4,3,High,Yes,Yes,"Pool, Garden, Playground, Clubhouse",West,Owner,Ready_to_Move
60124,Delhi,New Delhi,Locality_103,Independent House,2,3758,391.47,0.1,2006,Semi-furnished,9,14,19,6,10,Medium,No,Yes,"Garden, Clubhouse, Pool, Playground, Gym",East,Owner,Under_Construction
60125,West Bengal,Durgapur,Locality_364,Apartment,1,1933,484.01,0.25,1992,Unfurnished,24,16,33,3,2,High,Yes,Yes,"Pool, Playground, Garden, Gym",East,Builder,Ready_to_Move
60126,Karnataka,Mangalore,Locality_371,Apartment,1,2760,121.61,0.04,2003,Semi-furnished,6,19,22,8,8,High,Yes,Yes,"Playground, Gym, Clubhouse, Garden, Pool",South,Owner,Ready_to_Move
60127,Odisha,Cuttack,Locality_30,Villa,3,2817,367.22,0.13,2010,Furnished,25,11,15,4,1,High,No,No,Gym,South,Owner,Under_Construction
60128,Haryana,Gurgaon,Locality_135,Independent House,3,1019,341.52,0.34,2000,Furnished,8,17,25,1,1,Low,Yes,No,"Pool, Garden, Clubhouse, Gym",North,Owner,Ready_to_Move
60129,Maharashtra,Nagpur,Locality_7,Independent House,1,3401,28.66,0.01,1997,Semi-furnished,7,6,28,8,3,High,No,Yes,"Playground, Pool, Garden, Gym",West,Broker,Under_Construction
60130,Karnataka,Bangalore,Locality_383,Apartment,3,2118,249.71,0.12,2020,Semi-furnished,30,20,5,2,8,Medium,Yes,Yes,"Gym, Playground, Garden",West,Builder,Ready_to_Move
60131,Maharashtra,Nagpur,Locality_157,Apartment,3,1401,214.9,0.15,2023,Furnished,25,26,2,4,6,High,No,Yes,"Pool, Gym",West,Builder,Under_Construction
60132,Andhra Pradesh,Vishakhapatnam,Locality_100,Apartment,3,3157,438.63,0.14,1996,Unfurnished,13,15,29,8,3,Medium,No,Yes,Garden,East,Builder,Under_Construction
60133,Uttarakhand,Haridwar,Locality_16,Villa,4,4133,232.32,0.06,2017,Unfurnished,12,19,8,9,7,High,No,Yes,"Garden, Clubhouse, Pool, Gym, Playground",South,Builder,Ready_to_Move
60134,Uttarakhand,Dehradun,Locality_240,Apartment,4,3947,165.44,0.04,2011,Unfurnished,29,21,14,2,7,High,Yes,Yes,"Pool, Playground, Gym, Garden, Clubhouse",South,Broker,Ready_to_Move
60135,Delhi,Dwarka,Locality_30,Villa,4,1611,114.36,0.07,2018,Unfurnished,0,21,7,6,2,High,No,Yes,"Pool, Playground, Garden, Clubhouse, Gym",West,Builder,Under_Construction
60136,Madhya Pradesh,Bhopal,Locality_441,Villa,1,1632,280.52,0.17,1998,Unfurnished,11,18,27,10,3,High,Yes,No,"Garden, Gym, Pool, Clubhouse",West,Broker,Under_Construction
60137,Madhya Pradesh,Bhopal,Locality_227,Villa,4,3339,357.26,0.11,2010,Semi-furnished,26,26,15,3,4,High,Yes,No,"Gym, Clubhouse, Playground, Pool, Garden",South,Broker,Ready_to_Move
60138,Assam,Silchar,Locality_430,Villa,5,3510,370.97,0.11,2011,Furnished,26,11,14,6,6,Low,No,No,"Playground, Gym, Garden, Clubhouse, Pool",North,Broker,Ready_to_Move
60139,Madhya Pradesh,Bhopal,Locality_423,Villa,2,3459,59.09,0.02,2010,Unfurnished,20,18,15,6,1,High,No,No,Playground,West,Builder,Under_Construction
60140,Jharkhand,Ranchi,Locality_128,Villa,4,4625,139.99,0.03,2018,Semi-furnished,14,11,7,4,3,High,No,No,"Clubhouse, Pool, Playground, Garden, Gym",West,Builder,Under_Construction
