ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
140013,Delhi,Dwarka,Locality_417,Independent House,3,2410,130.41,0.05,1995,Unfurnished,26,10,30,4,6,Low,No,Yes,"Garden, Playground",South,Builder,Under_Construction
140014,Chhattisgarh,Raipur,Locality_17,Independent House,5,528,50.51,0.1,2023,Semi-furnished,3,29,2,6,10,High,Yes,Yes,"Gym, Garden, Pool",East,Builder,Ready_to_Move
140015,Jharkhand,Ranchi,Locality_299,Independent House,2,1811,34.83,0.02,2001,Unfurnished,16,15,24,9,3,Low,No,No,"Playground, Gym, Pool, Clubhouse",North,Owner,Under_Construction
140016,Telangana,Hyderabad,Locality_162,Apartment,3,1815,151.49,0.08,2019,Semi-furnished,13,26,6,1,8,Low,No,Yes,"Pool, Garden",North,Broker,Ready_to_Move
140017,Madhya Pradesh,Bhopal,Locality_102,Independent House,2,1869,260.21,0.14,2023,Unfurnished,2,18,2,8,8,Medium,Yes,No,"Pool, Garden, Gym, Clubhouse",South,Owner,Ready_to_Move
140018,West Bengal,Kolkata,Locality_299,Villa,5,506,189.11,0.37,1996,Unfurnished,10,19,29,9,8,High,Yes,Yes,"Playground, Garden",East,Builder,Ready_to_Move
140019,Uttar Pradesh,Noida,Locality_262,Independent House,1,1469,94.69,0.06,2017,Furnished,3,9,8,8,4,Medium,Yes,Yes,Clubhouse,South,Builder,Under_Construction
140020,Telangana,Hyderabad,Locality_36,Independent House,5,1348,104.41,0.08,2014,Unfurnished,0,6,11,4,7,High,Yes,No,Playground,East,Broker,Ready_to_Move
140021,Uttarakhand,Haridwar,Locality_293,Villa,1,839,148.95,0.18,1997,Furnished,30,22,28,7,6,Low,Yes,Yes,"Pool, Clubhouse, Garden, Playground",East,Owner,Under_Construction
140022,Andhra Pradesh,Vishakhapatnam,Locality_372,Villa,2,3197,32.63,0.01,2004,Furnished,16,19,21,3,4,Low,No,No,Pool,East,Builder,Under_Construction
140023,Rajasthan,Jodhpur,Locality_401,Independent House,3,599,269.11,0.45,2004,Furnished,28,7,21,9,5,Low,No,Yes,"Playground, Garden",West,Owner,Ready_to_Move
140024,Maharashtra,Mumbai,Locality_420,Apartment,4,4455,10.48,0.0,2003,Unfurnished,16,6,22,4,9,High,No,Yes,"Clubhouse, Garden, Pool, Playground, Gym",West,Builder,Ready_to_Move
140025,Kerala,Kochi,Locality_415,Independent House,3,2213,402.06,0.18,2019,Semi-furnished,19,13,6,7,8,Medium,No,Yes,"Pool, Playground, Gym, Garden, Clubhouse",North,Broker,Ready_to_Move
140026,Bihar,Gaya,Locality_59,Villa,5,3902,117.97,0.03,2008,Furnished,14,21,17,5,6,Medium,No,Yes,"Playground, Clubhouse, Gym, Garden",South,Broker,Ready_to_Move
140027,Andhra Pradesh,Vijayawada,Locality_301,Villa,4,1427,335.68,0.24,2021,Unfurnished,0,14,4,4,3,Low,Yes,Yes,"Garden, Pool, Gym",East,Owner,Under_Construction
140028,Rajasthan,Jodhpur,Locality_12,Villa,3,2819,349.73,0.12,2021,Unfurnished,19,12,4,2,3,Low,Yes,Yes,Pool,South,Broker,Ready_to_Move
140029,Rajasthan,Jaipur,Locality_120,Apartment,3,2936,57.09,0.02,2023,Unfurnished,26,20,2,9,4,Medium,Yes,Yes,"Gym, Pool, Clubhouse",West,Broker,Under_Construction
140030,Uttarakhand,Haridwar,Locality_141,Apartment,5,3286,335.33,0.1,2023,Unfurnished,29,5,2,4,4,High,No,No,"Garden, Clubhouse",East,Builder,Ready_to_Move
140031,Chhattisgarh,Raipur,Locality_210,Independent House,1,2546,378.88,0.15,2014,Unfurnished,28,18,11,6,6,Medium,Yes,No,"Clubhouse, Playground",East,Owner,Ready_to_Move
140032,Haryana,Faridabad,Locality_402,Apartment,1,3400,226.94,0.07,2019,Furnished,11,17,6,3,1,High,No,No,"Gym, Playground",West,Broker,Ready_to_Move
140033,Chhattisgarh,Raipur,Locality_455,Villa,4,2152,402.98,0.19,2007,Furnished,19,16,18,3,3,High,Yes,Yes,"Gym, Garden, Playground, Clubhouse, Pool",West,Broker,Ready_to_Move
140034,Rajasthan,Jodhpur,Locality_205,Independent House,1,662,198.38,0.3,1997,Furnished,4,8,28,6,5,Medium,No,Yes,"Playground, Clubhouse, Garden, Gym, Pool",West,Broker,Ready_to_Move
140035,Punjab,Ludhiana,Locality_118,Apartment,4,1126,386.6,0.34,1991,Furnished,0,27,34,1,10,Low,No,No,"Pool, Gym, Playground, Garden",West,Broker,Ready_to_Move
140036,Maharashtra,Nagpur,Locality_29,Apartment,2,2642,404.66,0.15,1998,Unfurnished,16,1,27,1,5,Medium,Yes,No,Pool,South,Owner,Under_Construction
140037,Odisha,Cuttack,Locality_25,Independent House,1,606,51.95,0.09,2022,Unfurnished,10,27,3,1,6,Low,Yes,Yes,Clubhouse,North,Builder,Ready_to_Move
140038,Haryana,Faridabad,Locality_162,Villa,5,4892,185.72,0.04,2002,Furnished,13,16,23,3,4,Low,No,No,"Playground, Clubhouse, Garden, Pool, Gym",North,Builder,Ready_to_Move
140039,Andhra Pradesh,Vijayawada,Locality_183,Villa,1,3611,219.5,0.06,1997,Semi-furnished,25,26,28,3,2,High,No,Yes,"Garden, Playground, Clubhouse",East,Owner,Ready_to_Move
140040,Andhra Pradesh,Vishakhapatnam,Locality_338,Independent House,5,1559,248.52,0.16,1997,Furnished,15,4,28,2,6,Medium,Yes,Yes,"Clubhouse, Playground, Pool, Gym, Garden",South,Owner,Under_Construction
140041,Tamil Nadu,Coimbatore,Locality_482,Independent House,1,4352,188.37,0.04,1992,Semi-furnished,21,2,33,9,9,Low,No,Yes,"Gym, Playground, Clubhouse, Garden, Pool",East,Builder,Under_Construction
140042,Rajasthan,Jaipur,Locality_499,Apartment,3,3706,83.11,0.02,2011,Furnished,20,16,14,10,2,High,No,Yes,"Clubhouse, Playground",North,Builder,Under_Construction
140043,Tamil Nadu,Chennai,Locality_124,Independent House,2,1895,211.72,0.11,1994,Semi-furnished,12,5,31,8,4,Low,No,Yes,Clubhouse,North,Owner,Ready_to_Move
140044,Uttar Pradesh,Lucknow,Locality_395,Villa,5,964,423.71,0.44,2011,Semi-furnished,20,18,14,2,4,High,No,No,"Garden, Clubhouse, Gym, Pool",North,Broker,Ready_to_Move
140045,Odisha,Cuttack,Locality_328,Independent House,4,4418,333.71,0.08,2009,Semi-furnished,25,13,16,2,4,Medium,No,Yes,"Pool, Garden",South,Builder,Ready_to_Move
140046,Assam,Guwahati,Locality_35,Independent House,1,3222,260.9,0.08,1995,Semi-furnished,27,16,30,10,10,Low,No,Yes,"Gym, Garden",North,Broker,Ready_to_Move
140047,Kerala,Trivandrum,Locality_151,Villa,2,3265,209.96,0.06,1998,Semi-furnished,30,8,27,1,3,Medium,No,No,"Clubhouse, Playground, Garden",East,Broker,Ready_to_Move
140048,Rajasthan,Jaipur,Locality_401,Villa,2,4586,390.9,0.09,2021,Furnished,0,8,4,1,9,High,Yes,No,"Garden, Gym, Clubhouse, Pool, Playground",West,Owner,Ready_to_Move
140049,Gujarat,Ahmedabad,Locality_433,Villa,2,2864,150.58,0.05,2014,Furnished,5,23,11,9,3,High,No,No,Clubhouse,East,Owner,Under_Construction
140050,Andhra Pradesh,Vijayawada,Locality_101,Independent House,5,3607,184.79,0.05,1991,Semi-furnished,11,22,34,1,7,High,No,No,Playground,West,Broker,Ready_to_Move
140051,Karnataka,Mysore,Locality_362,Apartment,3,4082,221.75,0.05,2017,Furnished,23,22,8,9,2,Low,No,No,"Gym, Garden",North,Owner,Under_Construction
140052,Karnataka,Bangalore,Locality_303,Apartment,5,2506,468.77,0.19,2009,Unfurnished,7,21,16,8,3,Low,No,No,"Garden, Playground, Gym, Pool, Clubhouse",North,Builder,Ready_to_Move
140053,Uttar Pradesh,Lucknow,Locality_368,Independent House,5,684,138.6,0.2,2009,Unfurnished,9,6,16,3,1,High,Yes,Yes,Clubhouse,East,Broker,Ready_to_Move
140054,Punjab,Ludhiana,Locality_417,Apartment,3,2410,362.2,0.15,1994,Semi-furnished,3,30,31,3,2,Low,Yes,No,"Pool, Clubhouse, Gym, Garden",North,Broker,Under_Construction
140055,West Bengal,Kolkata,Locality_345,Villa,3,4676,414.28,0.09,1996,Unfurnished,20,23,29,2,3,Low,Yes,No,"Playground, Gym",North,Builder,Ready_to_Move
140056,Jharkhand,Jamshedpur,Locality_312,Independent House,3,2451,190.03,0.08,2000,Semi-furnished,12,19,25,2,6,Medium,Yes,No,"Playground, Gym, Garden",North,Broker,Ready_to_Move
140057,Gujarat,Surat,Locality_225,Independent House,4,1992,461.43,0.23,1998,Semi-furnished,30,26,27,10,3,Low,No,No,Pool,North,Broker,Ready_to_Move
140058,Chhattisgarh,Raipur,Locality_341,Independent House,5,2538,50.03,0.02,2007,Semi-furnished,15,17,18,5,3,Medium,Yes,No,"Pool, Garden, Clubhouse, Gym",South,Broker,Ready_to_Move
140059,Andhra Pradesh,Vijayawada,Locality_278,Apartment,3,4670,156.37,0.03,1999,Unfurnished,17,21,26,2,4,High,Yes,No,"Gym, Playground, Garden",East,Broker,Ready_to_Move
140060,Delhi,New Delhi,Locality_135,Independent House,1,2225,257.9,0.12,1995,Unfurnished,0,30,30,4,6,Low,Yes,No,Garden,North,Owner,Under_Construction
140061,Punjab,Ludhiana,Locality_129,Apartment,1,4583,409.63,0.09,1997,Semi-furnished,7,29,28,9,9,Low,Yes,Yes,"Garden, Pool, Playground, Clubhouse, Gym",South,Builder,Under_Construction
140062,Jharkhand,Ranchi,Locality_314,Independent House,3,4885,212.49,0.04,2005,Semi-furnished,26,26,20,9,4,Low,Yes,No,"Playground, Pool, Gym",North,Builder,Under_Construction
140063,Gujarat,Surat,Locality_308,Villa,3,1898,196.19,0.1,2007,Furnished,20,28,18,4,2,Low,Yes,Yes,"Playground, Gym, Pool, Clubhouse, Garden",North,Owner,Ready_to_Move
140064,Jharkhand,Jamshedpur,Locality_199,Villa,4,3106,35.9,0.01,2015,Unfurnished,14,17,10,2,4,Low,Yes,No,"Playground, Garden, Gym, Pool",North,Builder,Under_Construction
140065,Delhi,Dwarka,Locality_48,Apartment,1,3130,90.21,0.03,2014,Semi-furnished,6,6,11,6,4,Medium,No,No,Playground,South,Builder,Ready_to_Move
140066,Bihar,Patna,Locality_242,Apartment,3,842,20.39,0.02,2005,Unfurnished,19,6,20,7,3,Low,Yes,Yes,"Pool, Gym, Clubhouse, Garden, Playground",West,Builder,Ready_to_Move
140067,Madhya Pradesh,Bhopal,Locality_478,Independent House,4,1389,280.41,0.2,1993,Semi-furnished,2,8,32,3,7,Low,No,No,"Garden, Gym, Clubhouse, Playground, Pool",East,Owner,Ready_to_Move
140068,Gujarat,Ahmedabad,Locality_448,Villa,3,2352,25.66,0.01,2007,Unfurnished,6,12,18,2,2,Medium,Yes,No,"Clubhouse, Playground, Garden, Pool",South,Broker,Under_Construction
140069,Uttarakhand,Haridwar,Locality_333,Apartment,1,4739,137.42,0.03,2001,Semi-furnished,25,12,24,8,9,High,Yes,No,Playground,South,Builder,Under_Construction
140070,Chhattisgarh,Bilaspur,Locality_90,Independent House,5,1494,35.97,0.02,1992,Unfurnished,24,20,33,5,8,High,Yes,Yes,"Gym, Garden, Clubhouse, Pool",North,Builder,Ready_to_Move
140071,Jharkhand,Jamshedpur,Locality_298,Villa,2,4815,188.21,0.04,2004,Furnished,14,18,21,7,6,Low,Yes,Yes,Clubhouse,West,Builder,Under_Construction
140072,Telangana,Hyderabad,Locality_408,Apartment,1,2731,112.73,0.04,2003,Furnished,30,6,22,10,1,Medium,Yes,No,"Pool, Garden, Playground, Clubhouse, Gym",North,Builder,Ready_to_Move
140073,Jharkhand,Jamshedpur,Locality_129,Independent House,2,3077,183.05,0.06,1992,Furnished,7,13,33,6,4,High,Yes,Yes,"Pool, Gym",North,Owner,Under_Construction
140074,Andhra Pradesh,Vijayawada,Locality_294,Independent House,3,1134,178.46,0.16,2018,Semi-furnished,2,11,7,7,2,Medium,No,Yes,Clubhouse,North,Builder,Ready_to_Move
140075,Delhi,New Delhi,Locality_82,Apartment,2,2236,31.12,0.01,2019,Semi-furnished,2,17,6,8,7,Medium,No,No,"Playground, Pool, Gym, Garden, Clubhouse",South,Broker,Ready_to_Move
140076,Assam,Guwahati,Locality_129,Apartment,2,4764,413.31,0.09,2019,Furnished,29,3,6,1,1,High,No,No,"Clubhouse, Garden",East,Owner,Ready_to_Move
140077,Madhya Pradesh,Indore,Locality_194,Apartment,4,2347,228.51,0.1,1993,Furnished,9,15,32,10,6,Low,Yes,No,"Clubhouse, Pool",West,Broker,Under_Construction
140078,Karnataka,Mysore,Locality_85,Independent House,2,3973,128.32,0.03,1998,Unfurnished,8,1,27,8,9,Low,Yes,No,"Pool, Playground, Garden, Gym, Clubhouse",South,Builder,Ready_to_Move
140079,Gujarat,Ahmedabad,Locality_197,Villa,3,2317,62.81,0.03,2017,Semi-furnished,23,22,8,7,2,Medium,No,Yes,"Playground, Clubhouse, Garden",North,Owner,Under_Construction
140080,Assam,Silchar,Locality_372,Apartment,5,3830,22.8,0.01,2005,Semi-furnished,5,25,20,3,7,Low,Yes,No,Garden,East,Owner,Ready_to_Move
140081,Chhattisgarh,Raipur,Locality_196,Independent House,5,2750,60.52,0.02,2021,Semi-furnished,25,19,4,6,6,Medium,No,No,"Playground, Gym, Pool",West,Owner,Ready_to_Move
140082,Bihar,Patna,Locality_478,Apartment,5,1576,488.35,0.31,2008,Semi-furnished,16,13,17,8,8,Medium,No,No,"Playground, Clubhouse, Garden",West,Builder,Under_Construction
140083,Maharashtra,Nagpur,Locality_154,Villa,3,4737,386.38,0.08,1992,Unfurnished,1,30,33,10,5,Medium,No,Yes,"Pool, Playground, Clubhouse, Gym, Garden",East,Owner,Ready_to_Move
140084,Uttar Pradesh,Noida,Locality_129,Villa,5,579,182.72,0.32,2023,Furnished,4,22,2,3,4,Low,No,No,"Garden, Gym, Playground, Pool, Clubhouse",West,Owner,Under_Construction
140085,Uttar Pradesh,Lucknow,Locality_14,Apartment,2,1359,235.36,0.17,2016,Unfurnished,3,25,9,2,7,Low,No,Yes,"Pool, Clubhouse, Gym, Garden, Playground",North,Broker,Ready_to_Move
140086,Odisha,Bhubaneswar,Locality_78,Villa,4,4381,295.44,0.07,2000,Semi-furnished,4,26,25,4,6,Low,No,No,"Playground, Clubhouse",North,Broker,Under_Construction
140087,Uttar Pradesh,Noida,Locality_444,Villa,1,2338,13.61,0.01,2005,Unfurnished,19,24,20,10,10,Low,No,No,"Clubhouse, Gym, Playground, Pool",West,Builder,Ready_to_Move
140088,Telangana,Hyderabad,Locality_354,Independent House,3,3242,116.55,0.04,2012,Unfurnished,0,7,13,8,5,Medium,Yes,No,"Pool, Clubhouse, Garden, Gym",East,Owner,Under_Construction
140089,Uttar Pradesh,Noida,Locality_281,Villa,3,1569,209.08,0.13,2019,Unfurnished,2,9,6,5,6,Medium,Yes,No,"Gym, Garden, Pool, Clubhouse",North,Owner,Under_Construction
140090,Telangana,Warangal,Locality_83,Independent House,4,1904,268.3,0.14,1991,Furnished,15,20,34,7,6,High,No,No,"Pool, Garden, Playground, Gym, Clubhouse",North,Owner,Ready_to_Move
140091,Haryana,Faridabad,Locality_420,Independent House,3,3927,485.4,0.12,1991,Unfurnished,20,17,34,10,1,Medium,Yes,No,"Gym, Pool, Clubhouse",East,Owner,Ready_to_Move
140092,West Bengal,Durgapur,Locality_276,Apartment,5,3893,129.19,0.03,1991,Unfurnished,18,16,34,10,8,Medium,No,Yes,"Playground, Clubhouse, Garden",East,Owner,Ready_to_Move
140093,Madhya Pradesh,Bhopal,Locality_145,Villa,2,986,97.59,0.1,2010,Unfurnished,7,5,15,6,3,High,No,No,Clubhouse,East,Broker,Under_Construction
140094,Uttarakhand,Dehradun,Locality_382,Apartment,5,4282,325.33,0.08,2011,Unfurnished,18,8,14,10,6,Low,No,Yes,"Clubhouse, Gym, Garden",North,Broker,Under_Construction
140095,Kerala,Kochi,Locality_202,Apartment,5,759,60.57,0.08,1998,Furnished,19,27,27,3,6,High,No,No,Gym,East,Broker,Under_Construction
140096,Telangana,Hyderabad,Locality_376,Independent House,4,2351,322.16,0.14,2004,Semi-furnished,29,11,21,4,2,Low,Yes,No,"Gym, Pool, Garden, Clubhouse",North,Broker,Ready_to_Move
140097,Uttarakhand,Dehradun,Locality_128,Villa,2,2616,49.45,0.02,1990,Unfurnished,5,22,35,5,3,High,No,No,"Gym, Playground, Garden, Clubhouse, Pool",West,Broker,Under_Construction
140098,Telangana,Warangal,Locality_150,Independent House,2,3410,383.29,0.11,2010,Unfurnished,18,1,15,4,3,Medium,No,Yes,"Garden, Gym, Pool",South,Owner,Under_Construction
140099,Karnataka,Mangalore,Locality_365,Apartment,3,1060,29.44,0.03,2010,Unfurnished,5,17,15,3,3,High,No,Yes,Pool,North,Broker,Ready_to_Move
140100,Rajasthan,Jaipur,Locality_449,Independent House,3,2834,392.38,0.14,2019,Semi-furnished,1,29,6,10,1,Medium,No,Yes,"Garden, Playground",East,Builder,Ready_to_Move
140101,Uttar Pradesh,Noida,Locality_151,Independent House,5,4533,100.67,0.02,2020,Furnished,10,4,5,2,5,Medium,Yes,Yes,"Playground, Garden, Pool",North,Builder,Ready_to_Move
140102,Tamil Nadu,Chennai,Locality_479,Villa,4,3092,176.49,0.06,1997,Furnished,22,30,28,4,4,High,Yes,No,"Clubhouse, Pool, Garden",West,Owner,Ready_to_Move
140103,Punjab,Ludhiana,Locality_297,Independent House,3,3029,28.4,0.01,2020,Furnished,23,19,5,6,6,High,No,No,"Playground, Clubhouse",South,Broker,Under_Construction
140104,Karnataka,Mangalore,Locality_15,Villa,3,2344,62.59,0.03,2023,Unfurnished,9,6,2,8,10,Low,No,No,"Gym, Playground",South,Owner,Ready_to_Move
140105,Uttarakhand,Dehradun,Locality_251,Villa,1,2732,253.85,0.09,2021,Unfurnished,30,20,4,8,10,High,Yes,Yes,"Pool, Garden, Gym, Playground, Clubhouse",North,Builder,Under_Construction
140106,Punjab,Amritsar,Locality_307,Villa,3,2588,280.04,0.11,2015,Furnished,13,5,10,9,2,High,Yes,No,"Clubhouse, Playground",West,Broker,Under_Construction
140107,Kerala,Kochi,Locality_463,Villa,1,779,218.18,0.28,1999,Semi-furnished,19,1,26,3,3,Low,Yes,Yes,"Clubhouse, Gym, Playground",North,Broker,Ready_to_Move
140108,Karnataka,Bangalore,Locality_228,Apartment,1,3065,68.39,0.02,1991,Unfurnished,29,18,34,6,3,Medium,No,Yes,"Playground, Pool",South,Broker,Ready_to_Move
140109,Rajasthan,Jodhpur,Locality_190,Independent House,4,4280,453.32,0.11,2010,Unfurnished,26,12,15,2,2,High,No,No,"Gym, Pool",South,Owner,Ready_to_Move
140110,Andhra Pradesh,Vijayawada,Locality_431,Independent House,5,2404,279.48,0.12,2005,Semi-furnished,29,28,20,9,5,Low,No,Yes,"Gym, Clubhouse, Garden, Playground",South,Builder,Ready_to_Move
140111,Assam,Guwahati,Locality_34,Independent House,1,710,97.15,0.14,2001,Furnished,3,15,24,4,6,Low,Yes,No,"Garden, Gym, Clubhouse, Pool",North,Broker,Under_Construction
140112,Punjab,Ludhiana,Locality_286,Villa,1,3237,467.44,0.14,2014,Furnished,14,21,11,4,6,Low,Yes,Yes,"Gym, Clubhouse, Pool, Garden, Playground",East,Builder,Ready_to_Move
140113,Tamil Nadu,Chennai,Locality_203,Villa,1,1220,230.71,0.19,1996,Semi-furnished,14,5,29,8,1,Low,Yes,Yes,"Gym, Garden, Pool",East,Owner,Ready_to_Move
140114,Jharkhand,Jamshedpur,Locality_23,Villa,1,933,132.53,0.14,1990,Furnished,26,20,35,5,6,High,No,No,"Garden, Playground, Pool, Gym",West,Broker,Ready_to_Move
140115,Gujarat,Surat,Locality_166,Independent House,5,1316,92.2,0.07,2009,Unfurnished,30,2,16,5,3,Low,No,Yes,"Pool, Playground, Garden, Gym, Clubhouse",South,Broker,Under_Construction
140116,Rajasthan,Jaipur,Locality_332,Independent House,5,2446,442.28,0.18,2005,Semi-furnished,30,29,20,2,10,Low,Yes,No,"Pool, Gym, Garden, Playground, Clubhouse",West,Broker,Ready_to_Move
140117,Kerala,Trivandrum,Locality_474,Villa,4,2220,260.64,0.12,1991,Semi-furnished,7,18,34,4,7,High,No,No,"Garden, Clubhouse, Playground",East,Broker,Under_Construction
140118,Uttar Pradesh,Noida,Locality_100,Apartment,2,4185,266.78,0.06,1996,Semi-furnished,29,21,29,5,9,Medium,No,No,"Gym, Pool, Clubhouse, Playground",East,Owner,Under_Construction
140119,Chhattisgarh,Bilaspur,Locality_163,Apartment,5,1602,16.05,0.01,2004,Semi-furnished,10,25,21,1,7,High,Yes,Yes,"Pool, Playground, Garden",West,Owner,Under_Construction
140120,Madhya Pradesh,Indore,Locality_392,Villa,1,3751,203.91,0.05,2005,Semi-furnished,0,12,20,4,10,Low,No,No,"Clubhouse, Gym, Pool, Playground, Garden",East,Builder,Ready_to_Move
140121,Telangana,Warangal,Locality_344,Villa,4,2289,129.6,0.06,2019,Furnished,14,18,6,7,8,Medium,No,Yes,"Playground, Gym, Pool, Garden",South,Builder,Under_Construction
140122,Rajasthan,Jodhpur,Locality_124,Independent House,5,3025,164.08,0.05,2014,Semi-furnished,21,14,11,4,4,Low,Yes,No,"Gym, Garden, Clubhouse, Pool, Playground",East,Broker,Under_Construction
140123,Jharkhand,Ranchi,Locality_348,Apartment,5,3791,24.61,0.01,1996,Semi-furnished,27,28,29,1,7,Medium,No,Yes,"Pool, Gym, Garden, Playground",East,Owner,Ready_to_Move
140124,Karnataka,Bangalore,Locality_343,Independent House,4,4329,242.23,0.06,1991,Semi-furnished,12,3,34,7,8,High,No,No,"Playground, Pool, Garden",North,Broker,Under_Construction
140125,Bihar,Patna,Locality_412,Apartment,2,610,96.01,0.16,2010,Semi-furnished,4,18,15,8,8,Low,No,No,"Playground, Pool, Clubhouse",North,Builder,Ready_to_Move
140126,Haryana,Gurgaon,Locality_121,Independent House,1,3315,177.65,0.05,2014,Furnished,0,24,11,6,8,High,Yes,Yes,Playground,South,Owner,Under_Construction
140127,West Bengal,Durgapur,Locality_103,Villa,2,1036,446.73,0.43,2020,Furnished,28,12,5,10,7,High,Yes,No,"Clubhouse, Gym, Garden, Playground, Pool",South,Broker,Ready_to_Move
140128,Haryana,Gurgaon,Locality_89,Independent House,2,2775,168.5,0.06,2010,Furnished,16,10,15,7,10,Medium,No,No,"Playground, Pool, Garden, Gym, Clubhouse",East,Owner,Ready_to_Move
140129,Maharashtra,Mumbai,Locality_423,Apartment,2,2191,163.43,0.07,2009,Furnished,2,23,16,1,10,Low,Yes,No,"Pool, Clubhouse, Gym",West,Builder,Ready_to_Move
140130,Rajasthan,Jaipur,Locality_305,Villa,1,1392,313.33,0.23,2018,Furnished,10,13,7,5,8,Low,Yes,No,Pool,East,Owner,Under_Construction
140131,Odisha,Cuttack,Locality_482,Villa,4,4899,431.54,0.09,2021,Semi-furnished,17,3,4,7,5,Medium,Yes,No,"Garden, Pool, Gym",East,Broker,Under_Construction
140132,Odisha,Bhubaneswar,Locality_65,Villa,1,544,107.04,0.2,2009,Furnished,13,25,16,3,6,Medium,No,Yes,"Gym, Pool",North,Broker,Ready_to_Move
140133,Odisha,Bhubaneswar,Locality_417,Independent House,4,4989,173.57,0.03,1992,Furnished,28,2,33,3,4,Low,Yes,Yes,Clubhouse,West,Broker,Under_Construction
140134,Telangana,Hyderabad,Locality_453,Apartment,5,1163,75.12,0.06,1992,Semi-furnished,9,22,33,9,5,Low,Yes,Yes,"Clubhouse, Gym, Playground",South,Owner,Under_Construction
140135,Haryana,Gurgaon,Locality_74,Villa,5,2435,38.59,0.02,2000,Furnished,7,18,25,3,2,Medium,Yes,Yes,Clubhouse,West,Owner,Under_Construction
140136,Chhattisgarh,Raipur,Locality_67,Independent House,5,3982,417.07,0.1,2021,Semi-furnished,20,12,4,6,3,High,Yes,No,Pool,East,Owner,Ready_to_Move
140137,Haryana,Gurgaon,Locality_230,Apartment,2,4799,287.39,0.06,1998,Unfurnished,19,11,27,1,9,Low,Yes,No,"Playground, Gym, Pool, Clubhouse",South,Broker,Ready_to_Move
140138,Maharashtra,Pune,Locality_196,Villa,1,574,173.83,0.3,2019,Unfurnished,19,26,6,2,7,Low,Yes,No,"Clubhouse, Playground",West,Builder,Ready_to_Move
140139,Rajasthan,Jodhpur,Locality_274,Independent House,3,2251,405.17,0.18,2006,Unfurnished,1,17,19,7,3,Low,Yes,No,"Gym, Garden, Pool",West,Owner,Ready_to_Move
140140,Rajasthan,Jodhpur,Locality_138,Villa,1,1868,77.53,0.04,2013,Semi-furnished,11,7,12,5,4,Medium,Yes,No,"Clubhouse, Playground",West,Broker,Ready_to_Move
