ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
100035,Assam,Guwahati,Locality_27,Apartment,2,990,20.47,0.02,1995,Unfurnished,2,17,30,4,2,Low,No,Yes,"Gym, Clubhouse, Garden, Playground",North,Owner,Under_Construction
100036,Bihar,Gaya,Locality_196,Independent House,3,509,434.57,0.85,1996,Furnished,29,1,29,3,5,Low,No,Yes,"Clubhouse, Pool, Playground, Gym, Garden",South,Builder,Under_Construction
100037,Andhra Pradesh,Vijayawada,Locality_364,Villa,2,2023,135.93,0.07,2000,Semi-furnished,12,29,25,7,2,High,No,Yes,"Playground, Clubhouse, Garden, Gym, Pool",West,Broker,Under_Construction
100038,Bihar,Patna,Locality_158,Apartment,5,2259,36.81,0.02,1994,Unfurnished,3,6,31,7,8,High,No,No,"Garden, Playground, Gym, Clubhouse",South,Builder,Ready_to_Move
100039,Jharkhand,Jamshedpur,Locality_384,Independent House,3,3556,258.0,0.07,2003,Semi-furnished,14,1,22,6,4,Medium,No,Yes,"Garden, Clubhouse, Gym, Pool, Playground",West,Owner,Ready_to_Move
100040,Assam,Silchar,Locality_401,Independent House,2,4763,320.22,0.07,1992,Unfurnished,10,8,33,1,3,Medium,No,Yes,"Pool, Playground, Clubhouse, Garden, Gym",West,Builder,Under_Construction
100041,Uttarakhand,Dehradun,Locality_413,Apartment,1,4471,46.09,0.01,1991,Semi-furnished,18,21,34,1,2,Medium,Yes,No,"Playground, Clubhouse, Pool, Gym",South,Builder,Under_Construction
100042,Bihar,Patna,Locality_18,Apartment,3,1636,270.29,0.17,2000,Unfurnished,5,28,25,10,2,Low,No,Yes,"Garden, Gym",West,Owner,Under_Construction
100043,Telangana,Hyderabad,Locality_14,Apartment,4,1976,387.3,0.2,2017,Semi-furnished,2,16,8,9,10,Low,No,Yes,Pool,North,Broker,Under_Construction
100044,Kerala,Kochi,Locality_174,Villa,5,4496,385.3,0.09,1994,Semi-furnished,7,24,31,9,2,Medium,Yes,Yes,"Gym, Playground, Clubhouse, Pool",West,Builder,Under_Construction
100045,Kerala,Trivandrum,Locality_96,Independent House,2,2918,449.09,0.15,2005,Unfurnished,10,12,20,6,2,High,No,No,Pool,East,Owner,Under_Construction
100046,Uttar Pradesh,Noida,Locality_361,Villa,4,1510,218.67,0.14,2011,Semi-furnished,11,21,14,5,4,Medium,No,Yes,"Garden, Pool, Playground",South,Owner,Under_Construction
100047,Rajasthan,Jodhpur,Locality_196,Villa,2,1075,440.18,0.41,2011,Semi-furnished,29,17,14,2,7,High,Yes,Yes,"Garden, Gym, Playground, Clubhouse, Pool",West,Broker,Under_Construction
100048,Delhi,New Delhi,Locality_411,Apartment,3,3275,464.0,0.14,2002,Unfurnished,29,12,23,4,9,Low,No,Yes,"Clubhouse, Playground, Garden, Gym",North,Owner,Under_Construction
100049,Gujarat,Surat,Locality_33,Independent House,3,3868,412.75,0.11,1999,Semi-furnished,27,29,26,9,7,Medium,No,No,"Pool, Playground, Gym",West,Broker,Under_Construction
100050,Haryana,Gurgaon,Locality_51,Independent House,4,4850,79.61,0.02,1993,Semi-furnished,16,6,32,4,9,High,Yes,No,"Playground, Gym",East,Builder,Under_Construction
100051,Punjab,Ludhiana,Locality_315,Villa,5,3168,187.15,0.06,2004,Unfurnished,27,20,21,2,7,Low,Yes,Yes,"Gym, Playground",North,Owner,Ready_to_Move
100052,Odisha,Cuttack,Locality_197,Independent House,3,1715,45.58,0.03,2017,Furnished,17,9,8,7,8,Low,Yes,Yes,"Clubhouse, Playground, Pool, Garden",West,Owner,Ready_to_Move
100053,Madhya Pradesh,Bhopal,Locality_374,Villa,1,2166,42.78,0.02,2007,Unfurnished,28,27,18,6,5,Low,Yes,No,"Garden, Gym",South,Owner,Under_Construction
100054,Andhra Pradesh,Vishakhapatnam,Locality_215,Villa,3,1053,421.31,0.4,2014,Semi-furnished,21,10,11,9,5,High,No,Yes,"Pool, Playground, Clubhouse, Gym",North,Owner,Under_Construction
100055,Maharashtra,Mumbai,Locality_137,Independent House,3,4975,184.52,0.04,2017,Furnished,29,22,8,5,4,Medium,No,No,Garden,South,Owner,Under_Construction
100056,Chhattisgarh,Raipur,Locality_255,Independent House,4,1972,428.31,0.22,2015,Furnished,18,8,10,4,1,High,No,Yes,"Pool, Clubhouse, Garden",North,Builder,Ready_to_Move
100057,Maharashtra,Mumbai,Locality_74,Villa,4,4587,179.13,0.04,1998,Unfurnished,21,29,27,4,6,Medium,No,Yes,"Clubhouse, Pool, Playground, Garden, Gym",East,Broker,Under_Construction
100058,Maharashtra,Nagpur,Locality_391,Apartment,3,2172,94.57,0.04,2001,Unfurnished,30,21,24,4,6,Medium,No,No,"Gym, Clubhouse, Garden, Pool",East,Builder,Under_Construction
100059,Bihar,Patna,Locality_212,Independent House,5,4234,409.27,0.1,2002,Unfurnished,15,15,23,8,5,Low,No,No,"Gym, Pool, Garden, Clubhouse, Playground",South,Builder,Ready_to_Move
100060,Uttarakhand,Haridwar,Locality_458,Apartment,5,3166,465.75,0.15,2009,Semi-furnished,29,16,16,2,1,High,No,No,"Gym, Clubhouse, Garden, Pool, Playground",South,Owner,Ready_to_Move
100061,Rajasthan,Jaipur,Locality_184,Apartment,5,3894,56.82,0.01,1994,Furnished,23,12,31,7,2,Medium,No,Yes,Garden,East,Owner,Ready_to_Move
100062,Odisha,Bhubaneswar,Locality_210,Apartment,4,956,319.96,0.33,2021,Furnished,28,13,4,8,2,Low,No,No,"Pool, Gym",North,Broker,Under_Construction
100063,Andhra Pradesh,Vijayawada,Locality_329,Apartment,1,3113,198.22,0.06,2018,Semi-furnished,24,19,7,10,4,High,Yes,Yes,Gym,South,Builder,Ready_to_Move
100064,Gujarat,Ahmedabad,Locality_276,Apartment,3,530,52.79,0.1,2006,Furnished,6,9,19,2,8,Medium,Yes,Yes,"Clubhouse, Playground, Pool, Gym",South,Broker,Under_Construction
100065,Gujarat,Surat,Locality_45,Apartment,2,4191,174.14,0.04,2014,Unfurnished,27,15,11,3,5,Medium,Yes,Yes,"Playground, Clubhouse",West,Owner,Ready_to_Move
100066,Kerala,Trivandrum,Locality_478,Independent House,5,3807,410.9,0.11,2007,Unfurnished,7,25,18,8,8,Low,No,No,Clubhouse,North,Owner,Ready_to_Move
100067,Tamil Nadu,Chennai,Locality_404,Independent House,4,2667,388.71,0.15,2023,Unfurnished,15,7,2,1,8,High,Yes,Yes,Playground,East,Owner,Ready_to_Move
100068,Kerala,Trivandrum,Locality_153,Villa,5,3989,208.03,0.05,1999,Semi-furnished,4,15,26,5,3,Medium,Yes,No,"Garden, Clubhouse, Pool, Playground",South,Owner,Under_Construction
100069,Delhi,Dwarka,Locality_195,Apartment,4,953,149.73,0.16,1997,Furnished,19,2,28,7,1,Medium,Yes,Yes,"Playground, Garden",West,Owner,Under_Construction
100070,Uttarakhand,Haridwar,Locality_37,Apartment,5,4145,423.96,0.1,2019,Unfurnished,18,22,6,10,7,Low,No,Yes,"Pool, Garden, Clubhouse, Playground, Gym",North,Owner,Under_Construction
100071,Chhattisgarh,Bilaspur,Locality_341,Villa,2,4390,321.99,0.07,2011,Furnished,6,14,14,5,8,Low,No,Yes,"Pool, Playground, Clubhouse, Garden",East,Broker,Under_Construction
100072,Tamil Nadu,Coimbatore,Locality_386,Independent House,2,1688,40.29,0.02,2014,Semi-furnished,8,25,11,9,1,High,Yes,No,Playground,South,Owner,Ready_to_Move
100073,Karnataka,Bangalore,Locality_488,Apartment,1,1440,399.84,0.28,1994,Unfurnished,28,29,31,10,10,Low,Yes,Yes,"Pool, Garden, Clubhouse, Gym, Playground",West,Owner,Ready_to_Move
100074,West Bengal,Durgapur,Locality_457,Apartment,5,2038,106.1,0.05,2007,Semi-furnished,23,5,18,1,2,High,No,Yes,"Pool, Clubhouse",North,Builder,Ready_to_Move
100075,Haryana,Faridabad,Locality_240,Villa,5,4624,33.56,0.01,2013,Semi-furnished,22,9,12,4,10,High,No,No,Playground,South,Broker,Ready_to_Move
100076,Maharashtra,Pune,Locality_494,Apartment,1,1655,469.9,0.28,2004,Furnished,5,10,21,7,5,High,No,No,"Clubhouse, Gym, Pool, Playground, Garden",South,Broker,Under_Construction
100077,Odisha,Bhubaneswar,Locality_64,Apartment,3,3478,149.05,0.04,1993,Unfurnished,17,12,32,3,1,Medium,Yes,No,Garden,South,Builder,Ready_to_Move
100078,Chhattisgarh,Raipur,Locality_298,Independent House,2,653,156.55,0.24,2023,Furnished,6,30,2,6,1,Medium,No,Yes,Garden,East,Broker,Ready_to_Move
100079,Haryana,Faridabad,Locality_149,Villa,1,3986,259.96,0.07,2001,Unfurnished,29,29,24,7,9,Low,Yes,No,"Gym, Garden, Clubhouse",South,Broker,Under_Construction
100080,Uttar Pradesh,Noida,Locality_4,Villa,4,512,42.96,0.08,2015,Furnished,25,29,10,1,3,Medium,Yes,No,"Pool, Playground, Garden, Clubhouse",North,Builder,Ready_to_Move
100081,Bihar,Gaya,Locality_323,Independent House,4,1134,302.22,0.27,1993,Furnished,1,10,32,10,4,High,No,Yes,"Garden, Gym, Playground, Pool",West,Owner,Under_Construction
100082,Uttar Pradesh,Lucknow,Locality_463,Villa,5,2536,31.86,0.01,2001,Semi-furnished,23,15,24,3,8,Low,No,No,"Gym, Clubhouse, Garden, Pool, Playground",West,Builder,Under_Construction
100083,Rajasthan,Jodhpur,Locality_307,Independent House,2,1446,73.11,0.05,1996,Unfurnished,10,20,29,9,9,High,Yes,No,"Gym, Pool, Playground",North,Broker,Ready_to_Move
100084,Haryana,Gurgaon,Locality_20,Villa,1,4989,396.53,0.08,1998,Furnished,15,19,27,4,10,Low,Yes,Yes,"Pool, Playground",West,Owner,Under_Construction
100085,Maharashtra,Nagpur,Locality_252,Villa,3,4213,37.93,0.01,2017,Semi-furnished,24,14,8,3,8,Low,Yes,No,"Gym, Garden, Clubhouse, Playground, Pool",North,Broker,Under_Construction
100086,Gujarat,Surat,Locality_80,Villa,1,2357,122.22,0.05,1998,Furnished,24,22,27,6,6,High,Yes,No,"Playground, Pool, Garden",West,Owner,Ready_to_Move
100087,Maharashtra,Nagpur,Locality_284,Villa,4,4131,110.53,0.03,2018,Semi-furnished,19,18,7,5,1,High,Yes,No,"Pool, Gym, Playground, Clubhouse",East,Broker,Ready_to_Move
100088,Telangana,Warangal,Locality_15,Independent House,1,4490,385.11,0.09,2016,Furnished,21,20,9,5,7,Medium,Yes,Yes,"Garden, Gym, Playground",North,Broker,Under_Construction
100089,Odisha,Bhubaneswar,Locality_480,Independent House,3,4025,263.97,0.07,2008,Semi-furnished,0,7,17,3,10,Low,Yes,Yes,"Pool, Gym, Garden, Playground, Clubhouse",North,Broker,Ready_to_Move
100090,West Bengal,Durgapur,Locality_131,Independent House,5,3749,147.71,0.04,2012,Furnished,27,29,13,9,9,High,Yes,Yes,Pool,West,Owner,Ready_to_Move
100091,Uttar Pradesh,Lucknow,Locality_133,Villa,5,2638,165.11,0.06,2000,Furnished,9,11,25,10,5,High,Yes,No,Pool,East,Builder,Under_Construction
100092,Chhattisgarh,Bilaspur,Locality_229,Independent House,1,4627,463.7,0.1,2008,Semi-furnished,19,2,17,9,7,Medium,Yes,No,"Clubhouse, Playground, Gym, Pool",North,Owner,Under_Construction
100093,West Bengal,Kolkata,Locality_53,Independent House,1,1943,450.52,0.23,2014,Unfurnished,7,18,11,9,4,Medium,No,Yes,"Gym, Playground, Clubhouse, Garden",East,Broker,Ready_to_Move
100094,Bihar,Gaya,Locality_406,Apartment,1,2481,493.65,0.2,2006,Unfurnished,0,5,19,7,7,Low,Yes,Yes,"Pool, Playground",South,Broker,Ready_to_Move
100095,Assam,Guwahati,Locality_215,Villa,5,821,364.12,0.44,2022,Semi-furnished,0,24,3,10,1,Low,No,No,"Gym, Clubhouse, Playground",East,Builder,Ready_to_Move
100096,Tamil Nadu,Coimbatore,Locality_268,Apartment,3,4191,105.25,0.03,2008,Unfurnished,5,15,17,5,7,Medium,Yes,No,Garden,North,Broker,Ready_to_Move
100097,Punjab,Amritsar,Locality_212,Independent House,1,1158,301.73,0.26,2015,Unfurnished,16,21,10,5,7,High,No,No,"Clubhouse, Garden, Gym",East,Owner,Ready_to_Move
100098,Telangana,Hyderabad,Locality_424,Villa,1,4000,114.91,0.03,2017,Unfurnished,10,16,8,6,3,Low,No,Yes,"Clubhouse, Gym, Playground",East,Builder,Under_Construction
100099,Uttarakhand,Dehradun,Locality_482,Apartment,4,816,335.91,0.41,2014,Unfurnished,11,29,11,3,3,Low,Yes,Yes,Pool,West,Broker,Ready_to_Move
100100,Andhra Pradesh,Vijayawada,Locality_107,Villa,4,1249,106.87,0.09,2014,Furnished,4,13,11,5,5,Medium,No,Yes,Playground,North,Broker,Under_Construction
100101,Odisha,Cuttack,Locality_79,Apartment,2,4694,303.76,0.06,1992,Unfurnished,24,26,33,1,4,Low,No,No,"Gym, Garden",West,Broker,Under_Construction
100102,Andhra Pradesh,Vijayawada,Locality_391,Villa,2,4284,413.74,0.1,1998,Unfurnished,0,12,27,7,5,Medium,No,No,"Pool, Garden",East,Broker,Under_Construction
100103,Odisha,Bhubaneswar,Locality_486,Villa,4,3182,43.87,0.01,2017,Semi-furnished,16,8,8,1,10,Low,Yes,No,Clubhouse,South,Builder,Ready_to_Move
100104,Delhi,New Delhi,Locality_48,Independent House,1,3094,204.94,0.07,2000,Unfurnished,27,12,25,8,5,Medium,No,No,"Garden, Playground, Clubhouse",West,Builder,Ready_to_Move
100105,Kerala,Kochi,Locality_28,Apartment,1,3953,205.17,0.05,2019,Unfurnished,24,3,6,8,4,High,No,No,"Clubhouse, Garden, Playground, Pool",East,Builder,Ready_to_Move
100106,Jharkhand,Ranchi,Locality_299,Apartment,5,3264,16.95,0.01,1998,Semi-furnished,9,14,27,2,9,High,No,No,"Clubhouse, Pool, Gym",North,Owner,Under_Construction
100107,Assam,Silchar,Locality_338,Villa,4,2276,199.43,0.09,1993,Furnished,28,20,32,6,1,Low,No,Yes,Gym,North,Owner,Ready_to_Move
100108,Rajasthan,Jodhpur,Locality_450,Villa,3,4406,319.58,0.07,2012,Unfurnished,12,5,13,4,2,Medium,Yes,Yes,"Clubhouse, Garden, Pool",South,Owner,Ready_to_Move
100109,Chhattisgarh,Bilaspur,Locality_285,Villa,1,1125,425.48,0.38,1996,Furnished,26,24,29,2,1,Medium,No,No,"Garden, Gym, Playground, Clubhouse, Pool",North,Builder,Ready_to_Move
100110,Andhra Pradesh,Vishakhapatnam,Locality_102,Villa,3,2721,287.43,0.11,2012,Semi-furnished,15,7,13,1,5,Low,No,No,Garden,East,Owner,Under_Construction
100111,Kerala,Kochi,Locality_463,Apartment,2,3130,365.28,0.12,2011,Furnished,15,5,14,8,1,Medium,No,No,"Pool, Clubhouse, Playground, Garden, Gym",East,Owner,Ready_to_Move
100112,Chhattisgarh,Bilaspur,Locality_307,Independent House,1,4295,459.64,0.11,2006,Unfurnished,14,8,19,10,6,Low,Yes,No,"Gym, Playground, Pool, Clubhouse",West,Builder,Ready_to_Move
100113,Chhattisgarh,Raipur,Locality_15,Apartment,2,4614,478.29,0.1,2006,Semi-furnished,28,18,19,9,4,Medium,No,No,"Clubhouse, Gym, Garden",West,Owner,Under_Construction
100114,Odisha,Cuttack,Locality_312,Apartment,5,4553,413.01,0.09,2017,Unfurnished,1,4,8,1,5,Low,No,No,"Pool, Playground, Gym, Garden",South,Builder,Ready_to_Move
100115,Assam,Guwahati,Locality_477,Villa,1,4789,408.42,0.09,2019,Furnished,12,4,6,3,9,Low,Yes,Yes,"Playground, Garden, Clubhouse",South,Builder,Ready_to_Move
100116,Assam,Guwahati,Locality_142,Independent House,3,4635,213.01,0.05,2003,Furnished,19,17,22,8,8,High,No,No,"Garden, Gym, Pool, Playground",East,Broker,Under_Construction
100117,Odisha,Bhubaneswar,Locality_344,Apartment,4,3818,411.75,0.11,1992,Semi-furnished,22,5,33,2,3,High,Yes,Yes,Playground,East,Owner,Ready_to_Move
100118,Uttar Pradesh,Noida,Locality_365,Villa,4,2148,73.0,0.03,2005,Semi-furnished,17,28,20,9,1,High,Yes,Yes,"Playground, Pool, Garden, Clubhouse, Gym",West,Owner,Under_Construction
100119,Assam,Guwahati,Locality_290,Apartment,2,4046,297.51,0.07,2010,Semi-furnished,25,24,15,3,2,Low,Yes,Yes,"Pool, Clubhouse, Gym, Garden, Playground",South,Broker,Under_Construction
100120,Delhi,New Delhi,Locality_170,Independent House,1,2768,431.35,0.16,1993,Furnished,6,16,32,3,8,High,Yes,No,"Clubhouse, Pool, Playground, Gym",North,Builder,Under_Construction
100121,West Bengal,Durgapur,Locality_174,Villa,1,4764,171.2,0.04,2003,Furnished,6,19,22,10,7,High,No,Yes,"Playground, Gym, Garden",West,Builder,Ready_to_Move
100122,Jharkhand,Ranchi,Locality_442,Apartment,3,3834,408.92,0.11,2019,Semi-furnished,5,26,6,10,3,High,No,No,"Gym, Clubhouse",North,Owner,Under_Construction
100123,Punjab,Ludhiana,Locality_117,Villa,1,4503,213.21,0.05,1993,Semi-furnished,27,27,32,5,10,High,No,No,"Gym, Garden, Pool, Playground",East,Owner,Ready_to_Move
100124,Andhra Pradesh,Vishakhapatnam,Locality_488,Villa,5,2484,94.17,0.04,1998,Unfurnished,0,22,27,2,1,Medium,No,Yes,"Pool, Clubhouse, Playground",West,Owner,Under_Construction
100125,Madhya Pradesh,Indore,Locality_114,Apartment,1,1606,413.44,0.26,1994,Semi-furnished,22,10,31,2,3,Medium,Yes,Yes,"Clubhouse, Garden, Gym, Playground, Pool",East,Builder,Ready_to_Move
100126,Odisha,Bhubaneswar,Locality_379,Apartment,3,2614,17.74,0.01,2002,Semi-furnished,9,27,23,8,4,Low,Yes,Yes,"Pool, Playground",South,Broker,Ready_to_Move
100127,Telangana,Warangal,Locality_131,Independent House,2,1495,170.33,0.11,2005,Unfurnished,2,23,20,7,9,Low,Yes,No,"Gym, Pool, Clubhouse",West,Owner,Ready_to_Move
100128,Karnataka,Bangalore,Locality_113,Apartment,4,2412,90.68,0.04,1999,Semi-furnished,10,28,26,6,8,High,Yes,No,Clubhouse,East,Broker,Under_Construction
100129,West Bengal,Durgapur,Locality_490,Apartment,3,675,182.18,0.27,1990,Semi-furnished,29,27,35,4,7,Low,No,Yes,"Gym, Clubhouse, Playground, Pool, Garden",East,Owner,Under_Construction
100130,Punjab,Amritsar,Locality_206,Villa,5,4231,498.21,0.12,2021,Unfurnished,14,24,4,2,8,Medium,No,No,"Clubhouse, Gym",South,Broker,Ready_to_Move
100131,Jharkhand,Jamshedpur,Locality_254,Villa,1,4006,47.29,0.01,2003,Semi-furnished,28,9,22,9,10,High,No,Yes,"Playground, Garden, Clubhouse, Gym",East,Owner,Ready_to_Move
100132,Tamil Nadu,Chennai,Locality_171,Independent House,4,1189,115.7,0.1,1991,Unfurnished,5,28,34,10,7,High,Yes,Yes,"Garden, Pool, Gym",East,Builder,Ready_to_Move
100133,West Bengal,Kolkata,Locality_142,Apartment,3,4176,438.96,0.11,2006,Unfurnished,1,24,19,3,6,High,Yes,No,"Gym, Pool, Playground, Clubhouse, Garden",West,Broker,Under_Construction
100134,Kerala,Trivandrum,Locality_424,Villa,5,948,318.96,0.34,2014,Semi-furnished,14,28,11,5,1,High,No,Yes,"Playground, Gym, Garden, Pool, Clubhouse",West,Broker,Ready_to_Move
100135,Telangana,Warangal,Locality_31,Villa,1,3288,127.5,0.04,2014,Unfurnished,17,29,11,5,6,High,No,No,Garden,West,Builder,Ready_to_Move
100136,Jharkhand,Jamshedpur,Locality_358,Independent House,4,4842,366.4,0.08,1990,Semi-furnished,20,26,35,9,10,Medium,No,No,"Pool, Clubhouse, Playground",West,Broker,Under_Construction
100137,Maharashtra,Mumbai,Locality_217,Apartment,3,1900,447.93,0.24,2008,Semi-furnished,13,6,17,8,7,Medium,No,No,Garden,West,Builder,Under_Construction
100138,Gujarat,Ahmedabad,Locality_324,Villa,5,4883,397.76,0.08,1990,Furnished,18,8,35,4,2,High,Yes,No,"Pool, Clubhouse",North,Owner,Ready_to_Move
100139,Madhya Pradesh,Bhopal,Locality_361,Villa,4,2895,441.46,0.15,1999,Semi-furnished,2,14,26,9,7,Low,No,No,Pool,West,Broker,Under_Construction
100140,Uttarakhand,Haridwar,Locality_31,Apartment,2,2811,388.92,0.14,2001,Unfurnished,25,16,24,9,2,Low,No,No,"Pool, Gym, Playground, Clubhouse",North,Owner,Ready_to_Move
100141,Andhra Pradesh,Vijayawada,Locality_189,Villa,3,2798,152.09,0.05,1992,Furnished,30,23,33,7,5,Low,Yes,No,"Garden, Clubhouse",South,Owner,Under_Construction
