ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
240038,Haryana,Faridabad,Locality_44,Apartment,1,2671,77.66,0.03,2014,Furnished,8,24,11,6,2,Medium,Yes,Yes,"Playground, Pool, Clubhouse, Garden, Gym",East,Broker,Ready_to_Move
240039,Tamil Nadu,Chennai,Locality_496,Villa,2,3916,276.08,0.07,2001,Semi-furnished,12,25,24,10,8,Medium,No,Yes,"Gym, Clubhouse, Garden",South,Owner,Ready_to_Move
240040,Madhya Pradesh,Indore,Locality_447,Villa,4,2094,189.32,0.09,1994,Unfurnished,4,28,31,2,8,High,No,No,"Playground, Garden, Pool, Clubhouse, Gym",West,Broker,Under_Construction
240041,Assam,Guwahati,Locality_65,Independent House,2,1738,26.27,0.02,2012,Unfurnished,14,17,13,5,1,Low,No,No,Garden,East,Broker,Under_Construction
240042,Punjab,Ludhiana,Locality_101,Villa,3,4461,362.69,0.08,2006,Semi-furnished,19,26,19,10,2,Low,No,Yes,"Garden, Clubhouse, Pool, Playground, Gym",North,Broker,Ready_to_Move
240043,Telangana,Hyderabad,Locality_284,Villa,4,961,295.68,0.31,1994,Semi-furnished,21,27,31,9,2,Medium,Yes,Yes,"Garden, Pool, Gym",North,Owner,Ready_to_Move
240044,Chhattisgarh,Bilaspur,Locality_451,Villa,4,4446,72.75,0.02,2021,Semi-furnished,16,4,4,9,2,Medium,Yes,Yes,"Playground, Gym, Pool, Garden, Clubhouse",East,Owner,Ready_to_Move
240045,Jharkhand,Ranchi,Locality_353,Independent House,2,1818,310.98,0.17,2003,Unfurnished,21,27,22,2,8,Low,Yes,Yes,"Garden, Pool",South,Owner,Ready_to_Move
240046,Maharashtra,Mumbai,Locality_154,Independent House,2,2605,191.31,0.07,1999,Semi-furnished,29,2,26,3,10,Low,No,No,"Clubhouse, Pool",North,Builder,Under_Construction
240047,Uttar Pradesh,Noida,Locality_84,Independent House,3,2015,467.89,0.23,2002,Unfurnished,20,16,23,9,2,Low,Yes,Yes,Garden,East,Builder,Under_Construction
240048,Uttar Pradesh,Noida,Locality_350,Apartment,2,3853,349.01,0.09,2002,Furnished,30,16,23,9,5,Medium,Yes,No,Clubhouse,North,Builder,Under_Construction
240049,Jharkhand,Ranchi,Locality_119,Apartment,1,1172,423.92,0.36,2022,Semi-furnished,10,22,3,8,5,Low,No,Yes,"Clubhouse, Pool, Playground, Garden, Gym",West,Broker,Ready_to_Move
240050,Odisha,Bhubaneswar,Locality_177,Villa,3,605,163.47,0.27,2011,Unfurnished,2,2,14,5,7,High,Yes,Yes,"Garden, Gym, Pool, Clubhouse, Playground",North,Broker,Under_Construction
240051,Delhi,New Delhi,Locality_357,Apartment,3,2523,461.08,0.18,2012,Unfurnished,18,15,13,2,9,High,No,No,"Gym, Clubhouse, Playground, Garden",East,Builder,Ready_to_Move
240052,Haryana,Gurgaon,Locality_35,Apartment,5,4289,332.14,0.08,2001,Semi-furnished,20,21,24,10,10,Low,No,No,"Pool, Clubhouse, Playground, Gym",North,Builder,Ready_to_Move
240053,Haryana,Faridabad,Locality_490,Apartment,4,4420,446.44,0.1,2020,Furnished,2,17,5,9,4,Low,Yes,Yes,Clubhouse,East,Builder,Ready_to_Move
240054,Rajasthan,Jodhpur,Locality_219,Apartment,5,3949,459.99,0.12,2011,Semi-furnished,17,7,14,8,3,Medium,Yes,Yes,"Gym, Pool",North,Builder,Ready_to_Move
240055,Odisha,Bhubaneswar,Locality_461,Villa,5,4647,168.04,0.04,2017,Unfurnished,24,16,8,5,5,Medium,No,No,"Gym, Clubhouse, Playground",South,Owner,Under_Construction
240056,Telangana,Hyderabad,Locality_230,Villa,5,1855,342.17,0.18,1993,Unfurnished,30,27,32,3,1,High,Yes,Yes,"Playground, Gym",West,Builder,Ready_to_Move
240057,Delhi,Dwarka,Locality_166,Villa,3,2732,25.86,0.01,2008,Semi-furnished,10,27,17,10,10,Medium,No,Yes,Playground,West,Builder,Under_Construction
240058,Uttar Pradesh,Noida,Locality_112,Independent House,4,2920,31.44,0.01,2015,Semi-furnished,22,4,10,7,2,High,No,Yes,Playground,North,Owner,Ready_to_Move
240059,Maharashtra,Mumbai,Locality_378,Independent House,1,2319,221.75,0.1,2015,Unfurnished,2,28,10,1,2,Medium,Yes,No,"Clubhouse, Gym, Pool, Garden",East,Owner,Under_Construction
240060,Karnataka,Mysore,Locality_472,Apartment,4,2492,475.08,0.19,2016,Semi-furnished,26,23,9,1,8,High,Yes,Yes,"Clubhouse, Pool",North,Owner,Ready_to_Move
240061,Odisha,Cuttack,Locality_377,Apartment,5,4653,208.3,0.04,1992,Semi-furnished,25,10,33,10,7,Low,No,No,Gym,East,Broker,Ready_to_Move
240062,Karnataka,Mysore,Locality_292,Independent House,3,4182,393.68,0.09,2000,Furnished,20,9,25,8,2,High,No,Yes,"Gym, Playground, Pool, Garden, Clubhouse",West,Owner,Under_Construction
240063,Uttar Pradesh,Lucknow,Locality_221,Villa,5,2790,250.33,0.09,2016,Semi-furnished,6,5,9,7,1,Low,Yes,Yes,Playground,North,Owner,Under_Construction
240064,Haryana,Faridabad,Locality_410,Apartment,4,3848,350.84,0.09,2023,Unfurnished,18,12,2,3,1,High,Yes,No,"Clubhouse, Gym, Playground, Garden",West,Owner,Under_Construction
240065,Uttarakhand,Dehradun,Locality_94,Apartment,3,1859,470.23,0.25,1998,Furnished,9,8,27,6,6,Low,Yes,No,"Pool, Gym, Clubhouse, Garden",South,Broker,Ready_to_Move
240066,Uttar Pradesh,Noida,Locality_474,Independent House,1,722,202.94,0.28,2015,Furnished,19,23,10,1,6,Low,No,Yes,"Playground, Clubhouse, Pool",West,Owner,Ready_to_Move
240067,Telangana,Hyderabad,Locality_280,Apartment,4,2654,125.56,0.05,1996,Semi-furnished,28,7,29,3,5,Medium,Yes,No,"Playground, Clubhouse",East,Owner,Under_Construction
240068,Tamil Nadu,Chennai,Locality_304,Villa,5,1048,358.73,0.34,2011,Semi-furnished,6,30,14,2,3,Medium,No,Yes,"Clubhouse, Garden, Gym",East,Builder,Ready_to_Move
240069,Chhattisgarh,Raipur,Locality_359,Independent House,4,3169,22.4,0.01,1993,Semi-furnished,26,23,32,1,2,Low,No,No,"Garden, Playground, Gym, Clubhouse",North,Builder,Ready_to_Move
240070,Madhya Pradesh,Indore,Locality_342,Villa,3,2458,37.94,0.02,2008,Furnished,9,6,17,9,5,Low,Yes,Yes,Pool,South,Broker,Under_Construction
240071,Telangana,Hyderabad,Locality_398,Apartment,5,1170,158.83,0.14,2013,Unfurnished,21,16,12,2,1,Low,Yes,No,"Gym, Garden, Pool, Clubhouse",South,Builder,Under_Construction
240072,Punjab,Ludhiana,Locality_154,Independent House,5,825,343.53,0.42,2000,Semi-furnished,3,11,25,3,2,Medium,No,Yes,"Pool, Gym, Garden, Playground",East,Builder,Ready_to_Move
240073,Bihar,Gaya,Locality_408,Independent House,5,1942,117.95,0.06,2014,Semi-furnished,2,23,11,5,6,Low,No,No,"Playground, Pool, Garden",East,Owner,Under_Construction
240074,Jharkhand,Jamshedpur,Locality_193,Apartment,4,3292,462.99,0.14,2001,Furnished,27,3,24,8,6,High,No,No,"Playground, Pool, Clubhouse",North,Owner,Ready_to_Move
240075,Chhattisgarh,Raipur,Locality_102,Villa,2,4553,172.75,0.04,1994,Unfurnished,12,2,31,3,4,High,Yes,No,"Garden, Clubhouse, Pool",West,Owner,Ready_to_Move
240076,Uttar Pradesh,Lucknow,Locality_28,Independent House,2,4243,479.77,0.11,2002,Semi-furnished,26,21,23,9,9,Low,No,No,Pool,East,Builder,Ready_to_Move
240077,Rajasthan,Jaipur,Locality_226,Apartment,3,1944,267.03,0.14,2021,Unfurnished,26,22,4,4,1,Low,Yes,No,"Gym, Pool",East,Broker,Ready_to_Move
240078,Maharashtra,Nagpur,Locality_169,Villa,1,1480,233.64,0.16,2016,Furnished,5,25,9,2,10,High,No,Yes,"Playground, Clubhouse, Pool",South,Owner,Ready_to_Move
240079,Rajasthan,Jodhpur,Locality_325,Villa,2,1630,317.62,0.19,1992,Furnished,29,26,33,8,9,High,Yes,No,"Gym, Playground",West,Broker,Under_Construction
240080,Chhattisgarh,Bilaspur,Locality_209,Apartment,1,4374,193.96,0.04,1990,Furnished,4,12,35,3,4,Medium,No,No,"Playground, Clubhouse, Garden, Pool, Gym",East,Builder,Under_Construction
240081,West Bengal,Durgapur,Locality_175,Apartment,2,1280,40.77,0.03,2021,Furnished,23,10,4,5,8,Low,No,Yes,"Pool, Garden, Clubhouse, Gym",East,Broker,Ready_to_Move
240082,Kerala,Kochi,Locality_257,Villa,2,633,434.69,0.69,1996,Furnished,6,12,29,1,7,Medium,No,No,"Clubhouse, Playground, Pool, Garden, Gym",East,Owner,Under_Construction
240083,Telangana,Warangal,Locality_171,Independent House,2,567,79.49,0.14,1993,Furnished,3,16,32,5,1,High,Yes,No,Gym,North,Broker,Ready_to_Move
240084,Maharashtra,Nagpur,Locality_320,Villa,3,3753,428.27,0.11,2016,Furnished,17,22,9,2,7,Medium,Yes,Yes,"Playground, Clubhouse",South,Broker,Under_Construction
240085,Chhattisgarh,Raipur,Locality_165,Independent House,3,2109,284.79,0.14,2001,Semi-furnished,23,25,24,2,4,Low,No,Yes,Clubhouse,North,Builder,Ready_to_Move
240086,Kerala,Kochi,Locality_126,Apartment,2,2767,420.73,0.15,2010,Unfurnished,25,11,15,5,8,Medium,No,No,"Playground, Garden, Gym",East,Builder,Ready_to_Move
240087,Kerala,Kochi,Locality_250,Independent House,3,853,422.79,0.5,1999,Unfurnished,30,3,26,5,4,High,Yes,Yes,"Gym, Garden, Clubhouse, Pool, Playground",North,Owner,Under_Construction
240088,Gujarat,Ahmedabad,Locality_388,Apartment,5,1036,156.65,0.15,1994,Furnished,4,30,31,5,1,Medium,Yes,No,"Clubhouse, Playground, Gym, Pool",East,Builder,Ready_to_Move
240089,Gujarat,Surat,Locality_455,Villa,5,4410,295.78,0.07,2022,Unfurnished,14,30,3,3,8,Low,No,Yes,"Pool, Clubhouse",East,Owner,Ready_to_Move
240090,Gujarat,Surat,Locality_240,Villa,3,1574,79.55,0.05,2011,Furnished,1,23,14,8,2,Medium,Yes,Yes,"Gym, Pool, Clubhouse, Garden, Playground",West,Owner,Under_Construction
240091,Maharashtra,Pune,Locality_223,Villa,3,810,140.48,0.17,2023,Semi-furnished,25,12,2,1,1,Low,Yes,No,"Pool, Playground, Clubhouse, Garden",West,Builder,Under_Construction
240092,Delhi,New Delhi,Locality_204,Apartment,5,2015,105.42,0.05,2019,Unfurnished,13,23,6,10,4,Medium,Yes,Yes,"Gym, Clubhouse, Garden",East,Builder,Ready_to_Move
240093,Madhya Pradesh,Bhopal,Locality_243,Apartment,4,3956,63.02,0.02,1995,Furnished,0,10,30,1,1,Medium,No,Yes,"Clubhouse, Playground, Pool",South,Owner,Under_Construction
240094,Karnataka,Mysore,Locality_54,Independent House,3,3508,130.81,0.04,1996,Furnished,15,3,29,10,1,Low,No,No,"Playground, Pool",North,Broker,Ready_to_Move
240095,Karnataka,Bangalore,Locality_195,Villa,2,4114,496.85,0.12,2021,Unfurnished,21,9,4,10,7,High,Yes,No,"Clubhouse, Gym, Garden, Pool",West,Broker,Ready_to_Move
240096,Haryana,Faridabad,Locality_163,Villa,4,2520,35.43,0.01,2022,Semi-furnished,12,20,3,1,10,Low,No,Yes,"Garden, Gym, Clubhouse, Pool, Playground",North,Builder,Ready_to_Move
240097,Bihar,Patna,Locality_113,Villa,1,883,95.94,0.11,2003,Semi-furnished,26,21,22,6,6,Low,Yes,No,"Clubhouse, Gym, Pool, Garden, Playground",South,Owner,Under_Construction
240098,Maharashtra,Pune,Locality_107,Villa,2,2862,52.86,0.02,2015,Unfurnished,20,22,10,6,8,Low,Yes,Yes,"Clubhouse, Pool",West,Builder,Ready_to_Move
240099,Karnataka,Bangalore,Locality_18,Villa,1,4840,465.63,0.1,2019,Unfurnished,12,6,6,8,7,Medium,Yes,No,"Garden, Gym, Playground",North,Owner,Ready_to_Move
240100,Jharkhand,Jamshedpur,Locality_363,Villa,4,4805,67.94,0.01,2000,Unfurnished,7,14,25,4,10,Medium,No,No,"Playground, Gym, Clubhouse",South,Builder,Ready_to_Move
240101,Jharkhand,Ranchi,Locality_481,Villa,5,4183,171.85,0.04,2022,Unfurnished,28,13,3,3,4,Medium,Yes,No,"Gym, Pool, Playground",East,Owner,Ready_to_Move
240102,Odisha,Bhubaneswar,Locality_187,Villa,5,2889,90.89,0.03,2014,Semi-furnished,15,19,11,2,10,Low,Yes,No,Playground,North,Broker,Ready_to_Move
240103,Uttar Pradesh,Lucknow,Locality_30,Independent House,5,4114,365.4,0.09,2016,Semi-furnished,20,20,9,1,9,Low,Yes,No,"Gym, Clubhouse, Pool, Garden, Playground",North,Owner,Ready_to_Move
240104,Uttar Pradesh,Lucknow,Locality_99,Independent House,3,2980,264.9,0.09,2007,Semi-furnished,3,13,18,4,8,Low,No,Yes,Gym,North,Builder,Ready_to_Move
240105,Uttar Pradesh,Noida,Locality_75,Villa,5,2219,191.06,0.09,1998,Unfurnished,28,5,27,4,1,High,No,No,"Garden, Clubhouse, Gym, Pool, Playground",South,Builder,Ready_to_Move
240106,Kerala,Trivandrum,Locality_108,Apartment,1,685,315.41,0.46,1993,Semi-furnished,8,19,32,10,6,High,Yes,Yes,"Playground, Clubhouse, Garden, Pool, Gym",North,Broker,Under_Construction
240107,Assam,Silchar,Locality_415,Independent House,2,4286,196.03,0.05,1999,Unfurnished,25,16,26,3,6,Low,Yes,No,"Playground, Garden, Clubhouse",East,Owner,Under_Construction
240108,Rajasthan,Jodhpur,Locality_130,Independent House,1,4167,365.99,0.09,1990,Furnished,11,19,35,10,7,High,No,Yes,Gym,West,Builder,Under_Construction
240109,Uttarakhand,Dehradun,Locality_401,Independent House,5,2724,246.29,0.09,2016,Furnished,29,11,9,1,8,Low,No,Yes,"Gym, Clubhouse, Pool, Garden",West,Broker,Ready_to_Move
240110,Jharkhand,Ranchi,Locality_303,Villa,4,2751,348.71,0.13,2004,Furnished,21,11,21,9,3,Low,No,Yes,"Garden, Pool, Clubhouse, Gym, Playground",East,Broker,Ready_to_Move
240111,Chhattisgarh,Bilaspur,Locality_181,Villa,2,4478,330.88,0.07,2021,Semi-furnished,14,5,4,4,1,Low,No,Yes,Clubhouse,North,Owner,Under_Construction
240112,Madhya Pradesh,Indore,Locality_54,Apartment,5,2816,262.53,0.09,1990,Furnished,20,19,35,4,3,Medium,Yes,No,"Playground, Pool",North,Broker,Under_Construction
240113,Jharkhand,Jamshedpur,Locality_315,Villa,2,4454,98.36,0.02,2004,Semi-furnished,14,28,21,2,4,Low,No,Yes,"Pool, Playground, Clubhouse, Garden",South,Broker,Under_Construction
240114,Maharashtra,Pune,Locality_266,Apartment,5,4294,74.51,0.02,1992,Semi-furnished,19,21,33,3,3,Low,Yes,No,"Playground, Gym, Clubhouse, Pool",South,Broker,Under_Construction
240115,Andhra Pradesh,Vijayawada,Locality_31,Apartment,3,3648,145.66,0.04,2001,Furnished,10,11,24,6,10,Medium,Yes,No,"Playground, Gym, Clubhouse, Garden, Pool",East,Owner,Under_Construction
240116,Rajasthan,Jaipur,Locality_284,Independent House,5,880,115.05,0.13,1994,Furnished,27,23,31,9,3,Medium,Yes,Yes,"Clubhouse, Playground, Garden",North,Broker,Under_Construction
240117,Rajasthan,Jodhpur,Locality_426,Villa,3,2824,67.24,0.02,2019,Unfurnished,26,14,6,9,3,High,Yes,Yes,"Garden, Clubhouse",North,Owner,Ready_to_Move
240118,Chhattisgarh,Bilaspur,Locality_253,Independent House,4,3719,499.53,0.13,2019,Furnished,12,6,6,10,10,Medium,No,Yes,"Garden, Playground, Pool, Gym, Clubhouse",South,Owner,Ready_to_Move
240119,Delhi,Dwarka,Locality_305,Villa,5,2060,133.62,0.06,2010,Furnished,27,14,15,5,4,High,Yes,Yes,"Pool, Clubhouse, Playground, Garden",South,Owner,Under_Construction
240120,Jharkhand,Jamshedpur,Locality_359,Independent House,5,4131,472.99,0.11,1995,Furnished,27,5,30,10,2,Low,Yes,Yes,"Gym, Garden, Pool, Clubhouse",East,Owner,Under_Construction
240121,Uttarakhand,Haridwar,Locality_222,Apartment,2,4081,434.43,0.11,1991,Furnished,20,2,34,1,10,Medium,Yes,Yes,Garden,North,Builder,Under_Construction
240122,Maharashtra,Mumbai,Locality_482,Apartment,3,4478,39.12,0.01,2021,Unfurnished,21,2,4,2,7,High,Yes,Yes,"Garden, Clubhouse, Gym, Playground",West,Owner,Under_Construction
240123,Punjab,Amritsar,Locality_500,Independent House,5,808,404.59,0.5,2014,Unfurnished,29,18,11,4,1,Medium,Yes,Yes,"Clubhouse, Playground, Pool",West,Builder,Under_Construction
240124,Kerala,Trivandrum,Locality_382,Independent House,1,2638,139.97,0.05,2009,Furnished,24,27,16,9,2,Medium,No,No,Pool,South,Broker,Under_Construction
240125,Haryana,Gurgaon,Locality_475,Independent House,5,1851,452.25,0.24,1992,Furnished,16,9,33,6,2,Medium,Yes,Yes,"Playground, Garden, Gym, Clubhouse",East,Builder,Ready_to_Move
240126,Jharkhand,Jamshedpur,Locality_372,Independent House,4,3535,34.16,0.01,2023,Furnished,22,2,2,7,7,High,Yes,Yes,"Playground, Clubhouse",West,Broker,Under_Construction
240127,Chhattisgarh,Raipur,Locality_368,Apartment,4,874,57.25,0.07,2012,Furnished,12,26,13,4,2,Low,No,Yes,"Pool, Gym",West,Builder,Ready_to_Move
240128,Uttarakhand,Dehradun,Locality_136,Independent House,3,2665,199.38,0.07,1993,Unfurnished,28,1,32,5,3,Medium,Yes,Yes,"Garden, Gym, Clubhouse, Playground",West,Owner,Ready_to_Move
240129,Odisha,Bhubaneswar,Locality_363,Independent House,1,2848,117.01,0.04,1991,Unfurnished,26,22,34,7,6,Low,No,No,"Garden, Pool",South,Owner,Under_Construction
240130,Gujarat,Ahmedabad,Locality_267,Apartment,1,1659,375.23,0.23,2005,Semi-furnished,17,15,20,3,5,High,No,No,Garden,North,Broker,Ready_to_Move
240131,Haryana,Faridabad,Locality_244,Apartment,2,2156,329.29,0.15,2009,Unfurnished,25,10,16,8,8,Medium,Yes,No,"Garden, Gym, Pool",North,Broker,Ready_to_Move
240132,Haryana,Gurgaon,Locality_14,Villa,3,1594,141.82,0.09,2018,Unfurnished,5,20,7,9,4,High,No,Yes,"Playground, Gym, Clubhouse, Pool, Garden",South,Builder,Under_Construction
240133,Andhra Pradesh,Vishakhapatnam,Locality_33,Villa,5,3863,254.43,0.07,1993,Furnished,5,24,32,3,7,Low,No,No,"Gym, Clubhouse",South,Owner,Under_Construction
240134,Gujarat,Surat,Locality_340,Villa,1,1508,160.13,0.11,2014,Furnished,25,25,11,10,9,Low,Yes,Yes,"Playground, Gym",North,Builder,Ready_to_Move
240135,Haryana,Faridabad,Locality_151,Independent House,2,1191,259.0,0.22,2021,Unfurnished,28,9,4,3,3,Low,No,No,"Pool, Gym, Garden, Clubhouse",East,Owner,Ready_to_Move
240136,West Bengal,Durgapur,Locality_59,Apartment,4,2971,295.85,0.1,1996,Semi-furnished,29,25,29,2,4,Low,No,No,Playground,East,Owner,Ready_to_Move
240137,Tamil Nadu,Coimbatore,Locality_35,Independent House,2,3916,377.8,0.1,2022,Semi-furnished,17,3,3,1,2,High,Yes,No,"Gym, Playground, Garden, Pool",North,Broker,Under_Construction
240138,Uttarakhand,Haridwar,Locality_356,Villa,1,3484,295.62,0.08,1994,Furnished,11,27,31,5,8,Low,Yes,No,"Pool, Playground",North,Builder,Under_Construction
240139,Bihar,Patna,Locality_316,Apartment,1,3023,63.42,0.02,2019,Semi-furnished,2,15,6,3,7,Low,No,Yes,"Garden, Playground, Gym, Pool, Clubhouse",West,Broker,Under_Construction
240140,Telangana,Warangal,Locality_132,Villa,3,794,233.04,0.29,2015,Unfurnished,27,17,10,3,7,Low,Yes,Yes,"Gym, Garden, Clubhouse",South,Broker,Under_Construction
