ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
180016,Andhra Pradesh,Vishakhapatnam,Locality_317,Apartment,2,4115,204.18,0.05,2009,Unfurnished,11,24,16,8,6,Low,Yes,No,Playground,North,Builder,Ready_to_Move
180017,Assam,Silchar,Locality_34,Villa,4,1511,14.71,0.01,2009,Semi-furnished,25,24,16,3,5,Low,Yes,Yes,Gym,South,Owner,Ready_to_Move
180018,Kerala,Trivandrum,Locality_107,Villa,1,799,105.55,0.13,1995,Semi-furnished,23,8,30,2,3,Medium,Yes,No,"Pool, Clubhouse",South,Broker,Under_Construction
180019,Chhattisgarh,Bilaspur,Locality_196,Villa,2,4777,83.39,0.02,2019,Semi-furnished,16,26,6,6,2,High,No,Yes,"Gym, Pool, Garden, Playground",South,Broker,Under_Construction
180020,Odisha,Cuttack,Locality_254,Independent House,1,4024,111.28,0.03,1990,Semi-furnished,12,13,35,6,2,High,Yes,Yes,"Garden, Playground",South,Builder,Ready_to_Move
180021,Bihar,Gaya,Locality_144,Apartment,5,2824,68.49,0.02,1994,Unfurnished,6,30,31,10,9,Low,Yes,Yes,"Gym, Pool, Playground, Clubhouse, Garden",East,Owner,Ready_to_Move
180022,Assam,Guwahati,Locality_225,Apartment,4,2655,321.25,0.12,2023,Semi-furnished,9,16,2,3,6,High,Yes,Yes,Clubhouse,East,Builder,Under_Construction
180023,Telangana,Hyderabad,Locality_233,Independent House,1,3450,109.26,0.03,2023,Semi-furnished,11,26,2,4,8,High,Yes,Yes,"Clubhouse, Gym, Pool, Garden, Playground",East,Broker,Ready_to_Move
180024,Uttar Pradesh,Noida,Locality_46,Independent House,2,4812,338.2,0.07,2006,Unfurnished,12,11,19,6,10,High,Yes,No,Garden,West,Builder,Ready_to_Move
180025,Kerala,Trivandrum,Locality_3,Independent House,1,1118,328.3,0.29,2003,Furnished,3,7,22,6,4,High,Yes,No,"Gym, Playground",East,Builder,Ready_to_Move
180026,Maharashtra,Mumbai,Locality_427,Apartment,2,3935,10.29,0.0,2010,Semi-furnished,22,6,15,3,5,Low,Yes,Yes,"Gym, Playground, Clubhouse",North,Broker,Ready_to_Move
180027,Delhi,Dwarka,Locality_412,Apartment,2,1818,274.04,0.15,2000,Semi-furnished,18,12,25,7,1,Low,No,Yes,"Garden, Clubhouse, Playground, Pool",South,Broker,Ready_to_Move
180028,Assam,Guwahati,Locality_87,Villa,4,854,462.67,0.54,2016,Semi-furnished,5,9,9,6,10,Low,Yes,Yes,"Pool, Clubhouse",North,Builder,Ready_to_Move
180029,Chhattisgarh,Raipur,Locality_399,Independent House,2,655,194.81,0.3,2016,Semi-furnished,4,11,9,10,7,Medium,No,Yes,Playground,South,Owner,Ready_to_Move
180030,Punjab,Amritsar,Locality_38,Independent House,3,949,144.68,0.15,2002,Furnished,27,11,23,10,8,Low,Yes,Yes,"Playground, Clubhouse, Pool, Garden, Gym",North,Owner,Under_Construction
180031,Jharkhand,Ranchi,Locality_255,Apartment,5,3444,50.97,0.01,1995,Unfurnished,23,19,30,6,6,High,No,No,"Pool, Garden, Clubhouse",North,Builder,Under_Construction
180032,Gujarat,Surat,Locality_163,Independent House,4,1565,130.28,0.08,2008,Semi-furnished,19,4,17,9,6,High,No,Yes,"Clubhouse, Playground",North,Broker,Under_Construction
180033,Delhi,New Delhi,Locality_122,Villa,4,4483,101.22,0.02,2021,Semi-furnished,27,2,4,6,4,High,Yes,No,"Pool, Garden, Clubhouse, Gym",South,Builder,Under_Construction
180034,West Bengal,Kolkata,Locality_409,Independent House,5,4836,471.73,0.1,2011,Semi-furnished,4,8,14,3,5,High,Yes,Yes,"Gym, Pool",South,Owner,Under_Construction
180035,Odisha,Bhubaneswar,Locality_283,Independent House,1,4729,146.28,0.03,2023,Semi-furnished,0,3,2,10,8,Low,Yes,No,Garden,South,Builder,Ready_to_Move
180036,Haryana,Faridabad,Locality_19,Independent House,4,2064,200.52,0.1,2001,Unfurnished,9,2,24,10,2,Medium,Yes,No,"Gym, Clubhouse",North,Owner,Ready_to_Move
180037,Rajasthan,Jaipur,Locality_186,Villa,5,1518,26.79,0.02,2009,Semi-furnished,7,30,16,2,9,High,No,No,"Gym, Pool",West,Builder,Under_Construction
180038,Gujarat,Surat,Locality_237,Apartment,2,655,268.09,0.41,2022,Semi-furnished,21,3,3,2,10,Medium,Yes,No,"Garden, Gym, Playground",West,Builder,Under_Construction
180039,Uttar Pradesh,Lucknow,Locality_447,Independent House,3,2254,415.08,0.18,2003,Semi-furnished,15,25,22,7,4,High,No,No,Pool,West,Builder,Under_Construction
180040,Uttar Pradesh,Noida,Locality_247,Apartment,4,3851,473.96,0.12,2023,Furnished,5,30,2,6,4,High,No,Yes,Pool,North,Owner,Under_Construction
180041,Uttarakhand,Dehradun,Locality_392,Independent House,1,1404,143.0,0.1,1991,Unfurnished,4,7,34,6,8,Medium,No,No,Garden,East,Broker,Ready_to_Move
180042,Chhattisgarh,Bilaspur,Locality_423,Villa,4,4897,85.12,0.02,1990,Unfurnished,13,29,35,6,6,Medium,Yes,No,"Garden, Pool, Clubhouse, Playground, Gym",South,Broker,Ready_to_Move
180043,Haryana,Gurgaon,Locality_397,Apartment,5,3046,26.62,0.01,1997,Semi-furnished,6,22,28,3,7,Medium,No,Yes,"Pool, Clubhouse, Gym, Garden",East,Builder,Ready_to_Move
180044,Punjab,Ludhiana,Locality_200,Independent House,2,2226,428.58,0.19,2006,Furnished,23,26,19,4,9,Medium,No,Yes,"Playground, Clubhouse",East,Builder,Under_Construction
180045,Uttar Pradesh,Noida,Locality_386,Apartment,4,4649,105.43,0.02,2010,Furnished,23,26,15,1,3,Medium,Yes,Yes,"Garden, Playground, Clubhouse, Gym, Pool",East,Builder,Under_Construction
180046,Bihar,Gaya,Locality_267,Apartment,5,2289,298.8,0.13,2015,Furnished,30,14,10,1,7,Medium,No,No,Playground,North,Broker,Under_Construction
180047,Telangana,Hyderabad,Locality_282,Independent House,3,3690,87.97,0.02,2022,Semi-furnished,3,26,3,5,9,High,Yes,Yes,"Gym, Garden, Playground, Clubhouse",South,Broker,Under_Construction
180048,Maharashtra,Pune,Locality_342,Villa,3,4473,273.77,0.06,2001,Unfurnished,5,4,24,9,2,High,No,No,"Gym, Pool, Playground, Clubhouse",South,Broker,Ready_to_Move
180049,Delhi,New Delhi,Locality_345,Villa,5,4261,193.52,0.05,1998,Semi-furnished,18,13,27,1,2,Medium,No,Yes,"Clubhouse, Pool, Garden, Playground, Gym",North,Owner,Ready_to_Move
180050,Tamil Nadu,Coimbatore,Locality_279,Villa,2,3132,326.67,0.1,2016,Semi-furnished,1,15,9,10,9,High,Yes,Yes,"Pool, Garden, Clubhouse, Gym, Playground",West,Broker,Under_Construction
180051,Kerala,Trivandrum,Locality_28,Apartment,3,3865,291.64,0.08,2021,Furnished,11,10,4,10,4,Medium,Yes,Yes,Garden,West,Owner,Ready_to_Move
180052,Maharashtra,Mumbai,Locality_212,Villa,3,4693,228.05,0.05,2010,Semi-furnished,19,18,15,8,9,High,Yes,Yes,Clubhouse,South,Owner,Ready_to_Move
180053,Uttarakhand,Haridwar,Locality_125,Independent House,1,3821,256.02,0.07,1993,Unfurnished,6,4,32,3,4,High,No,Yes,"Playground, Clubhouse, Garden, Pool",South,Owner,Ready_to_Move
180054,Odisha,Bhubaneswar,Locality_127,Independent House,2,1046,399.13,0.38,2020,Unfurnished,28,25,5,1,6,Medium,Yes,Yes,"Clubhouse, Garden, Gym",East,Broker,Under_Construction
180055,Tamil Nadu,Coimbatore,Locality_498,Independent House,1,4146,233.15,0.06,2008,Unfurnished,0,4,17,10,5,Medium,No,Yes,"Garden, Gym",West,Owner,Ready_to_Move
180056,West Bengal,Durgapur,Locality_485,Villa,1,4573,225.6,0.05,2000,Semi-furnished,7,23,25,7,5,Medium,Yes,No,"Clubhouse, Playground, Garden",West,Builder,Ready_to_Move
180057,Odisha,Cuttack,Locality_64,Villa,2,2355,362.9,0.15,2000,Semi-furnished,1,11,25,5,10,Low,No,No,"Clubhouse, Pool",East,Builder,Ready_to_Move
180058,Tamil Nadu,Coimbatore,Locality_52,Apartment,1,3924,173.47,0.04,1997,Semi-furnished,21,20,28,2,1,Medium,Yes,Yes,Garden,East,Builder,Ready_to_Move
180059,Karnataka,Mysore,Locality_315,Independent House,4,4650,255.42,0.05,2001,Semi-furnished,11,13,24,6,8,Low,Yes,Yes,"Pool, Clubhouse, Garden, Gym, Playground",East,Owner,Under_Construction
180060,Assam,Silchar,Locality_65,Apartment,2,4982,208.16,0.04,2003,Furnished,0,4,22,4,6,Low,No,No,"Pool, Garden, Playground",East,Builder,Ready_to_Move
180061,Uttar Pradesh,Lucknow,Locality_464,Independent House,3,4958,438.75,0.09,2008,Semi-furnished,7,8,17,2,10,High,Yes,Yes,Pool,East,Owner,Under_Construction
180062,Karnataka,Mangalore,Locality_427,Villa,3,2001,446.46,0.22,2021,Semi-furnished,17,12,4,2,6,Low,No,Yes,"Pool, Playground, Clubhouse, Garden, Gym",West,Builder,Ready_to_Move
180063,Gujarat,Ahmedabad,Locality_317,Independent House,3,2821,224.51,0.08,1996,Furnished,24,19,29,7,9,Low,Yes,Yes,"Playground, Gym",West,Builder,Under_Construction
180064,Andhra Pradesh,Vishakhapatnam,Locality_167,Independent House,4,4524,464.74,0.1,1993,Unfurnished,24,28,32,2,1,Medium,No,No,"Pool, Gym, Clubhouse, Garden",South,Owner,Under_Construction
180065,Madhya Pradesh,Indore,Locality_428,Apartment,2,4248,241.04,0.06,2010,Unfurnished,25,3,15,8,2,Low,No,No,"Garden, Gym, Pool, Playground, Clubhouse",South,Broker,Ready_to_Move
180066,Haryana,Faridabad,Locality_199,Apartment,3,4399,317.39,0.07,2017,Furnished,2,3,8,6,7,Medium,No,No,"Gym, Playground",East,Builder,Ready_to_Move
180067,Chhattisgarh,Bilaspur,Locality_35,Independent House,1,3791,190.93,0.05,1997,Unfurnished,6,28,28,1,5,High,Yes,No,"Garden, Pool, Playground, Gym, Clubhouse",South,Builder,Ready_to_Move
180068,Gujarat,Ahmedabad,Locality_472,Apartment,5,3049,410.33,0.13,2020,Unfurnished,23,16,5,7,5,High,Yes,Yes,"Playground, Gym, Clubhouse, Garden",South,Owner,Ready_to_Move
180069,Kerala,Kochi,Locality_45,Apartment,3,1549,348.1,0.22,2006,Semi-furnished,17,18,19,8,9,Medium,No,Yes,"Clubhouse, Playground, Garden, Pool",East,Owner,Ready_to_Move
180070,Tamil Nadu,Chennai,Locality_177,Villa,2,3770,99.93,0.03,2002,Furnished,16,13,23,7,4,Medium,No,No,"Gym, Garden, Clubhouse",East,Broker,Under_Construction
180071,Kerala,Trivandrum,Locality_102,Apartment,3,3273,163.65,0.05,2014,Furnished,9,5,11,9,3,Low,Yes,Yes,"Garden, Gym, Pool, Playground",West,Owner,Ready_to_Move
180072,Karnataka,Bangalore,Locality_210,Villa,5,1474,499.94,0.34,1999,Unfurnished,22,26,26,6,2,Low,Yes,No,"Playground, Garden",South,Broker,Ready_to_Move
180073,Chhattisgarh,Raipur,Locality_142,Independent House,4,1779,372.3,0.21,2000,Semi-furnished,22,9,25,4,8,High,No,No,"Pool, Gym",South,Broker,Under_Construction
180074,Assam,Silchar,Locality_393,Independent House,1,1946,338.02,0.17,1998,Unfurnished,17,28,27,7,4,Low,No,No,"Gym, Garden, Playground",West,Builder,Ready_to_Move
180075,Maharashtra,Pune,Locality_188,Apartment,2,3256,346.15,0.11,1993,Furnished,2,18,32,8,10,Low,No,Yes,"Gym, Playground, Pool, Garden, Clubhouse",South,Builder,Under_Construction
180076,Assam,Silchar,Locality_63,Villa,2,4496,405.63,0.09,2020,Semi-furnished,16,2,5,2,1,High,Yes,No,Garden,South,Broker,Ready_to_Move
180077,Telangana,Hyderabad,Locality_252,Independent House,3,2746,20.56,0.01,2016,Semi-furnished,16,6,9,9,9,High,Yes,No,"Pool, Playground, Gym, Garden, Clubhouse",North,Owner,Under_Construction
180078,West Bengal,Durgapur,Locality_178,Apartment,5,3009,306.17,0.1,2011,Semi-furnished,16,24,14,7,8,Medium,Yes,No,"Playground, Clubhouse",South,Owner,Under_Construction
180079,Bihar,Patna,Locality_35,Independent House,5,4075,189.79,0.05,2016,Unfurnished,20,29,9,1,6,Low,No,No,"Playground, Gym, Pool, Garden",West,Builder,Under_Construction
180080,Odisha,Bhubaneswar,Locality_3,Independent House,3,1351,340.17,0.25,2004,Unfurnished,2,2,21,9,1,Low,No,Yes,"Pool, Garden, Clubhouse, Playground, Gym",East,Builder,Ready_to_Move
180081,Karnataka,Mangalore,Locality_173,Villa,3,2943,150.03,0.05,2009,Furnished,24,27,16,2,1,High,Yes,No,"Garden, Clubhouse, Playground",South,Owner,Under_Construction
180082,Jharkhand,Jamshedpur,Locality_117,Villa,4,1731,52.96,0.03,2014,Furnished,28,13,11,6,8,High,Yes,No,"Gym, Playground, Pool, Clubhouse, Garden",West,Owner,Under_Construction
180083,Punjab,Ludhiana,Locality_176,Independent House,3,2075,51.23,0.02,2011,Unfurnished,23,22,14,10,2,Medium,Yes,No,"Pool, Clubhouse, Playground, Gym, Garden",East,Builder,Ready_to_Move
180084,Jharkhand,Jamshedpur,Locality_330,Independent House,2,3377,87.6,0.03,2015,Furnished,30,19,10,9,5,High,Yes,No,"Gym, Clubhouse, Pool, Garden, Playground",North,Broker,Ready_to_Move
180085,Uttar Pradesh,Lucknow,Locality_199,Independent House,3,2086,183.32,0.09,2011,Unfurnished,10,8,14,5,9,Medium,No,No,"Gym, Clubhouse",West,Broker,Under_Construction
180086,Rajasthan,Jodhpur,Locality_394,Independent House,3,2805,400.69,0.14,2018,Semi-furnished,4,25,7,8,5,Medium,Yes,No,"Pool, Playground, Gym, Garden, Clubhouse",East,Owner,Under_Construction
180087,Maharashtra,Pune,Locality_227,Apartment,3,2595,141.34,0.05,2008,Semi-furnished,15,9,17,7,2,Low,Yes,No,"Garden, Playground, Clubhouse, Gym, Pool",South,Builder,Ready_to_Move
180088,Telangana,Warangal,Locality_114,Apartment,5,766,77.74,0.1,2002,Semi-furnished,22,14,23,2,9,High,No,Yes,"Gym, Pool, Clubhouse, Playground",West,Builder,Ready_to_Move
180089,Tamil Nadu,Coimbatore,Locality_24,Villa,4,4219,458.64,0.11,2021,Unfurnished,1,9,4,8,5,Low,No,No,"Clubhouse, Garden",West,Owner,Ready_to_Move
180090,Haryana,Faridabad,Locality_327,Independent House,5,2969,153.65,0.05,2008,Semi-furnished,17,30,17,9,7,Medium,Yes,No,"Pool, Garden, Playground",West,Broker,Ready_to_Move
180091,Uttar Pradesh,Lucknow,Locality_107,Apartment,3,2303,319.9,0.14,1990,Furnished,8,12,35,1,5,High,Yes,Yes,"Gym, Pool, Playground, Garden, Clubhouse",West,Broker,Under_Construction
180092,Delhi,Dwarka,Locality_377,Independent House,1,613,314.18,0.51,2003,Furnished,8,14,22,9,3,High,Yes,Yes,"Gym, Clubhouse, Pool",West,Builder,Under_Construction
180093,Delhi,Dwarka,Locality_60,Apartment,5,3949,256.96,0.07,1991,Furnished,8,15,34,2,4,Low,No,Yes,"Gym, Clubhouse",West,Owner,Ready_to_Move
180094,Gujarat,Surat,Locality_232,Independent House,2,1781,17.54,0.01,2021,Furnished,1,22,4,7,9,Low,No,No,Playground,West,Builder,Under_Construction
180095,Kerala,Trivandrum,Locality_202,Villa,3,678,176.77,0.26,2015,Furnished,29,4,10,6,5,Low,No,Yes,"Pool, Garden, Clubhouse",East,Builder,Ready_to_Move
180096,Bihar,Patna,Locality_302,Independent House,1,785,132.61,0.17,2004,Furnished,1,12,21,4,7,Medium,No,Yes,"Playground, Pool, Gym, Clubhouse, Garden",West,Broker,Ready_to_Move
180097,Kerala,Trivandrum,Locality_462,Independent House,3,2700,294.66,0.11,2010,Semi-furnished,30,18,15,3,10,Medium,Yes,No,"Playground, Garden, Pool, Clubhouse",West,Owner,Ready_to_Move
180098,Kerala,Trivandrum,Locality_171,Apartment,1,1366,481.04,0.35,1999,Semi-furnished,21,14,26,2,8,High,No,Yes,Pool,South,Broker,Ready_to_Move
180099,Rajasthan,Jodhpur,Locality_333,Apartment,5,771,11.38,0.01,2009,Semi-furnished,28,12,16,10,10,Low,Yes,Yes,"Gym, Pool",North,Owner,Ready_to_Move
180100,Punjab,Ludhiana,Locality_1,Villa,3,4314,411.9,0.1,2017,Semi-furnished,21,7,8,6,1,Medium,Yes,No,"Clubhouse, Gym",North,Broker,Ready_to_Move
180101,Rajasthan,Jaipur,Locality_274,Independent House,2,4311,265.34,0.06,2001,Furnished,6,11,24,8,1,Medium,No,Yes,Garden,North,Owner,Ready_to_Move
180102,Maharashtra,Nagpur,Locality_282,Apartment,2,3315,368.49,0.11,2017,Unfurnished,18,7,8,5,8,Low,No,No,"Gym, Garden, Playground, Clubhouse, Pool",South,Owner,Ready_to_Move
180103,Gujarat,Ahmedabad,Locality_176,Villa,1,1886,403.85,0.21,2001,Furnished,14,17,24,8,3,Low,Yes,Yes,"Garden, Pool, Clubhouse, Playground",North,Builder,Ready_to_Move
180104,Andhra Pradesh,Vijayawada,Locality_154,Apartment,3,2734,185.29,0.07,1996,Furnished,20,19,29,8,5,High,No,Yes,Gym,South,Broker,Under_Construction
180105,Tamil Nadu,Coimbatore,Locality_483,Villa,2,3604,302.16,0.08,1999,Unfurnished,22,25,26,6,2,High,Yes,Yes,"Playground, Clubhouse, Pool, Gym",West,Builder,Ready_to_Move
180106,Punjab,Amritsar,Locality_468,Independent House,2,1283,417.72,0.33,2007,Semi-furnished,3,5,18,6,1,High,Yes,No,Garden,South,Broker,Ready_to_Move
180107,Gujarat,Surat,Locality_7,Villa,3,3530,482.71,0.14,2010,Unfurnished,15,20,15,2,7,Low,Yes,No,"Clubhouse, Playground",East,Owner,Under_Construction
180108,Tamil Nadu,Coimbatore,Locality_445,Independent House,4,809,327.16,0.4,2000,Semi-furnished,17,6,25,7,7,Low,No,Yes,"Gym, Clubhouse, Playground",South,Broker,Under_Construction
180109,Assam,Guwahati,Locality_106,Villa,5,3437,195.3,0.06,2023,Furnished,1,6,2,8,8,Low,Yes,No,Garden,East,Owner,Ready_to_Move
180110,Haryana,Gurgaon,Locality_122,Apartment,5,992,281.91,0.28,1992,Furnished,5,14,33,1,2,Low,No,Yes,"Playground, Garden, Pool, Clubhouse, Gym",West,Owner,Ready_to_Move
180111,Tamil Nadu,Chennai,Locality_164,Independent House,3,4865,61.89,0.01,2002,Semi-furnished,17,9,23,7,6,High,No,Yes,"Garden, Playground, Clubhouse",West,Broker,Ready_to_Move
180112,Kerala,Kochi,Locality_472,Apartment,4,4663,446.57,0.1,1994,Semi-furnished,6,18,31,3,6,Medium,Yes,Yes,"Clubhouse, Garden, Pool, Gym, Playground",West,Builder,Under_Construction
180113,Punjab,Ludhiana,Locality_28,Villa,1,4055,439.04,0.11,2001,Unfurnished,9,18,24,3,10,Low,No,Yes,"Garden, Gym",North,Broker,Ready_to_Move
180114,Punjab,Ludhiana,Locality_27,Independent House,3,773,475.0,0.61,2023,Semi-furnished,0,25,2,8,3,Low,Yes,Yes,"Playground, Pool, Clubhouse",East,Owner,Under_Construction
180115,Delhi,Dwarka,Locality_100,Villa,5,4556,391.73,0.09,2018,Semi-furnished,23,5,7,6,10,High,No,No,Gym,South,Broker,Under_Construction
180116,Jharkhand,Ranchi,Locality_372,Villa,4,3942,228.04,0.06,2000,Unfurnished,6,26,25,8,9,Medium,No,Yes,"Clubhouse, Garden, Pool",South,Builder,Under_Construction
180117,Delhi,Dwarka,Locality_247,Apartment,4,2907,459.64,0.16,1997,Furnished,10,24,28,2,4,Medium,No,No,"Garden, Pool, Gym, Clubhouse",South,Builder,Ready_to_Move
180118,Punjab,Amritsar,Locality_80,Independent House,4,2890,448.37,0.16,1997,Furnished,11,27,28,8,7,High,Yes,Yes,"Gym, Clubhouse, Pool",East,Broker,Under_Construction
180119,Odisha,Cuttack,Locality_98,Villa,4,1591,235.93,0.15,1996,Unfurnished,6,6,29,3,8,Low,Yes,No,Playground,South,Builder,Under_Construction
180120,Chhattisgarh,Raipur,Locality_263,Apartment,1,3917,112.77,0.03,2001,Semi-furnished,2,13,24,3,8,Medium,Yes,Yes,"Playground, Pool, Gym, Garden",North,Owner,Ready_to_Move
180121,Bihar,Gaya,Locality_5,Independent House,1,4851,145.66,0.03,2016,Furnished,5,11,9,10,7,Low,No,Yes,"Playground, Pool, Clubhouse, Gym",South,Builder,Ready_to_Move
180122,Uttar Pradesh,Noida,Locality_382,Villa,3,884,399.59,0.45,1994,Unfurnished,21,28,31,7,9,Medium,Yes,No,"Pool, Garden",West,Broker,Ready_to_Move
180123,Madhya Pradesh,Indore,Locality_359,Independent House,4,2299,116.13,0.05,2009,Unfurnished,30,3,16,3,6,High,No,No,"Garden, Pool, Clubhouse",West,Broker,Ready_to_Move
180124,Uttar Pradesh,Noida,Locality_345,Independent House,4,2955,337.01,0.11,2005,Unfurnished,10,8,20,10,9,High,No,Yes,"Pool, Clubhouse, Garden",West,Owner,Ready_to_Move
180125,Maharashtra,Mumbai,Locality_255,Independent House,5,3034,76.54,0.03,2014,Furnished,4,25,11,5,2,Medium,Yes,No,"Pool, Gym",West,Owner,Ready_to_Move
180126,Punjab,Ludhiana,Locality_409,Independent House,5,3412,276.38,0.08,2013,Semi-furnished,22,19,12,8,3,Medium,No,No,"Pool, Gym, Clubhouse",West,Broker,Ready_to_Move
180127,Gujarat,Ahmedabad,Locality_202,Villa,3,2784,479.77,0.17,1990,Furnished,11,12,35,6,6,Medium,No,No,"Playground, Gym, Garden, Pool",South,Builder,Ready_to_Move
180128,Gujarat,Ahmedabad,Locality_476,Independent House,2,3247,197.06,0.06,2003,Semi-furnished,30,26,22,9,1,High,Yes,No,"Gym, Clubhouse, Garden, Pool",East,Owner,Under_Construction
180129,Chhattisgarh,Raipur,Locality_430,Independent House,2,3288,388.74,0.12,2021,Unfurnished,30,25,4,4,10,High,No,Yes,"Gym, Playground, Clubhouse, Garden",South,Broker,Ready_to_Move
180130,West Bengal,Kolkata,Locality_390,Villa,3,3662,177.26,0.05,1992,Semi-furnished,6,15,33,5,9,High,No,No,"Playground, Gym, Clubhouse, Pool, Garden",West,Broker,Under_Construction
180131,Punjab,Amritsar,Locality_314,Independent House,4,1427,313.23,0.22,2017,Unfurnished,13,28,8,2,5,Low,No,No,Garden,West,Broker,Under_Construction
180132,Punjab,Amritsar,Locality_356,Apartment,3,693,399.03,0.58,2009,Semi-furnished,22,28,16,4,7,High,Yes,Yes,"Playground, Gym, Pool",West,Builder,Ready_to_Move
180133,Assam,Guwahati,Locality_414,Apartment,1,3825,497.26,0.13,2018,Furnished,7,9,7,7,4,Medium,No,No,"Pool, Garden",East,Builder,Under_Construction
180134,Odisha,Bhubaneswar,Locality_231,Independent House,3,4061,499.08,0.12,2003,Furnished,15,29,22,6,6,High,Yes,Yes,"Gym, Garden",South,Broker,Under_Construction
180135,Gujarat,Surat,Locality_422,Independent House,2,3037,338.46,0.11,1990,Furnished,5,16,35,10,9,High,No,Yes,"Pool, Gym, Garden",North,Owner,Ready_to_Move
180136,Haryana,Faridabad,Locality_6,Independent House,1,4938,467.12,0.09,1992,Semi-furnished,28,28,33,10,6,High,Yes,No,"Pool, Gym, Clubhouse",West,Builder,Under_Construction
180137,Maharashtra,Nagpur,Locality_251,Independent House,3,4767,418.9,0.09,2010,Semi-furnished,20,15,15,6,9,High,Yes,Yes,"Garden, Clubhouse",North,Owner,Under_Construction
180138,West Bengal,Durgapur,Locality_361,Apartment,2,3118,211.76,0.07,2008,Semi-furnished,22,23,17,2,6,Medium,Yes,Yes,"Pool, Clubhouse, Playground, Gym",South,Broker,Under_Construction
180139,Uttarakhand,Dehradun,Locality_194,Independent House,1,2866,315.1,0.11,2008,Semi-furnished,25,4,17,9,4,Low,Yes,Yes,"Gym, Pool, Playground",West,Owner,Under_Construction
180140,Punjab,Ludhiana,Locality_205,Villa,3,5000,182.56,0.04,2015,Unfurnished,4,8,10,9,5,Low,No,Yes,Playground,South,Owner,Under_Construction
180141,Telangana,Warangal,Locality_341,Villa,5,4283,432.24,0.1,1998,Semi-furnished,10,28,27,6,3,Low,No,Yes,"Garden, Pool, Playground, Clubhouse, Gym",North,Broker,Ready_to_Move
